1         Threads
1         Connections per thread
60        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec
------------------------------------------------------------------------
Sets          27.98          ---          ---      3.95000        29.09
Gets         279.81       275.16         4.65      3.16800       289.18
Waits          0.00          ---          ---      0.00000          ---
Totals       307.79       275.16         4.65      3.23900       318.26


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       3.100         0.36
SET       3.200         3.04
SET       3.300        10.36
SET       3.400        20.01
SET       3.500        30.49
SET       3.600        41.16
SET       3.700        49.55
SET       3.800        57.71
SET       3.900        64.74
SET       4.000        72.90
SET       4.100        77.13
SET       4.200        81.48
SET       4.300        84.28
SET       4.400        86.96
SET       4.500        88.68
SET       4.600        90.47
SET       4.700        91.96
SET       4.800        92.79
SET       4.900        93.51
SET       5.000        94.40
SET       5.100        94.94
SET       5.200        95.35
SET       5.300        95.53
SET       5.400        95.77
SET       5.500        96.13
SET       5.600        96.43
SET       5.800        96.84
SET       5.900        96.96
SET       6.000        97.20
SET       6.100        97.44
SET       6.200        97.62
SET       6.300        97.68
SET       6.400        97.86
SET       6.500        97.92
SET       6.600        98.27
SET       6.700        98.33
SET       6.800        98.45
SET       6.900        98.57
SET       7.000        98.63
SET       7.200        98.81
SET       7.300        98.93
SET       7.400        99.05
SET       7.600        99.17
SET       7.900        99.23
SET       8.000        99.29
SET       8.700        99.34
SET       8.800        99.40
SET       9.000        99.46
SET       9.400        99.58
SET       9.800        99.64
SET       9.900        99.70
SET      11.000        99.82
SET      12.000        99.94
SET      13.000       100.00
---
GET       1.600         0.02
GET       1.700         0.27
GET       1.800         1.47
GET       1.900         4.47
GET       2.000         9.16
GET       2.100        14.31
GET       2.200        18.95
GET       2.300        22.89
GET       2.400        26.18
GET       2.500        28.95
GET       2.600        31.29
GET       2.700        33.16
GET       2.800        34.71
GET       2.900        37.29
GET       3.000        41.71
GET       3.100        47.10
GET       3.200        53.24
GET       3.300        60.00
GET       3.400        66.49
GET       3.500        72.05
GET       3.600        76.93
GET       3.700        81.31
GET       3.800        84.81
GET       3.900        87.46
GET       4.000        90.08
GET       4.100        91.96
GET       4.200        93.30
GET       4.300        94.29
GET       4.400        95.01
GET       4.500        95.75
GET       4.600        96.27
GET       4.700        96.69
GET       4.800        96.97
GET       4.900        97.18
GET       5.000        97.49
GET       5.100        97.63
GET       5.200        97.77
GET       5.300        97.90
GET       5.400        98.00
GET       5.500        98.12
GET       5.600        98.24
GET       5.700        98.31
GET       5.800        98.40
GET       5.900        98.50
GET       6.000        98.60
GET       6.100        98.67
GET       6.200        98.78
GET       6.300        98.83
GET       6.400        98.91
GET       6.500        98.97
GET       6.600        99.04
GET       6.700        99.08
GET       6.800        99.11
GET       6.900        99.17
GET       7.000        99.21
GET       7.100        99.26
GET       7.200        99.30
GET       7.300        99.33
GET       7.400        99.37
GET       7.500        99.40
GET       7.600        99.43
GET       7.700        99.44
GET       7.800        99.45
GET       7.900        99.48
GET       8.000        99.49
GET       8.100        99.51
GET       8.200        99.54
GET       8.300        99.56
GET       8.400        99.57
GET       8.500        99.61
GET       8.600        99.62
GET       8.700        99.64
GET       8.800        99.67
GET       8.900        99.68
GET       9.000        99.70
GET       9.100        99.70
GET       9.200        99.73
GET       9.400        99.75
GET       9.500        99.78
GET       9.600        99.79
GET       9.700        99.80
GET       9.800        99.82
GET       9.900        99.83
GET      10.000        99.86
GET      11.000        99.90
GET      12.000        99.93
GET      14.000        99.95
GET      15.000        99.96
GET      17.000        99.96
GET      18.000        99.97
GET      22.000        99.98
GET      23.000        99.98
GET      24.000        99.99
GET      26.000       100.00
---
1         Threads
1         Connections per thread
60        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec
------------------------------------------------------------------------
Sets          50.68          ---          ---      4.07100        52.68
Gets         202.68       498.37         8.33      3.90300       520.79
Waits          0.00          ---          ---      0.00000          ---
Totals       253.36       498.37         8.33      3.93700       573.47


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       3.100         0.26
SET       3.200         2.33
SET       3.300         7.53
SET       3.400        15.52
SET       3.500        25.52
SET       3.600        34.82
SET       3.700        44.06
SET       3.800        52.98
SET       3.900        60.37
SET       4.000        67.51
SET       4.100        73.04
SET       4.200        77.87
SET       4.300        81.59
SET       4.400        84.25
SET       4.500        86.29
SET       4.600        88.26
SET       4.700        89.94
SET       4.800        91.22
SET       4.900        92.63
SET       5.000        93.55
SET       5.100        94.08
SET       5.200        94.51
SET       5.300        94.80
SET       5.400        95.20
SET       5.500        95.36
SET       5.600        95.59
SET       5.700        95.86
SET       5.800        95.99
SET       5.900        96.19
SET       6.000        96.55
SET       6.100        96.81
SET       6.200        96.94
SET       6.300        97.11
SET       6.400        97.20
SET       6.500        97.30
SET       6.600        97.53
SET       6.700        97.70
SET       6.800        97.73
SET       6.900        97.80
SET       7.000        98.06
SET       7.100        98.13
SET       7.200        98.16
SET       7.300        98.22
SET       7.400        98.26
SET       7.500        98.29
SET       7.600        98.32
SET       7.700        98.45
SET       7.800        98.49
SET       7.900        98.62
SET       8.000        98.72
SET       8.200        98.78
SET       8.300        98.85
SET       8.400        98.88
SET       8.700        98.91
SET       8.800        98.98
SET       8.900        99.05
SET       9.100        99.08
SET       9.400        99.11
SET       9.500        99.15
SET       9.600        99.18
SET       9.700        99.21
SET       9.800        99.28
SET      10.000        99.47
SET      11.000        99.61
SET      12.000        99.70
SET      13.000        99.74
SET      14.000        99.84
SET      20.000        99.90
SET      24.000        99.93
SET      29.000        99.97
SET      36.000       100.00
---
GET       1.600         0.01
GET       1.700         0.07
GET       1.800         0.41
GET       1.900         1.09
GET       2.000         2.16
GET       2.100         3.34
GET       2.200         4.37
GET       2.300         5.25
GET       2.400         5.84
GET       2.500         6.49
GET       2.600         6.97
GET       2.700         7.40
GET       2.800         7.74
GET       2.900         8.31
GET       3.000         9.23
GET       3.100        10.41
GET       3.200        12.31
GET       3.300        16.60
GET       3.400        23.46
GET       3.500        31.70
GET       3.600        40.31
GET       3.700        48.66
GET       3.800        56.34
GET       3.900        63.70
GET       4.000        71.02
GET       4.100        76.57
GET       4.200        80.82
GET       4.300        84.03
GET       4.400        86.70
GET       4.500        88.66
GET       4.600        90.43
GET       4.700        91.52
GET       4.800        92.55
GET       4.900        93.41
GET       5.000        94.27
GET       5.100        94.75
GET       5.200        95.23
GET       5.300        95.58
GET       5.400        95.93
GET       5.500        96.23
GET       5.600        96.42
GET       5.700        96.60
GET       5.800        96.82
GET       5.900        97.03
GET       6.000        97.23
GET       6.100        97.39
GET       6.200        97.57
GET       6.300        97.67
GET       6.400        97.71
GET       6.500        97.81
GET       6.600        97.88
GET       6.700        97.97
GET       6.800        98.07
GET       6.900        98.10
GET       7.000        98.23
GET       7.100        98.35
GET       7.200        98.45
GET       7.300        98.50
GET       7.400        98.57
GET       7.500        98.65
GET       7.600        98.72
GET       7.700        98.74
GET       7.800        98.81
GET       7.900        98.83
GET       8.000        98.87
GET       8.100        98.89
GET       8.200        98.96
GET       8.300        98.98
GET       8.400        99.00
GET       8.500        99.01
GET       8.600        99.04
GET       8.700        99.07
GET       8.800        99.10
GET       8.900        99.14
GET       9.000        99.18
GET       9.100        99.19
GET       9.200        99.23
GET       9.300        99.26
GET       9.400        99.29
GET       9.500        99.31
GET       9.600        99.33
GET       9.700        99.34
GET       9.800        99.36
GET       9.900        99.39
GET      10.000        99.50
GET      11.000        99.63
GET      12.000        99.69
GET      13.000        99.75
GET      14.000        99.79
GET      15.000        99.80
GET      16.000        99.84
GET      17.000        99.85
GET      18.000        99.88
GET      20.000        99.89
GET      22.000        99.90
GET      23.000        99.92
GET      25.000        99.93
GET      27.000        99.93
GET      28.000        99.94
GET      32.000        99.96
GET      34.000        99.98
GET      40.000        99.98
GET      41.000        99.99
GET      48.000       100.00
---
1         Threads
1         Connections per thread
60        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec
------------------------------------------------------------------------
Sets          80.26          ---          ---      4.04500        83.43
Gets         160.51       790.02        12.53      4.19100       823.98
Waits          0.00          ---          ---      0.00000          ---
Totals       240.77       790.02        12.53      4.14200       907.41


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       3.100         0.31
SET       3.200         3.14
SET       3.300         8.60
SET       3.400        18.27
SET       3.500        29.15
SET       3.600        39.93
SET       3.700        50.25
SET       3.800        58.47
SET       3.900        65.51
SET       4.000        72.03
SET       4.100        76.33
SET       4.200        80.02
SET       4.300        83.08
SET       4.400        85.67
SET       4.500        87.81
SET       4.600        89.26
SET       4.700        90.41
SET       4.800        91.36
SET       4.900        92.03
SET       5.000        92.69
SET       5.100        93.17
SET       5.200        93.77
SET       5.300        94.31
SET       5.400        94.58
SET       5.500        94.95
SET       5.600        95.12
SET       5.700        95.39
SET       5.800        95.60
SET       5.900        95.78
SET       6.000        95.93
SET       6.100        96.12
SET       6.200        96.28
SET       6.300        96.45
SET       6.400        96.55
SET       6.500        96.74
SET       6.600        97.01
SET       6.700        97.24
SET       6.800        97.30
SET       6.900        97.36
SET       7.000        97.45
SET       7.100        97.51
SET       7.200        97.53
SET       7.300        97.59
SET       7.400        97.70
SET       7.500        97.80
SET       7.600        97.86
SET       7.700        97.92
SET       7.800        98.03
SET       7.900        98.15
SET       8.000        98.28
SET       8.100        98.38
SET       8.200        98.40
SET       8.300        98.46
SET       8.400        98.53
SET       8.500        98.57
SET       8.700        98.61
SET       8.800        98.63
SET       8.900        98.65
SET       9.000        98.73
SET       9.200        98.82
SET       9.300        98.88
SET       9.400        98.96
SET       9.500        99.02
SET       9.600        99.07
SET       9.700        99.09
SET       9.800        99.19
SET       9.900        99.29
SET      10.000        99.44
SET      11.000        99.63
SET      12.000        99.65
SET      13.000        99.75
