Configuration : nrThreads: 64 ,nrServers: 1 ,read sharded: true
Times in queue ,123500.54,165548.3,245097.48,343322.56,878345.02,2172760.2
Parsing times ,14063.98,12095.44,10227.2,8011.28,11747.88,10770.96
Service times ,2304279.14,2298158.86,2330164.94,2472993.74,3489790.0,4908498.74
Throughput ,819.86,1626.7,3163.04,5869.66,7927.08,10372.2
Times in get ,0.0,0.0,0.0,0.0,0.0,0.0
Times in set ,2288016.82,2283716.16,2317021.16,2461895.88,3474310.8,4893248.08
Times in mget ,0.0,0.0,0.0,0.0,0.0,0.0
Times in mget only memcached part ,0.0,0.0,0.0,0.0,0.0,0.0
Queue lengths ,1.0,1.0408163265306123,2.0,3.2,10.28,24.96
Number of gets ,0.0,0.0,0.0,0.0,0.0,0.0
Number of sets ,819.86,1626.7,3163.04,5869.66,7927.08,10372.2
Number of mgets ,0.0,0.0,0.0,0.0,0.0,0.0
Number of misses get ,0.0,0.0,0.0,0.0,0.0,0.0
Arrival rate ,819.82,1626.76,3162.92,5869.68,7927.0,10370.98
std Times in queue ,18393.857476497808,18287.01206136894,56628.761455007676,70134.58321528717,120161.87374783831,315449.07417489105
std Parsing times ,7690.030218061168,3349.4993178085588,1976.429134183409,528.7153487463742,2974.7992190178807,1937.6570109915988
std Service times ,84295.67335981179,83724.24788189001,97050.43914449424,148969.3630128062,302749.8216540367,279832.81685858907
std Throughput ,20.170710225978862,39.43335892259709,124.49669448935384,308.93289740984335,409.54812530247966,477.3613699819251
std Times in get ,0.0,0.0,0.0,0.0,0.0,0.0
std Times in set ,84302.18550189259,83246.12426066965,96883.10832012874,148826.92465433443,301692.4331537071,279175.337917263
std Times in mget ,0.0,0.0,0.0,0.0,0.0,0.0
std Times in mget only memcached part ,0.0,0.0,0.0,0.0,0.0,0.0
std Queue lengths ,0.0,0.19991494790174613,0.0,0.40406101782088427,0.7835033829029762,2.871108724190439
std Number of gets ,0.0,0.0,0.0,0.0,0.0,0.0
std Number of sets ,20.170710225978862,39.43335892259709,124.49669448935384,308.93289740984335,409.54812530247966,477.3613699819251
std Number of mgets ,0.0,0.0,0.0,0.0,0.0,0.0
std Number of misses get ,0.0,0.0,0.0,0.0,0.0,0.0
std Arrival rate ,20.124804473635038,39.01729600773357,125.75467532997307,309.125259599485,414.7457544283323,478.09547718643233
Thread 0 ,2302696.04,2304855.66,2314405.78,2472383.72,3514034.56,4916914.3
Thread std 0 ,166283.0410306671,178980.21492681638,147036.53931151167,207544.1522474774,356097.4459764424,401819.82927544654
Thread 1 ,2334104.04,2270917.44,2334233.64,2442544.84,3444877.72,4983861.28
Thread std 1 ,319446.5746052363,142040.34830835057,144357.59311865314,195171.29219052894,280973.8615150076,349529.2556971529
Thread 2 ,2283431.3,2281912.78,2336110.82,2451513.64,3478073.18,4970237.08
Thread std 2 ,185656.35646793508,136718.01095854494,143298.48066837588,211226.66570102808,312863.9633787973,370370.02295216237
Thread 3 ,2292097.52,2305936.78,2315520.74,2479581.8,3524421.78,4903864.1
Thread std 3 ,176585.04530854826,154663.52573858318,170861.27635764534,190901.2946332556,382604.9571208408,343423.5162596957
Thread 4 ,2324727.86,2335897.86,2333383.0,2508027.22,3537022.28,4931891.92
Thread std 4 ,313602.2717251647,358876.3219393198,155207.7580302464,271687.96884461003,411467.98687943374,382754.46047414077
Thread 5 ,2301582.62,2273199.72,2343661.46,2494027.82,3500011.96,4893965.28
Thread std 5 ,233989.09752605302,109855.93389545441,200176.03144999608,282854.30604534823,365035.17814610916,373932.4317510677
Thread 6 ,2359214.96,2274299.06,2307469.28,2483128.5,3493573.58,4901561.78
Thread std 6 ,268602.6455619831,139692.90810588046,141370.73924636192,248356.6381037847,411616.112405082,366973.13366308116
Thread 7 ,2305606.54,2283597.98,2319329.22,2439266.46,3522080.16,4902948.58
Thread std 7 ,231313.72042440544,125237.71776424031,133262.03512924208,163981.42452731822,417250.3950477757,321333.56022987026
Thread 8 ,2272147.64,2294567.54,2328411.22,2431088.06,3487051.92,4947467.34
Thread std 8 ,168043.2614003663,179726.41723205245,192224.40694415534,152340.77803671954,320385.3126527902,405675.39964680665
Thread 9 ,2294746.6,2309565.76,2337821.78,2459329.2,3489293.42,4940822.96
Thread std 9 ,133773.21230595108,132100.53314891254,214366.4886780933,162526.23738790423,381708.0902364031,386591.91800973716
Thread 10 ,2316768.9,2281059.52,2383021.98,2476624.44,3472424.48,4909167.32
Thread std 10 ,229539.69782288733,121307.51586440748,203863.78972240066,232869.3241551053,386009.2681609242,358952.1335875846
Thread 11 ,2319228.02,2289162.94,2320725.1,2484551.72,3527839.68,4862395.44
Thread std 11 ,186202.65098821878,153073.97480722202,101087.87778518377,183518.37201284926,388477.90893195,315090.42618757515
Thread 12 ,2315933.3,2305743.8,2326113.16,2442239.92,3448672.98,4966627.38
Thread std 12 ,233032.91005290326,164331.99814859612,226023.8585430037,203454.2339568608,343692.8311729132,391619.9173152401
Thread 13 ,2274281.5,2279870.52,2317518.84,2454654.96,3444553.92,4931923.82
Thread std 13 ,142116.17672549255,120086.85126466952,135504.67629695009,145808.8023999391,252138.25687222657,383794.2260732579
Thread 14 ,2294015.64,2320921.34,2367477.54,2452759.8,3528264.12,4937100.9
Thread std 14 ,164167.24347007123,176896.41831327652,272685.70303752593,167815.15870013356,390694.22283666354,342907.4818391624
Thread 15 ,2306294.98,2329768.74,2339116.78,2502652.8,3465285.06,4873318.64
Thread std 15 ,207474.27406676282,357935.37533281796,142925.23957040175,252619.97468376186,343553.5846528349,351378.9906614155
Thread 16 ,2339005.4,2281537.16,2309233.12,2432292.08,3473452.82,4884628.14
Thread std 16 ,232661.22541013776,111343.36897869085,231235.8134945258,147501.07761347483,363551.51878646656,402140.99564227933
Thread 17 ,2290001.52,2309732.74,2348247.76,2464040.52,3505361.48,4881220.32
Thread std 17 ,170513.36336549663,145988.44819855035,243488.70586274998,177053.8891831155,425694.92728556547,369522.5345640926
Thread 18 ,2341218.72,2284107.56,2356013.76,2456437.42,3443363.62,4884658.66
Thread std 18 ,296837.4777815563,167780.13437393933,210994.98158241026,183787.42064313524,322810.8437014159,352486.878156036
Thread 19 ,2290645.5,2277385.92,2348634.24,2488033.8,3512018.78,4926466.3
Thread std 19 ,145794.69241203676,145412.50639190958,186633.82377981735,207466.44855376062,381458.05632022466,355304.63992370875
Thread 20 ,2263037.62,2262875.54,2393802.08,2501926.12,3444679.92,4905205.3
Thread std 20 ,121928.26840482726,116200.98189163463,326755.40481571096,236277.20983569365,264995.86147533456,317996.4527613894
Thread 21 ,2303166.12,2309741.64,2279749.88,2494595.08,3492235.04,4909365.2
Thread std 21 ,183260.34855972038,160259.49699398698,102786.44483839256,214635.7204581887,314410.0170571477,357430.01202695863
Thread 22 ,2334655.6,2289164.38,2367437.34,2487878.28,3514331.32,4890187.8
Thread std 22 ,314171.2817651531,149100.16126148085,289832.38737760915,193130.34069345234,301408.48353304766,305600.580773369
Thread 23 ,2277570.52,2285041.2,2314022.04,2483624.3,3565564.82,4920733.78
Thread std 23 ,149185.5776537643,119416.41211204718,207299.96291512117,213336.49758627225,410999.1486590165,371454.35274317156
Thread 24 ,2275465.14,2292157.1,2298425.34,2455678.92,3496052.94,4885809.74
Thread std 24 ,146260.05873562116,145053.23641624316,133513.11449023293,204727.53345469298,351873.45075504296,346042.98357620084
Thread 25 ,2275460.14,2313375.76,2332529.78,2505782.62,3478296.98,4841042.4
Thread std 25 ,125924.52729346271,182674.6727018191,208469.39484879808,214375.61853894367,418300.0186800061,343254.485698353
Thread 26 ,2252472.08,2337255.98,2329289.26,2464910.72,3510684.8,4942969.92
Thread std 26 ,120128.77091481321,319993.1552078849,235452.7470980814,206056.6530757431,437070.7316026008,464196.1699983492
Thread 27 ,2307608.14,2299885.22,2352714.18,2454522.76,3475371.0,4941533.14
Thread std 27 ,134056.3976157598,148684.99704398902,210851.53380031773,146684.4356606524,401778.4029236484,441860.84813221777
Thread 28 ,2265815.06,2301559.56,2323612.28,2453435.28,3435775.74,4964891.38
Thread std 28 ,159768.54476607652,155824.79584628736,152591.93018382762,219330.1211451647,279306.7726692108,427048.5674569298
Thread 29 ,2316327.58,2289608.18,2347152.0,2471254.5,3518364.44,4908353.3
Thread std 29 ,201598.66055779628,147086.3769082213,185834.6225332665,233375.49262204382,356067.34588386794,407506.3069099642
Thread 30 ,2270678.64,2317194.3,2300047.24,2467883.52,3490801.9,4870005.46
Thread std 30 ,133682.36665224517,184839.65269922302,135077.0593295727,181806.3197597411,354722.7019895187,391120.4240353086
Thread 31 ,2331821.52,2341819.34,2343617.82,2447605.72,3499964.98,4907643.94
Thread std 31 ,333334.37154747266,210523.9735521543,199667.61533084358,203525.20351925126,365930.7013112489,426039.8185001601
Thread 32 ,2285950.78,2359965.18,2357019.24,2472443.18,3538117.02,4918232.4
Thread std 32 ,155683.11029260428,348157.4936267153,178802.2810051234,224801.01971268922,384855.7814438477,324197.31461709976
Thread 33 ,2299975.46,2320869.46,2339509.98,2489213.08,3489163.48,4933912.14
Thread std 33 ,159500.98172677337,192267.35587571064,203250.0703976071,203751.3700109533,412201.2447116162,390435.5348692184
Thread 34 ,2304480.24,2258481.72,2324054.48,2446696.52,3473025.7,4901279.12
Thread std 34 ,259486.5921947398,105703.59815898763,154459.24023604256,141282.21164548057,271898.0040388982,311288.56084941444
Thread 35 ,2302267.0,2273430.08,2379006.7,2473925.46,3486642.88,4932830.08
Thread std 35 ,237705.21694317102,117342.75248349016,168341.69065426642,257065.74293654683,411361.8757003867,384339.2253806493
Thread 36 ,2329726.1,2280271.14,2340888.2,2521884.26,3537661.38,4935776.16
Thread std 36 ,250854.64556609635,138232.50611065788,180555.56078958305,259678.40566069802,409942.9185969073,378361.89990538784
Thread 37 ,2275834.94,2284429.84,2290694.2,2464897.86,3491228.66,4975366.04
Thread std 37 ,131002.14815444042,142915.02596331964,112911.57328165599,170786.51181304018,382443.1383123355,459142.72333036363
Thread 38 ,2278082.9,2354065.76,2315156.62,2468728.58,3493185.92,4968960.18
Thread std 38 ,130715.17655235082,377962.707474172,121548.58336264105,205813.34304121195,412018.83214032726,357407.54496819375
Thread 39 ,2355161.6,2293692.04,2327318.72,2426768.4,3488250.24,4923978.86
Thread std 39 ,260009.8346961012,146759.0289522889,211482.84829011452,165298.74566038896,273099.01700714295,383528.17496731
Thread 40 ,2255668.24,2284079.14,2310367.08,2470840.64,3515782.28,4903615.62
Thread std 40 ,121313.88302462603,151374.6965686991,150774.18406830414,215039.7404466857,383618.0993051441,383559.83425349294
Thread 41 ,2285217.64,2309718.28,2325414.3,2440738.16,3466713.34,4953943.56
Thread std 41 ,270475.0309940929,139312.50644270447,205068.07178794686,172381.26092891672,260710.4808600333,361559.2678563541
Thread 42 ,2281568.28,2271688.78,2360778.94,2497806.06,3459066.9,4873452.14
Thread std 42 ,199117.59099423783,126181.95608323491,295022.4530684173,221746.28539119265,340063.9719051222,398252.5339667523
Thread 43 ,2336596.88,2263260.06,2311443.66,2514252.8,3482101.28,4981216.96
Thread std 43 ,252936.5591291772,142381.66115136043,158865.48171607964,267921.65401574137,398022.29742607154,389260.3559260458
Thread 44 ,2308103.98,2319868.52,2375348.4,2468582.36,3505246.5,4908476.52
Thread std 44 ,140295.9497529463,159006.33788642075,201278.8370016448,195793.08648389034,332432.99837498326,352435.04328861303
Thread 45 ,2329704.6,2305539.48,2323622.5,2478604.62,3493559.1,4865186.46
Thread std 45 ,269484.7996805333,174194.03209654058,189677.55818878306,204399.85698963507,345708.5137946299,296971.7085803821
Thread 46 ,2288201.04,2298012.0,2329633.72,2477325.92,3453564.54,4935037.6
Thread std 46 ,272059.0351696245,119500.87324128042,159812.09103449574,200028.2925133077,345360.2868191484,354402.5028854472
Thread 47 ,2310290.56,2298219.98,2341011.12,2471384.7,3490250.98,4891965.94
Thread std 47 ,140384.56356361017,151002.4554719247,176699.19639188042,181278.88234151763,384310.19057651696,304566.19563645875
Thread 48 ,2323211.3,2261598.02,2281594.44,2452304.52,3481061.02,4974434.02
Thread std 48 ,275656.1210331282,120329.79017419973,106702.62300587114,205091.32241667868,417813.8216711954,405209.03315869917
Thread 49 ,2332717.0,2285409.18,2311467.38,2481960.7,3467874.12,4872219.14
Thread std 49 ,222544.2667537845,132259.55933179427,137990.7956312097,209402.874175473,340343.9271740136,320704.85294343426
Thread 50 ,2335144.24,2309738.76,2304640.1,2510914.54,3498809.54,4866376.16
Thread std 50 ,342554.2164315647,285419.7054532193,157186.98104204508,234274.23507611404,450155.73508442193,377807.9911574975
Thread 51 ,2286171.56,2324148.18,2340015.1,2474970.34,3508555.26,4953763.14
Thread std 51 ,120773.3413519418,331397.31674462656,159337.88381058248,222975.23843605764,394147.495502289,367598.8441825786
Thread 52 ,2284690.04,2307623.06,2321772.58,2493001.38,3498105.0,4961607.14
Thread std 52 ,165383.65396845466,128803.1421467422,150775.7237717718,219749.28856135122,355662.60779960593,337797.17577328644
Thread 53 ,2347414.7,2289073.44,2317861.16,2442808.32,3472848.94,4854062.42
Thread std 53 ,233022.88185508954,148408.35202309408,212139.43975452002,180152.82715046045,352628.4312720171,325025.79727989633
Thread 54 ,2296838.68,2253568.24,2318066.0,2501463.28,3515715.54,4908978.38
Thread std 54 ,134214.5257340574,107912.57264962036,159707.09683412217,264233.00778499205,340341.82107436145,405148.1759641239
Thread 55 ,2317698.22,2332534.82,2321320.2,2460813.1,3484571.78,4877631.38
Thread std 55 ,190693.92949920712,354655.18665258394,128087.17459685056,222982.05873524025,332204.4171901766,337852.04242256336
Thread 56 ,2283511.1,2303655.66,2336610.56,2450286.36,3534247.68,4880303.22
Thread std 56 ,185951.90611896268,192013.14324791226,177287.1642139581,173622.76540091046,458396.3961976104,311723.9277541935
Thread 57 ,2271922.94,2287505.04,2310415.96,2497141.72,3524107.64,4936892.22
Thread std 57 ,137345.89826901586,126329.10971856044,120771.15906606856,231184.34357562245,342748.72640640795,364636.10556521546
Thread 58 ,2325084.02,2309129.54,2333572.62,2507575.84,3497865.82,4982870.38
Thread std 58 ,244572.60280071,161583.45324209786,173491.58100127522,261651.46712664334,333732.65535875224,349703.0382813097
Thread 59 ,2346596.22,2282881.08,2303596.8,2489421.42,3491071.46,5078087.08
Thread std 59 ,310189.16104612936,123214.46677383632,140009.78426859595,169755.88990077394,331217.9415652831,468885.7001512415
Thread 60 ,2280640.62,2276610.16,2344759.52,2473582.86,3483519.2,4888599.36
Thread std 60 ,198522.33891602574,129135.5318133184,183775.0980709557,190395.19238249626,385194.95484245586,363386.1577448454
Thread 61 ,2362249.34,2298752.8,2317578.06,2471752.74,3467167.02,4903624.86
Thread std 61 ,455158.91763488005,123148.8546837459,170713.0021092699,201010.48594343715,318660.09144262807,379794.1888364797
Thread 62 ,2276809.82,2314584.92,2315977.76,2463255.16,3479640.52,4961740.0
Thread std 62 ,144191.27444059736,153965.32319560845,180358.5216631381,199144.46675342123,347842.0554693062,411361.7172957768
Thread 63 ,2314252.62,2287595.82,2318313.1,2484977.56,3479778.08,4953751.84
Thread std 63 ,223343.41606180998,162906.2144373685,163278.14121711557,232222.25341932537,274229.06202355726,364105.8358082816
