Configuration : nrThreads: 64 ,nrServers: 1 ,read sharded: true
Thread 17 ,5393385.392156863,5583924.230769231
Thread std 17 ,510271.8127263186,724048.725721607
Thread 18 ,5464856.098039215,5594295.942307692
Thread std 18 ,682450.0875505625,699898.627097242
Thread 19 ,5446737.0,5527544.384615385
Thread std 19 ,647117.4095604599,664939.4069201641
Thread 20 ,5449539.274509804,5527206.423076923
Thread std 20 ,587588.4591283284,677858.9571912189
Thread 21 ,5361770.68627451,5538054.288461538
Thread std 21 ,602196.6147332777,698378.9878096932
Thread 22 ,5395228.37254902,5531896.038461538
Thread std 22 ,596173.406526724,663920.3959203379
Thread 23 ,5452331.882352941,5577463.442307692
Thread std 23 ,616212.4911711104,681639.0405035819
Thread 24 ,5381344.725490196,5416835.115384615
Thread std 24 ,692908.7976624363,695017.4180049736
Thread 25 ,5448454.647058823,5461120.096153846
Thread std 25 ,564736.7362444495,640008.6274583705
Thread 26 ,5417398.411764706,5541056.019230769
Thread std 26 ,577562.6463796347,801158.1940961668
Thread 27 ,5439705.94117647,5514713.980769231
Thread std 27 ,607657.6508881431,632066.1341389155
Thread 28 ,5425479.62745098,5562264.038461538
Thread std 28 ,612718.3001849042,619916.7113515019
Thread 29 ,5395688.411764706,5520818.923076923
Thread std 29 ,624986.027592303,809092.8963767554
Thread 30 ,5412261.470588235,5588623.826923077
Thread std 30 ,650325.1331068284,721513.8969784899
Thread 31 ,5418916.470588235,5613045.423076923
Thread std 31 ,561429.6758649779,652151.0147783001
Thread 32 ,5437100.352941177,5480820.230769231
Thread std 32 ,627091.1515438509,613269.1142837516
Thread 33 ,5416041.764705882,5553053.384615385
Thread std 33 ,598053.6646620465,672729.32338002
Thread 34 ,5444858.7450980395,5501609.634615385
Thread std 34 ,597381.834417882,618458.1189229286
Thread 35 ,5407010.352941177,5607216.519230769
Thread std 35 ,572898.070034795,720490.6638948399
Thread 36 ,5408879.666666667,5587658.692307692
Thread std 36 ,584459.6061358788,668011.846588788
Thread 37 ,5412241.0784313725,5616636.288461538
Thread std 37 ,599976.3829366567,797199.3187436543
Thread 38 ,5435097.117647059,5551988.692307692
Thread std 38 ,633212.615604795,738393.9878242785
Thread 39 ,5369314.62745098,5543339.711538462
Thread std 39 ,570122.3617535436,699889.7736262766
Thread 40 ,5393832.196078432,5520801.0
Thread std 40 ,560908.6808412229,686266.9051668843
Thread 41 ,5419254.235294118,5536235.884615385
Thread std 41 ,608884.7516985325,622335.4790804556
Thread 42 ,5408255.411764706,5577575.961538462
Thread std 42 ,585271.3309374781,694021.4899436235
Thread 43 ,5414148.274509804,5505288.576923077
Thread std 43 ,631356.4992895876,668167.2790094381
Thread 44 ,5382704.666666667,5589045.038461538
Thread std 44 ,563830.1702753647,769234.9354953835
Thread 45 ,5482889.176470588,5583407.961538462
Thread std 45 ,607235.3791954388,726930.265551452
Thread 46 ,5420350.235294118,5559077.461538462
Thread std 46 ,616006.1142476945,621656.8464036788
Thread 47 ,5422874.156862745,5537720.961538462
Thread std 47 ,590698.1104945698,723514.5127750215
Thread 48 ,5386327.470588235,5518424.557692308
Thread std 48 ,555967.1546908991,721406.5093578915
Thread 49 ,5417637.294117647,5599219.807692308
Thread std 49 ,564413.6339658458,825409.7642131413
Thread 50 ,5342333.7450980395,5496000.923076923
Thread std 50 ,535807.7652810136,646105.5364850097
Thread 51 ,5395356.176470588,5613180.192307692
Thread std 51 ,614421.1439284526,692002.0414873842
Thread 52 ,5386811.411764706,5610394.538461538
Thread std 52 ,592171.3105700809,633626.9213386351
Thread 53 ,5374800.9215686275,5577136.807692308
Thread std 53 ,598090.2297030722,732444.0814667881
Thread 54 ,5411167.68627451,5552545.576923077
Thread std 54 ,547464.9526171512,655272.0586068332
Thread 55 ,5423488.509803922,5539819.692307692
Thread std 55 ,590114.7825738098,593007.6460179139
Thread 56 ,5410832.764705882,5507704.692307692
Thread std 56 ,617326.9296184506,725749.7021499402
Thread 57 ,5422277.68627451,5502737.346153846
Thread std 57 ,535041.9978554017,641497.3336076166
Thread 58 ,5427424.333333333,5544735.442307692
Thread std 58 ,586437.5182505521,673693.8635839598
Thread 59 ,5438826.05882353,5596115.269230769
Thread std 59 ,562142.8140616729,675616.5705099687
Thread 60 ,5353801.784313725,5644417.25
Thread std 60 ,515574.44600733713,746818.8754202689
Thread 61 ,5356718.196078432,5593949.173076923
Thread std 61 ,591542.7101525981,664759.4379139239
Thread 62 ,5432576.490196078,5531067.480769231
Thread std 62 ,563030.7268143496,666671.9984907912
Thread 63 ,5415577.196078432,5580342.865384615
Thread std 63 ,582868.6138273366,759240.1983614425
