Configuration : nrThreads: 8 ,nrServers: 2 ,read sharded: true
Times in queue ,2.1632893666666668E7,5563548.86
Parsing times ,3981.921568627451,4873.42
Service times ,2079173.431372549,3956352.22
Throughput ,3901.8039215686276,8533.82
Times in get ,2073630.4117647058,3949626.4
Times in set ,0.0,0.0
Times in mget ,0.0,0.0
Times in mget only memcached part ,0.0,0.0
Queue lengths ,82.72549019607843,43.9
Number of gets ,3901.8039215686276,8533.82
Number of sets ,0.0,0.0
Number of mgets ,0.0,0.0
Number of misses get ,716.3333333333334,1538.96
Arrival rate ,3900.4313725490197,8533.5
std Times in queue ,3271090.983877475,1382865.045398878
std Parsing times ,1311.134849558004,1391.7603313789339
std Service times ,296259.76007687947,1279922.2581546286
std Throughput ,372.598176034604,1398.6053649756873
std Times in get ,295348.08752759354,1279815.4676136486
std Times in set ,0.0,0.0
std Times in mget ,0.0,0.0
std Times in mget only memcached part ,0.0,0.0
std Queue lengths ,4.845940285940589,1.2817398889233118
std Number of gets ,372.598176034604,1398.6053649756873
std Number of sets ,0.0,0.0
std Number of mgets ,0.0,0.0
std Number of misses get ,153.05994468399192,286.5258445443216
std Arrival rate ,371.45956737722935,1398.34621344396
Thread 0 ,2080616.549019608,3941925.0
Thread std 0 ,300601.89948636806,1223030.2725070936
Thread 1 ,2081339.7647058824,3960947.56
Thread std 1 ,287567.60853424284,1284798.6426681837
Thread 2 ,2076778.568627451,3961419.16
Thread std 2 ,310214.5586319414,1260280.5679541647
Thread 3 ,2083400.9803921569,3937599.0
Thread std 3 ,290760.4594826119,1213400.3984724001
Thread 4 ,2078942.0588235294,3953181.12
Thread std 4 ,300100.53644339996,1266506.779173839
Thread 5 ,2078956.3137254901,3955380.46
Thread std 5 ,303348.28554053116,1301737.3949546642
Thread 6 ,2079394.0784313725,3963280.54
Thread std 6 ,293389.08756829,1288240.2250274695
Thread 7 ,2075625.0588235294,3966818.24
Thread std 7 ,290852.3230337631,1327608.915972769
