Configuration : nrThreads: 8 ,nrServers: 2 ,read sharded: true
Times in queue ,2.653215738E7,6780541.74
Parsing times ,3289.72,4568.44
Service times ,2512885.5,4663699.04
Throughput ,3205.16,7003.58
Times in get ,0.0,0.0
Times in set ,2508477.74,4657204.4
Times in mget ,0.0,0.0
Times in mget only memcached part ,0.0,0.0
Queue lengths ,83.98,44.66
Number of gets ,0.0,0.0
Number of sets ,3205.16,7003.58
Number of mgets ,0.0,0.0
Number of misses get ,0.0,0.0
Arrival rate ,3205.42,7003.42
std Times in queue ,799133.849133047,881281.941721444
std Parsing times ,831.9937705810748,1479.2111681568658
std Service times ,73373.51113122834,684409.6851558882
std Throughput ,92.70566986160986,738.5622848287263
std Times in get ,0.0,0.0
std Times in set ,73400.48034119925,683828.5803105863
std Times in mget ,0.0,0.0
std Times in mget only memcached part ,0.0,0.0
std Queue lengths ,0.1414213562373095,0.9391702807939195
std Number of gets ,0.0,0.0
std Number of sets ,92.70566986160986,738.5622848287263
std Number of mgets ,0.0,0.0
std Number of misses get ,0.0,0.0
std Arrival rate ,91.88504130883616,740.7597062806398
Thread 0 ,2512216.38,4647231.18
Thread std 0 ,73629.43678489477,681189.377589854
Thread 1 ,2513931.58,4656829.72
Thread std 1 ,74218.56503407998,666267.8123489432
Thread 2 ,2513693.06,4708579.2
Thread std 2 ,73474.55557035805,684922.70609416
Thread 3 ,2509270.06,4651459.24
Thread std 3 ,74957.72685427162,681084.3322749322
Thread 4 ,2514353.1,4663944.72
Thread std 4 ,73343.76123079313,647171.5840761822
Thread 5 ,2513058.36,4702199.78
Thread std 5 ,75374.51013730824,746499.2326346313
Thread 6 ,2513657.14,4656139.24
Thread std 6 ,72642.80073407278,697476.4462406981
Thread 7 ,2513168.92,4755817.52
Thread std 7 ,73923.320966305,797075.2465750157
