Configuration : nrThreads: 8 ,nrServers: 2 ,read sharded: true
Times in queue ,2.43136893E7,6298610.352941177
Parsing times ,4133.08,5061.019607843137
Service times ,2314182.84,4324107.431372549
Throughput ,3500.9,7520.470588235294
Times in get ,2111245.1,3952786.274509804
Times in set ,2505865.34,4681796.607843137
Times in mget ,0.0,0.0
Times in mget only memcached part ,0.0,0.0
Queue lengths ,83.9,44.529411764705884
Number of gets ,1750.58,3760.1372549019607
Number of sets ,1750.32,3760.3333333333335
Number of mgets ,0.0,0.0
Number of misses get ,455.94,1013.6274509803922
Arrival rate ,3500.88,7519.058823529412
std Times in queue ,2284412.7557310625,1115962.3024195365
std Parsing times ,1416.4262133832399,1679.2000058384479
std Service times ,224632.58406765628,696880.6298185437
std Throughput ,299.1048038288074,908.320766094031
std Times in get ,211337.7975536476,579774.6305987553
std Times in set ,239310.99685245287,828979.9747746643
std Times in mget ,0.0,0.0
std Times in mget only memcached part ,0.0,0.0
std Queue lengths ,0.30304576336566325,3.413812772701342
std Number of gets ,150.06081624271064,453.76139190582717
std Number of sets ,149.12102193746352,454.5867427308749
std Number of mgets ,0.0,0.0
std Number of misses get ,115.1062348707595,131.75719498901205
std Arrival rate ,299.4677346253393,911.0306781171469
Thread 0 ,2318838.38,4318413.549019608
Thread std 0 ,228184.52970624637,721309.4831860263
Thread 1 ,2313912.48,4334823.764705882
Thread std 1 ,228815.22161433657,675019.7708436869
Thread 2 ,2313672.46,4351436.607843137
Thread std 2 ,229091.18819710112,742946.9885603972
Thread 3 ,2310674.34,4356470.588235294
Thread std 3 ,225755.2605489739,672604.3987601977
Thread 4 ,2314879.2,4333075.843137255
Thread std 4 ,222850.11207371045,713966.5285375884
Thread 5 ,2315725.46,4335334.882352941
Thread std 5 ,224286.38969754628,739389.1264192259
Thread 6 ,2317919.46,4303546.803921568
Thread std 6 ,228161.56822252885,711437.0964339159
Thread 7 ,2309506.96,4321668.470588235
Thread std 7 ,225519.26846235173,686222.1697743771
