Configuration : nrThreads: 8 ,nrServers: 2 ,read sharded: true
Times in queue ,2.5762674333333332E7,6587675.94117647
Parsing times ,3311.5882352941176,4472.666666666667
Service times ,2462533.3333333335,4590619.823529412
Throughput ,3259.529411764706,7100.411764705882
Times in get ,0.0,0.0
Times in set ,2458016.8039215687,4584404.196078432
Times in mget ,0.0,0.0
Times in mget only memcached part ,0.0,0.0
Queue lengths ,83.23529411764706,43.588235294117645
Number of gets ,0.0,0.0
Number of sets ,3259.529411764706,7100.411764705882
Number of mgets ,0.0,0.0
Number of misses get ,0.0,0.0
Arrival rate ,3258.3137254901962,7099.078431372549
std Times in queue ,1236676.2184381112,1089862.2791904565
std Parsing times ,755.2537633529698,1363.3213218704775
std Service times ,95190.0314051144,771980.9051924977
std Throughput ,117.90578492019404,875.5604873786982
std Times in get ,0.0,0.0
std Times in set ,95261.28767847297,772023.1570176382
std Times in mget ,0.0,0.0
std Times in mget only memcached part ,0.0,0.0
std Queue lengths ,5.038206963966914,3.093066249456906
std Number of gets ,0.0,0.0
std Number of sets ,117.90578492019404,875.5604873786982
std Number of mgets ,0.0,0.0
std Number of misses get ,0.0,0.0
std Arrival rate ,123.15607824156767,879.0566726471565
Thread 0 ,2465089.3921568627,4564090.960784313
Thread std 0 ,95426.35076310493,840715.8357825303
Thread 1 ,2464484.6274509802,4551236.04
Thread std 1 ,95198.78181992893,742608.3057097465
Thread 2 ,2460996.3529411764,4593261.294117647
Thread std 2 ,98007.93997770252,788956.174465028
Thread 3 ,2464484.0784313725,4553858.509803922
Thread std 3 ,97404.55538994943,783471.1353419059
Thread 4 ,2459557.0196078434,4621676.431372549
Thread std 4 ,93412.40880792876,820637.3724081119
Thread 5 ,2462220.098039216,4581575.137254902
Thread std 5 ,96501.3430966129,773230.9412453958
Thread 6 ,2461675.705882353,4594375.960784313
Thread std 6 ,96069.87398145042,791712.2014146798
Thread 7 ,2462094.9803921566,4608048.137254902
Thread std 7 ,94083.48385694275,787076.4671406461
