Configuration : nrThreads: 8 ,nrServers: 2 ,read sharded: true
Times in queue ,2.20637298627451E7,5398691.8
Parsing times ,4311.196078431372,4884.96
Service times ,2116172.431372549,3835840.78
Throughput ,3842.0,8469.12
Times in get ,2110005.568627451,3829153.68
Times in set ,0.0,0.0
Times in mget ,0.0,0.0
Times in mget only memcached part ,0.0,0.0
Queue lengths ,82.96078431372548,43.38
Number of gets ,3842.0,8469.12
Number of sets ,0.0,0.0
Number of mgets ,0.0,0.0
Number of misses get ,712.7647058823529,1538.34
Arrival rate ,3840.764705882353,8468.92
std Times in queue ,4332817.693362378,522945.6904625441
std Parsing times ,1641.1023492714626,1328.7404648226616
std Service times ,374962.93949489214,465787.0527413148
std Throughput ,357.78077086394677,887.1648177636164
std Times in get ,374545.1209115534,465816.2132583017
std Times in set ,0.0,0.0
std Times in mget ,0.0,0.0
std Times in mget only memcached part ,0.0,0.0
std Queue lengths ,4.732698107057856,1.3075916481713046
std Number of gets ,357.78077086394677,887.1648177636164
std Number of sets ,0.0,0.0
std Number of mgets ,0.0,0.0
std Number of misses get ,138.12510101140836,198.59297005458686
std Arrival rate ,357.1909062803976,886.0224081563074
Thread 0 ,2114243.294117647,3851312.98
Thread std 0 ,375851.4876972708,488245.7524445476
Thread 1 ,2113898.1960784313,3834883.86
Thread std 1 ,361299.320099998,485649.9991666128
Thread 2 ,2119765.5490196077,3835993.2
Thread std 2 ,375442.487701076,493151.0397503973
Thread 3 ,2116178.9215686275,3831950.46
Thread std 3 ,373509.7385368068,488268.1326363749
Thread 4 ,2120334.529411765,3827904.0
Thread std 4 ,407068.2476356687,482987.86535088444
Thread 5 ,2120196.470588235,3850323.34
Thread std 5 ,379423.9792985337,467678.0203302534
Thread 6 ,2108030.31372549,3839096.7
Thread std 6 ,365440.31588955753,458166.05562902987
Thread 7 ,2118137.156862745,3839227.08
Thread std 7 ,366653.84456587234,483198.59807582485
