Configuration : nrThreads: 8 ,nrServers: 2 ,read sharded: true
Times in queue ,2.4475261843137253E7,9540802.078431373
Parsing times ,3057.235294117647,3956.4313725490197
Service times ,2333327.137254902,5809215.980392157
Throughput ,3439.9803921568628,5646.549019607844
Times in get ,0.0,0.0
Times in set ,2328991.254901961,5803738.137254902
Times in mget ,0.0,0.0
Times in mget only memcached part ,0.0,0.0
Queue lengths ,83.29411764705883,45.64705882352941
Number of gets ,0.0,0.0
Number of sets ,3439.9803921568628,5646.549019607844
Number of mgets ,0.0,0.0
Number of misses get ,0.0,0.0
Arrival rate ,3438.725490196078,5645.078431372549
std Times in queue ,1167802.3884631572,1844866.901906431
std Parsing times ,411.3630799298982,1371.3464953089276
std Service times ,86879.14844817936,975475.9955824744
std Throughput ,118.3869064037199,773.2102511924035
std Times in get ,0.0,0.0
std Times in set ,86891.86360249,975181.4309117256
std Times in mget ,0.0,0.0
std Times in mget only memcached part ,0.0,0.0
std Queue lengths ,3.2143062557700306,3.7620394969312305
std Number of gets ,0.0,0.0
std Number of sets ,118.3869064037199,773.2102511924035
std Number of mgets ,0.0,0.0
std Number of misses get ,0.0,0.0
std Arrival rate ,121.92080682662376,774.1313801451859
Thread 0 ,2331443.156862745,5791588.823529412
Thread std 0 ,85668.89761690005,1020230.810353475
Thread 1 ,2332532.705882353,5788772.764705882
Thread std 1 ,85027.77115984967,962212.0703616556
Thread 2 ,2333086.705882353,5821706.0
Thread std 2 ,85564.26541104508,1009355.4770725524
Thread 3 ,2332643.882352941,5816666.450980392
Thread std 3 ,87146.69972652942,932642.7857355744
Thread 4 ,2333582.1960784313,5799789.68627451
Thread std 4 ,91289.89092402719,923969.4871536503
Thread 5 ,2333928.5490196077,5827251.9215686275
Thread std 5 ,86960.63791815552,962306.864248756
Thread 6 ,2335194.254901961,5809958.588235294
Thread std 6 ,88828.14069152706,1013541.9329577279
Thread 7 ,2334423.254901961,5841102.529411765
Thread std 7 ,87382.59929227171,1055161.6185108393
