Configuration : nrThreads: 8 ,nrServers: 2 ,read sharded: true
Times in queue ,2.3423076411764707E7,6753564.137254902
Parsing times ,3971.1372549019607,4571.098039215686
Service times ,2242553.137254902,4407133.274509804
Throughput ,3599.901960784314,7326.705882352941
Times in get ,2051896.1960784313,3896486.0784313725
Times in set ,2422124.411764706,4904599.862745098
Times in mget ,0.0,0.0
Times in mget only memcached part ,0.0,0.0
Queue lengths ,83.31372549019608,45.35294117647059
Number of gets ,1799.9803921568628,3663.372549019608
Number of sets ,1799.921568627451,3663.3333333333335
Number of mgets ,0.0,0.0
Number of misses get ,520.7254901960785,1061.0392156862745
Arrival rate ,3598.8039215686276,7325.686274509804
std Times in queue ,2011560.1417509462,1018274.0377686357
std Parsing times ,1600.5496933192403,1255.3681572335975
std Service times ,141042.9010582269,483806.2366008144
std Throughput ,219.1948224664041,710.0276133818359
std Times in get ,132718.22165987905,395869.32477451913
std Times in set ,155895.79134449735,595462.8488983345
std Times in mget ,0.0,0.0
std Times in mget only memcached part ,0.0,0.0
std Queue lengths ,4.900980294098034,3.7407139928722946
std Number of gets ,109.68199308839687,355.77222830256517
std Number of sets ,109.61493386163308,354.31819973953736
std Number of mgets ,0.0,0.0
std Number of misses get ,97.27570681961095,128.69886724976465
std Arrival rate ,218.94593118921787,711.4287452780095
Thread 0 ,2241040.0,4409888.509803922
Thread std 0 ,145651.29154758636,490507.2038161467
Thread 1 ,2244490.9803921566,4393810.470588235
Thread std 1 ,140369.8602028926,498171.76180820825
Thread 2 ,2241630.5490196077,4412510.882352941
Thread std 2 ,142201.336316128,502937.02419092774
Thread 3 ,2241454.3725490198,4438638.470588235
Thread std 3 ,144363.35713413716,491935.9481517631
Thread 4 ,2245383.725490196,4432202.901960785
Thread std 4 ,138648.59169801595,513290.9390818527
Thread 5 ,2241704.9803921566,4401608.352941177
Thread std 5 ,143071.05675285833,493844.12921393826
Thread 6 ,2241707.9215686275,4386748.784313725
Thread std 6 ,147788.4285670354,493171.5134797351
Thread 7 ,2244923.117647059,4388932.784313725
Thread std 7 ,141974.9423679611,472924.6708334981
