Configuration : nrThreads: 8 ,nrServers: 2 ,read sharded: true
Times in queue ,2.5490893098039217E7,8618553.88235294
Parsing times ,3385.529411764706,4289.64705882353
Service times ,2427094.7843137253,5567036.62745098
Throughput ,3307.4313725490197,6038.35294117647
Times in get ,0.0,0.0
Times in set ,2422215.6274509802,5560864.2549019605
Times in mget ,0.0,0.0
Times in mget only memcached part ,0.0,0.0
Queue lengths ,83.54901960784314,45.03921568627451
Number of gets ,0.0,0.0
Number of sets ,3307.4313725490197,6038.35294117647
Number of mgets ,0.0,0.0
Number of misses get ,0.0,0.0
Arrival rate ,3306.2156862745096,6037.588235294118
std Times in queue ,1317014.2838659913,2481857.8055349635
std Parsing times ,866.3656122663496,1554.6897545623615
std Service times ,91909.89413209305,1943473.756501373
std Throughput ,120.99888510262574,934.2194993368403
std Times in get ,0.0,0.0
std Times in set ,91571.74568674789,1942849.2505128835
std Times in mget ,0.0,0.0
std Times in mget only memcached part ,0.0,0.0
std Queue lengths ,3.2206441932644227,4.142273695997045
std Number of gets ,0.0,0.0
std Number of sets ,120.99888510262574,934.2194993368403
std Number of mgets ,0.0,0.0
std Number of misses get ,0.0,0.0
std Arrival rate ,122.13014594693487,937.1749500807326
Thread 0 ,2425279.0196078434,5585663.803921568
Thread std 0 ,90862.51036098224,2118204.346112036
Thread 1 ,2427623.470588235,5537912.37254902
Thread std 1 ,95293.72476702818,1745588.8789192599
Thread 2 ,2425697.2156862747,5695429.862745098
Thread std 2 ,93413.94168309434,2679897.2543512187
Thread 3 ,2430012.6274509802,5615141.666666667
Thread std 3 ,94271.0932167355,1883959.890448145
Thread 4 ,2427158.6666666665,5506494.176470588
Thread std 4 ,89876.3719171322,1736780.0568728982
Thread 5 ,2429322.156862745,5565799.274509804
Thread std 5 ,91125.96240641247,1982406.2731126337
Thread 6 ,2426861.6274509802,5592155.117647059
Thread std 6 ,93962.06293328405,2191993.251720485
Thread 7 ,2425336.156862745,5586411.529411765
Thread std 7 ,94045.99139237622,1778678.9072005474
