Configuration : nrThreads: 8 ,nrServers: 2 ,read sharded: true
Times in queue ,2.291746825490196E7,5306211.882352941
Parsing times ,5335.607843137255,4516.35294117647
Service times ,2197391.470588235,3745833.8235294116
Throughput ,3762.9411764705883,8729.392156862745
Times in get ,2190756.901960784,3739125.882352941
Times in set ,0.0,0.0
Times in mget ,0.0,0.0
Times in mget only memcached part ,0.0,0.0
Queue lengths ,82.68627450980392,42.78431372549019
Number of gets ,3762.9411764705883,8729.392156862745
Number of sets ,0.0,0.0
Number of mgets ,0.0,0.0
Number of misses get ,755.0784313725491,1708.137254901961
Arrival rate ,3761.901960784314,8728.235294117647
std Times in queue ,6143312.55597258,814610.5494840991
std Parsing times ,2511.7636997013183,1412.8550926903922
std Service times ,572208.4505865097,679552.4066043973
std Throughput ,430.06508399379305,1098.8703122467432
std Times in get ,572186.4091863859,679503.0884361203
std Times in set ,0.0,0.0
std Times in mget ,0.0,0.0
std Times in mget only memcached part ,0.0,0.0
std Queue lengths ,5.69030823797246,2.9278915655481237
std Number of gets ,430.06508399379305,1098.8703122467432
std Number of sets ,0.0,0.0
std Number of mgets ,0.0,0.0
std Number of misses get ,177.14952363890282,221.56218265830861
std Arrival rate ,428.3266162592261,1097.4664748999905
Thread 0 ,2209139.7647058824,3736979.9411764704
Thread std 0 ,584680.6177817283,680350.4401066385
Thread 1 ,2193299.6666666665,3736484.0784313725
Thread std 1 ,555122.9343119477,680430.9282716312
Thread 2 ,2199009.431372549,3742198.0196078434
Thread std 2 ,575826.255876901,660598.2984182594
Thread 3 ,2199709.9607843137,3754945.0588235296
Thread std 3 ,595024.8031774125,719068.0145480932
Thread 4 ,2198281.470588235,3737723.117647059
Thread std 4 ,580724.2600411784,706776.8123403214
Thread 5 ,2193269.6666666665,3749829.9215686275
Thread std 5 ,561583.8560288809,702483.3327082669
Thread 6 ,2192121.7647058824,3767874.725490196
Thread std 6 ,554675.5226068151,678625.2229581533
Thread 7 ,2196542.31372549,3735575.4509803923
Thread std 7 ,575989.9297882381,670513.0768224677
