Configuration : nrThreads: 8 ,nrServers: 2 ,read sharded: true
Times in queue ,2.240094850980392E7,5128469.470588235
Parsing times ,4685.509803921569,4499.6274509803925
Service times ,2148370.843137255,3614923.7647058824
Throughput ,3756.078431372549,8970.921568627451
Times in get ,2141937.0196078434,3608928.6666666665
Times in set ,0.0,0.0
Times in mget ,0.0,0.0
Times in mget only memcached part ,0.0,0.0
Queue lengths ,83.15686274509804,42.96078431372549
Number of gets ,3756.078431372549,8970.921568627451
Number of sets ,0.0,0.0
Number of mgets ,0.0,0.0
Number of misses get ,745.4313725490196,1711.1568627450981
Arrival rate ,3754.843137254902,8969.823529411764
std Times in queue ,2435434.216559851,853215.2689347363
std Parsing times ,2109.18143716987,1070.3718411988295
std Service times ,203040.7740057521,587098.2599517934
std Throughput ,321.4376980465891,903.1059260825887
std Times in get ,202490.08357808442,587268.5339454744
std Times in set ,0.0,0.0
std Times in mget ,0.0,0.0
std Times in mget only memcached part ,0.0,0.0
std Queue lengths ,2.781169171550755,3.852068453772469
std Number of gets ,321.4376980465891,903.1059260825887
std Number of sets ,0.0,0.0
std Number of mgets ,0.0,0.0
std Number of misses get ,149.44139385082846,187.74230983441313
std Arrival rate ,321.3656716296263,904.1208261262948
Thread 0 ,2149469.0588235296,3631636.529411765
Thread std 0 ,201195.69538938068,592607.9361605395
Thread 1 ,2149617.0196078434,3602532.0196078434
Thread std 1 ,206092.63446571698,569266.6905943995
Thread 2 ,2143920.68627451,3633959.1764705884
Thread std 2 ,200720.4650179438,603458.5456586957
Thread 3 ,2151231.137254902,3607826.274509804
Thread std 3 ,207206.41855184114,630240.8046548584
Thread 4 ,2144475.31372549,3636423.6274509802
Thread std 4 ,202567.91332809746,635743.5546040232
Thread 5 ,2150558.411764706,3619015.1960784313
Thread std 5 ,208462.37438513225,569201.0235463398
Thread 6 ,2146309.568627451,3628265.7647058824
Thread std 6 ,200204.91400255437,634680.7360372486
Thread 7 ,2153170.9215686275,3618378.6274509802
Thread std 7 ,210593.99362354504,565707.6913818287
