Configuration : nrThreads: 8 ,nrServers: 2 ,read sharded: true
Times in queue ,2.091545219607843E7,5367892.0
Parsing times ,3988.9607843137255,4795.0392156862745
Service times ,2004648.9019607843,3808102.5098039214
Throughput ,4007.6666666666665,8481.803921568628
Times in get ,1998914.9803921569,3801329.0588235296
Times in set ,0.0,0.0
Times in mget ,0.0,0.0
Times in mget only memcached part ,0.0,0.0
Queue lengths ,82.98039215686275,42.254901960784316
Number of gets ,4007.6666666666665,8481.803921568628
Number of sets ,0.0,0.0
Number of mgets ,0.0,0.0
Number of misses get ,827.5098039215686,1711.3529411764705
Arrival rate ,4006.450980392157,8480.803921568628
std Times in queue ,1497893.1990660217,779129.1511737704
std Parsing times ,1257.0414306741732,1444.5875392067358
std Service times ,117676.29034707967,477975.5136022084
std Throughput ,221.02096431485106,834.2081759275162
std Times in get ,117148.29134878413,478039.13223565335
std Times in set ,0.0,0.0
std Times in mget ,0.0,0.0
std Times in mget only memcached part ,0.0,0.0
std Queue lengths ,3.461157009315997,3.6815384678414103
std Number of gets ,221.02096431485106,834.2081759275162
std Number of sets ,0.0,0.0
std Number of mgets ,0.0,0.0
std Number of misses get ,147.5791818040769,210.80918609296054
std Arrival rate ,220.75319374591072,831.990000411251
Thread 0 ,2004716.8235294118,3792560.137254902
Thread std 0 ,124412.08034796394,504875.21739154594
Thread 1 ,2003443.137254902,3821686.588235294
Thread std 1 ,117882.45318486031,518773.11501207063
Thread 2 ,1998827.1960784313,3809169.9215686275
Thread std 2 ,117896.77944388804,479093.60599084775
Thread 3 ,2006872.431372549,3811726.117647059
Thread std 3 ,115656.7952343925,497315.8874935185
Thread 4 ,2010187.0588235294,3836563.156862745
Thread std 4 ,124201.50682764064,486015.9777868367
Thread 5 ,2009503.862745098,3807325.411764706
Thread std 5 ,119862.81223849535,473730.29059933143
Thread 6 ,2003580.6666666667,3820863.9803921566
Thread std 6 ,117651.4663904648,523773.66128622735
Thread 7 ,2001659.431372549,3815638.6666666665
Thread std 7 ,116863.06950619686,501100.6842315291
