Configuration : nrThreads: 8 ,nrServers: 2 ,read sharded: true
Times in queue ,2.353694794117647E7,6661083.960784313
Parsing times ,3861.1960784313724,4836.725490196079
Service times ,2260309.117647059,4426948.529411765
Throughput ,3607.0392156862745,7310.058823529412
Times in get ,2075026.0196078431,3951934.1764705884
Times in set ,2434930.6666666665,4888528.0
Times in mget ,0.0,0.0
Times in mget only memcached part ,0.0,0.0
Queue lengths ,83.11764705882354,44.705882352941174
Number of gets ,1803.4313725490197,3655.0
Number of sets ,1803.6078431372548,3655.0588235294117
Number of mgets ,0.0,0.0
Number of misses get ,508.4901960784314,1035.2745098039215
Arrival rate ,3605.7843137254904,7309.313725490196
std Times in queue ,3473950.3419011934,1035313.6631074654
std Parsing times ,1373.2704907571244,1406.4570392078297
std Service times ,318053.7659263067,528747.3018669449
std Throughput ,358.6154464483822,732.3909724119954
std Times in get ,346615.1800483925,440239.69772017177
std Times in set ,298062.44571201294,639566.9699751544
std Times in mget ,0.0,0.0
std Times in mget only memcached part ,0.0,0.0
std Queue lengths ,5.17164213310832,3.9814274708805577
std Number of gets ,179.82638904253858,365.61449643032483
std Number of sets ,178.88533516544865,366.82488529349837
std Number of mgets ,0.0,0.0
std Number of misses get ,95.94652105189007,125.94904976717727
std Arrival rate ,358.61429495911017,734.5940236673881
Thread 0 ,2265007.411764706,4423290.823529412
Thread std 0 ,317096.6853213812,560389.5876497602
Thread 1 ,2261118.843137255,4424010.0784313725
Thread std 1 ,317303.1324250911,541327.9920933275
Thread 2 ,2265711.294117647,4398913.176470588
Thread std 2 ,317396.9911308735,526325.1686311688
Thread 3 ,2259650.294117647,4392782.235294118
Thread std 3 ,317870.37200634443,519668.04160373716
Thread 4 ,2258722.2352941176,4415891.9215686275
Thread std 4 ,316117.3218500111,543561.0417831596
Thread 5 ,2261586.3529411764,4438536.549019608
Thread std 5 ,327071.5431907719,540040.6089979276
Thread 6 ,2254502.725490196,4449559.588235294
Thread std 6 ,320723.0753344124,537346.1771350449
Thread 7 ,2257788.843137255,4414174.0784313725
Thread std 7 ,320818.50759850955,518475.13250773534
