1         Threads
1         Connections per thread
60        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec
------------------------------------------------------------------------
Sets          38.18          ---          ---      2.87000        39.69
Gets         381.68       373.48         8.20      2.32100       392.55
Waits          0.00          ---          ---      0.00000          ---
Totals       419.86       373.48         8.20      2.37100       432.24


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       2.000         0.35
SET       2.100         3.10
SET       2.200        10.30
SET       2.300        21.91
SET       2.400        34.26
SET       2.500        44.70
SET       2.600        54.78
SET       2.700        63.77
SET       2.800        69.84
SET       2.900        74.55
SET       3.000        79.18
SET       3.100        83.15
SET       3.200        85.99
SET       3.300        88.13
SET       3.400        89.66
SET       3.500        90.66
SET       3.600        91.36
SET       3.700        92.32
SET       3.800        92.89
SET       3.900        93.37
SET       4.000        93.71
SET       4.100        93.93
SET       4.200        94.15
SET       4.300        94.76
SET       4.400        95.29
SET       4.500        95.55
SET       4.600        95.81
SET       4.700        95.94
SET       4.800        96.33
SET       4.900        96.51
SET       5.000        96.73
SET       5.100        96.94
SET       5.200        97.03
SET       5.300        97.29
SET       5.400        97.42
SET       5.500        97.64
SET       5.600        97.86
SET       5.700        98.04
SET       5.800        98.17
SET       5.900        98.30
SET       6.000        98.34
SET       6.200        98.38
SET       6.300        98.47
SET       6.400        98.52
SET       6.500        98.56
SET       6.800        98.69
SET       6.900        98.73
SET       7.200        98.82
SET       7.400        98.87
SET       7.600        98.95
SET       7.700        99.00
SET       7.800        99.04
SET       8.000        99.08
SET       8.200        99.13
SET       8.600        99.17
SET       8.700        99.21
SET       8.800        99.26
SET       9.000        99.30
SET       9.100        99.35
SET       9.200        99.39
SET       9.400        99.48
SET       9.700        99.56
SET      10.000        99.61
SET      11.000        99.69
SET      12.000        99.78
SET      13.000        99.83
SET      16.000        99.87
SET      18.000        99.91
SET      22.000        99.96
SET      26.000       100.00
---
GET       0.520         0.01
GET       0.530         0.01
GET       0.550         0.02
GET       0.560         0.03
GET       0.570         0.03
GET       0.580         0.06
GET       0.590         0.09
GET       0.600         0.11
GET       0.610         0.13
GET       0.620         0.17
GET       0.630         0.21
GET       0.640         0.27
GET       0.650         0.33
GET       0.660         0.38
GET       0.670         0.46
GET       0.680         0.52
GET       0.690         0.62
GET       0.700         0.72
GET       0.710         0.79
GET       0.720         0.92
GET       0.730         1.06
GET       0.740         1.23
GET       0.750         1.38
GET       0.760         1.55
GET       0.770         1.72
GET       0.780         1.93
GET       0.790         2.18
GET       0.800         2.40
GET       0.810         2.67
GET       0.820         2.91
GET       0.830         3.15
GET       0.840         3.51
GET       0.850         3.81
GET       0.860         4.14
GET       0.870         4.52
GET       0.880         4.86
GET       0.890         5.23
GET       0.900         5.55
GET       0.910         5.90
GET       0.920         6.25
GET       0.930         6.65
GET       0.940         7.03
GET       0.950         7.41
GET       0.960         7.81
GET       0.970         8.22
GET       0.980         8.61
GET       0.990         8.99
GET       1.000        11.29
GET       1.100        14.67
GET       1.200        17.33
GET       1.300        19.31
GET       1.400        20.77
GET       1.500        21.89
GET       1.600        22.72
GET       1.700        23.43
GET       1.800        24.61
GET       1.900        26.55
GET       2.000        29.75
GET       2.100        34.61
GET       2.200        42.18
GET       2.300        51.12
GET       2.400        59.84
GET       2.500        67.62
GET       2.600        73.93
GET       2.700        78.87
GET       2.800        82.97
GET       2.900        86.03
GET       3.000        88.54
GET       3.100        90.46
GET       3.200        91.91
GET       3.300        92.93
GET       3.400        93.69
GET       3.500        94.35
GET       3.600        94.88
GET       3.700        95.22
GET       3.800        95.57
GET       3.900        95.88
GET       4.000        96.18
GET       4.100        96.47
GET       4.200        96.70
GET       4.300        96.92
GET       4.400        97.13
GET       4.500        97.31
GET       4.600        97.46
GET       4.700        97.61
GET       4.800        97.78
GET       4.900        97.91
GET       5.000        98.03
GET       5.100        98.20
GET       5.200        98.32
GET       5.300        98.42
GET       5.400        98.55
GET       5.500        98.64
GET       5.600        98.75
GET       5.700        98.86
GET       5.800        98.91
GET       5.900        98.97
GET       6.000        99.02
GET       6.100        99.11
GET       6.200        99.15
GET       6.300        99.18
GET       6.400        99.22
GET       6.500        99.26
GET       6.600        99.30
GET       6.700        99.33
GET       6.800        99.35
GET       6.900        99.38
GET       7.000        99.42
GET       7.100        99.45
GET       7.200        99.47
GET       7.300        99.51
GET       7.400        99.52
GET       7.500        99.53
GET       7.600        99.55
GET       7.700        99.58
GET       7.800        99.60
GET       7.900        99.62
GET       8.000        99.62
GET       8.100        99.63
GET       8.200        99.63
GET       8.300        99.66
GET       8.400        99.68
GET       8.500        99.69
GET       8.600        99.70
GET       8.700        99.71
GET       8.800        99.73
GET       8.900        99.73
GET       9.000        99.74
GET       9.100        99.76
GET       9.200        99.77
GET       9.300        99.78
GET       9.400        99.79
GET       9.500        99.80
GET       9.600        99.80
GET       9.700        99.81
GET       9.800        99.82
GET       9.900        99.83
GET      10.000        99.85
GET      11.000        99.88
GET      12.000        99.92
GET      14.000        99.92
GET      17.000        99.93
GET      18.000        99.94
GET      19.000        99.95
GET      22.000        99.95
GET      23.000        99.96
GET      24.000        99.96
GET      28.000        99.97
GET      31.000        99.97
GET      32.000        99.98
