Configuration : nrThreads: 8 ,nrServers: 3 ,read sharded: true
Times in queue ,2.223102007843137E7,4193946.68627451
Parsing times ,5916.098039215686,5050.35294117647
Service times ,2163879.5490196077,3183326.0784313725
Throughput ,3777.901960784314,10072.745098039215
Times in get ,2155811.745098039,3176079.6078431373
Times in set ,0.0,0.0
Times in mget ,0.0,0.0
Times in mget only memcached part ,0.0,0.0
Queue lengths ,81.96078431372548,40.450980392156865
Number of gets ,3777.901960784314,10072.745098039215
Number of sets ,0.0,0.0
Number of mgets ,0.0,0.0
Number of misses get ,731.0588235294117,1903.8431372549019
Arrival rate ,3776.8039215686276,10071.117647058823
std Times in queue ,4118611.947013396,538117.1343823755
std Parsing times ,2619.955047361706,1250.5370178212147
std Service times ,357876.17003088165,386132.0306792921
std Throughput ,518.6066430311884,906.4603652259099
std Times in get ,357993.2752884525,385974.9661574998
std Times in set ,0.0,0.0
std Times in mget ,0.0,0.0
std Times in mget only memcached part ,0.0,0.0
std Queue lengths ,5.298908507659763,3.041800292525438
std Number of gets ,518.6066430311884,906.4603652259099
std Number of sets ,0.0,0.0
std Number of mgets ,0.0,0.0
std Number of misses get ,151.41907564962955,182.93412722059486
std Arrival rate ,517.7344114353552,907.848217425332
Thread 0 ,2161302.117647059,3190362.0196078434
Thread std 0 ,352391.27601997455,405162.4870754197
Thread 1 ,2171402.6666666665,3181936.6274509802
Thread std 1 ,366770.8794833999,385881.23968101694
Thread 2 ,2172791.6470588236,3191753.0588235296
Thread std 2 ,364757.2114122391,378538.0204613223
Thread 3 ,2170040.117647059,3168170.3725490198
Thread std 3 ,355281.6237160964,400896.51466342085
Thread 4 ,2166661.3725490198,3169079.8039215687
Thread std 4 ,365232.2890648066,377811.7202522452
Thread 5 ,2145996.254901961,3230221.568627451
Thread std 5 ,347687.33112616243,385973.0144867256
Thread 6 ,2162459.098039216,3178037.6274509802
Thread std 6 ,364705.61390300834,402223.31596912484
Thread 7 ,2168098.2156862747,3177358.7843137253
Thread std 7 ,378053.71552578686,436898.67533803836
