Configuration : nrThreads: 8 ,nrServers: 3 ,read sharded: true
Times in queue ,2.649318578E7,7355860.68627451
Parsing times ,3884.8,5133.35294117647
Service times ,2514500.7,5110368.509803922
Throughput ,3205.4,6318.0
Times in get ,0.0,0.0
Times in set ,2509194.36,5102811.803921568
Times in mget ,0.0,0.0
Times in mget only memcached part ,0.0,0.0
Queue lengths ,83.86,44.588235294117645
Number of gets ,0.0,0.0
Number of sets ,3205.4,6318.0
Number of mgets ,0.0,0.0
Number of misses get ,0.0,0.0
Arrival rate ,3205.14,6316.862745098039
std Times in queue ,1127341.5553482955,1040827.4087728375
std Parsing times ,1308.6237045079076,1867.3277143932655
std Service times ,107953.58042256413,610849.9179552494
std Throughput ,134.13395680194833,592.904106917805
std Times in get ,0.0,0.0
std Times in set ,107563.51161167574,610179.6394693949
std Times in mget ,0.0,0.0
std Times in mget only memcached part ,0.0,0.0
std Queue lengths ,0.35050983275386577,3.6833488598732287
std Number of gets ,0.0,0.0
std Number of sets ,134.13395680194833,592.904106917805
std Number of mgets ,0.0,0.0
std Number of misses get ,0.0,0.0
std Arrival rate ,134.15829973488445,592.1283651239094
Thread 0 ,2517166.72,5119503.215686275
Thread std 0 ,108119.6418899443,603631.2114730091
Thread 1 ,2515211.86,5059164.666666667
Thread std 1 ,111512.8846855751,637156.6353770371
Thread 2 ,2515469.54,5135635.725490196
Thread std 2 ,110292.358294728,630513.1686902053
Thread 3 ,2514046.6,5090051.549019608
Thread std 3 ,113886.12562466036,622907.9134563733
Thread 4 ,2511664.62,5178734.31372549
Thread std 4 ,102178.06000049571,661958.7252277739
Thread 5 ,2513441.02,5147058.215686275
Thread std 5 ,106974.57063904371,643875.6420407379
Thread 6 ,2516380.16,5130458.333333333
Thread std 6 ,110714.17235005439,674889.8326354802
Thread 7 ,2513261.66,5097556.509803922
Thread std 7 ,107742.16357177416,685564.0631785003
