Configuration : nrThreads: 8 ,nrServers: 3 ,read sharded: true
Times in queue ,2.1815284274509802E7,4709959.647058823
Parsing times ,5361.745098039216,5575.921568627451
Service times ,2124228.274509804,3667936.705882353
Throughput ,3889.392156862745,8961.980392156862
Times in get ,2116999.3333333335,3659758.6666666665
Times in set ,0.0,0.0
Times in mget ,0.0,0.0
Times in mget only memcached part ,0.0,0.0
Queue lengths ,82.11764705882354,39.72549019607843
Number of gets ,3889.392156862745,8961.980392156862
Number of sets ,0.0,0.0
Number of mgets ,0.0,0.0
Number of misses get ,751.8235294117648,1696.862745098039
Arrival rate ,3888.1960784313724,8960.862745098038
std Times in queue ,4713903.084300059,1098378.1040197008
std Parsing times ,1997.0006093452976,1544.9460941163904
std Service times ,474561.2500391948,912146.9432957454
std Throughput ,590.112195380891,1534.5505985818268
std Times in get ,474290.9422376383,912074.8705070141
std Times in set ,0.0,0.0
std Times in mget ,0.0,0.0
std Times in mget only memcached part ,0.0,0.0
std Queue lengths ,4.325029751682776,3.9399412755651526
std Number of gets ,590.112195380891,1534.5505985818268
std Number of sets ,0.0,0.0
std Number of mgets ,0.0,0.0
std Number of misses get ,158.77338642006134,326.0901114482219
std Arrival rate ,589.4457742526566,1534.7085067804612
Thread 0 ,2118435.5490196077,3647151.470588235
Thread std 0 ,480484.8849197782,991038.4097692552
Thread 1 ,2129593.745098039,3685556.098039216
Thread std 1 ,477577.307351463,972790.8773459021
Thread 2 ,2126979.745098039,3677283.6470588236
Thread std 2 ,457694.68537800794,947226.7949235563
Thread 3 ,2131758.5098039214,3668777.901960784
Thread std 3 ,499645.3659409391,991102.9339153679
Thread 4 ,2133370.882352941,3667352.0392156863
Thread std 4 ,490827.2318064534,958337.876163495
Thread 5 ,2119042.6666666665,3636684.725490196
Thread std 5 ,472417.44951124175,900096.7873126329
Thread 6 ,2124642.9215686275,3685665.882352941
Thread std 6 ,470792.9342973551,1035512.7776587916
Thread 7 ,2118285.8235294116,3665438.588235294
Thread std 7 ,475127.5673288051,906026.7108151322
