Configuration : nrThreads: 8 ,nrServers: 3 ,read sharded: true
Times in queue ,3.000774642E7,6639916.66
Parsing times ,5767.46,5046.68
Service times ,2869682.62,4721629.7
Throughput ,2998.82,7128.44
Times in get ,2329352.3,3825140.18
Times in set ,3393302.04,5603226.92
Times in mget ,0.0,0.0
Times in mget only memcached part ,0.0,0.0
Queue lengths ,83.26,44.32
Number of gets ,1499.36,3564.3
Number of sets ,1499.46,3564.14
Number of mgets ,0.0,0.0
Number of misses get ,406.2,1001.1
Arrival rate ,2998.9,7128.88
std Times in queue ,1.5859487246139152E7,1510349.4350562722
std Parsing times ,2784.000580650303,1684.3654705459105
std Service times ,1496106.3440822572,1303855.4479248049
std Throughput ,485.2087995736201,1275.4546713919353
std Times in get ,1407318.9871689847,1216926.439357136
std Times in set ,1589893.437753586,1404638.0487956905
std Times in mget ,0.0,0.0
std Times in mget only memcached part ,0.0,0.0
std Queue lengths ,0.44308749769345185,1.3005493344846912
std Number of gets ,242.85023183443909,637.8957195181606
std Number of sets ,242.40573257180506,637.5746138008207
std Number of mgets ,0.0,0.0
std Number of misses get ,119.53925151623307,192.0759044264129
std Arrival rate ,484.97221675103015,1274.17319554482
Thread 0 ,2863786.86,4757756.24
Thread std 0 ,1516732.8343346084,1289475.9598742486
Thread 1 ,2882491.78,4694970.9
Thread std 1 ,1560711.1663079292,1220991.9294184672
Thread 2 ,2875358.04,4708156.98
Thread std 2 ,1472669.6149862239,1322744.674687717
Thread 3 ,2880648.32,4744676.82
Thread std 3 ,1541821.19920096,1336848.3568544781
Thread 4 ,2848370.74,4776797.06
Thread std 4 ,1438808.3362476132,1384875.351322283
Thread 5 ,2874659.0,4680461.14
Thread std 5 ,1502472.5130414946,1225882.167314541
Thread 6 ,2880714.0,4680937.32
Thread std 6 ,1495835.1786619176,1202099.164786952
Thread 7 ,2860365.74,4750519.32
Thread std 7 ,1455535.0698135777,1245818.6515319457
