Configuration : nrThreads: 8 ,nrServers: 3 ,read sharded: true
Times in queue ,2.7484930156862747E7,7746600.6
Parsing times ,4091.1176470588234,5173.54
Service times ,2627013.9411764704,5250874.58
Throughput ,3059.0588235294117,6223.32
Times in get ,0.0,0.0
Times in set ,2621438.8235294116,5244070.98
Times in mget ,0.0,0.0
Times in mget only memcached part ,0.0,0.0
Queue lengths ,83.19607843137256,45.24
Number of gets ,0.0,0.0
Number of sets ,3059.0588235294117,6223.32
Number of mgets ,0.0,0.0
Number of misses get ,0.0,0.0
Arrival rate ,3057.921568627451,6223.08
std Times in queue ,2122135.9593101605,1056898.856404173
std Parsing times ,1507.7822872956006,2194.0222517614743
std Service times ,135322.8661634702,720483.6159949701
std Throughput ,154.84216631973422,688.6719677638066
std Times in get ,0.0,0.0
std Times in set ,134864.19575524202,720371.1896220513
std Times in mget ,0.0,0.0
std Times in mget only memcached part ,0.0,0.0
std Queue lengths ,5.035949196896796,1.2215747615103971
std Number of gets ,0.0,0.0
std Number of sets ,154.84216631973422,688.6719677638066
std Number of mgets ,0.0,0.0
std Number of misses get ,0.0,0.0
std Arrival rate ,154.215802450625,688.2630263710145
Thread 0 ,2629337.0,5292342.28
Thread std 0 ,138134.31228395065,838266.5604095263
Thread 1 ,2628474.5490196077,5265504.34
Thread std 1 ,138242.1429976133,725163.6807366
Thread 2 ,2625064.6078431373,5223543.9
Thread std 2 ,134313.90030269817,711829.7250965791
Thread 3 ,2625379.588235294,5138312.66
Thread std 3 ,134665.8816067643,766412.7381151807
Thread 4 ,2625914.411764706,5250602.4
Thread std 4 ,136589.27158590112,727014.7167588277
Thread 5 ,2624213.8039215687,5271774.1
Thread std 5 ,132395.80498671695,734464.2338377739
Thread 6 ,2625019.274509804,5244745.78
Thread std 6 ,142499.06498375046,748982.2989715483
Thread 7 ,2633745.6470588236,5233152.7
Thread std 7 ,136760.99579570538,716798.6105700207
