Configuration : nrThreads: 8 ,nrServers: 3 ,read sharded: true
Times in queue ,2.880563666E7,1.94077545E7
Parsing times ,5588.58,5166.44
Service times ,2750226.9,1.592394036E7
Throughput ,2999.0,5632.9
Times in get ,2280966.26,1.512056082E7
Times in set ,3203982.14,1.67324095E7
Times in mget ,0.0,0.0
Times in mget only memcached part ,0.0,0.0
Queue lengths ,83.86,45.64
Number of gets ,1499.4,2816.34
Number of sets ,1499.6,2816.56
Number of mgets ,0.0,0.0
Number of misses get ,502.3,902.2
Arrival rate ,2998.5,5632.34
std Times in queue ,4641965.94962024,5.312713268468759E7
std Parsing times ,2557.4546106052635,1710.0941274964835
std Service times ,508171.36929833126,5.146227748473044E7
std Throughput ,431.3766288504366,1631.2170146794053
std Times in get ,509082.7452813304,5.222755411423078E7
std Times in set ,521888.3886845105,5.115813332733816E7
std Times in mget ,0.0,0.0
std Times in mget only memcached part ,0.0,0.0
std Queue lengths ,0.35050983275386594,2.960694899126603
std Number of gets ,215.53294175042438,815.8106425450674
std Number of sets ,215.90181063792565,815.4232195239326
std Number of mgets ,0.0,0.0
std Number of misses get ,105.57775933077062,267.2128250618802
std Arrival rate ,432.29054147054615,1634.9937353683893
Thread 0 ,2752375.86,1.635725716E7
Thread std 0 ,542041.8179124532,5.388756389790597E7
Thread 1 ,2760846.7,1.608900626E7
Thread std 1 ,518568.63378008193,5.205665370917139E7
Thread 2 ,2726310.86,1.467937226E7
Thread std 2 ,489805.1589015909,4.531506657943013E7
Thread 3 ,2761461.96,1.527446508E7
Thread std 3 ,515063.98841930943,4.787906612760114E7
Thread 4 ,2756204.32,1.495890152E7
Thread std 4 ,501785.40842571016,4.6429479634194456E7
Thread 5 ,2747396.56,1.560290168E7
Thread std 5 ,497486.14654801216,5.075383349125312E7
Thread 6 ,2762381.24,1.54557576E7
Thread std 6 ,525221.5038479562,4.960782560538079E7
Thread 7 ,2743321.94,1.523887234E7
Thread std 7 ,505799.2068059084,4.70682680571287E7
