Configuration : nrThreads: 8 ,nrServers: 3 ,read sharded: true
Times in queue ,4.6139907666666664E7,1.3679576098039215E7
Parsing times ,5451.764705882353,5148.098039215686
Service times ,4671591.392156863,1.2561958294117646E7
Throughput ,3281.5686274509803,7256.078431372549
Times in get ,4664348.470588235,1.255466737254902E7
Times in set ,0.0,0.0
Times in mget ,0.0,0.0
Times in mget only memcached part ,0.0,0.0
Queue lengths ,82.07843137254902,41.05882352941177
Number of gets ,3281.5686274509803,7256.078431372549
Number of sets ,0.0,0.0
Number of mgets ,0.0,0.0
Number of misses get ,694.6666666666666,1491.235294117647
Arrival rate ,3280.4117647058824,7255.274509803921
std Times in queue ,1.0971795732703991E8,4.269168179869668E7
std Parsing times ,2689.378824845881,1664.469804531184
std Service times ,1.1365781037325302E7,4.4956391242318384E7
std Throughput ,1010.8418126472998,2574.5796149518246
std Times in get ,1.1366143021771766E7,4.4956897513834864E7
std Times in set ,0.0,0.0
std Times in mget ,0.0,0.0
std Times in mget only memcached part ,0.0,0.0
std Queue lengths ,6.930636730502911,6.2782537849497055
std Number of gets ,1010.8418126472998,2574.5796149518246
std Number of sets ,0.0,0.0
std Number of mgets ,0.0,0.0
std Number of misses get ,251.62572735447122,542.3070564997396
std Arrival rate ,1011.6228185736145,2576.766478192631
Thread 0 ,4906999.607843137,1.2880751333333334E7
Thread std 0 ,1.289318451621689E7,4.53163778750775E7
Thread 1 ,4541396.039215687,1.278306276E7
Thread std 1 ,1.0563114804829648E7,4.556781509147122E7
Thread 2 ,4564422.31372549,1.2399036019607844E7
Thread std 2 ,1.0932869663046716E7,4.43998541462833E7
Thread 3 ,4726981.980392157,1.2675371607843136E7
Thread std 3 ,1.142914100879567E7,4.417721367264377E7
Thread 4 ,4757978.784313725,1.21997639E7
Thread std 4 ,1.1937714378049985E7,4.376652241304151E7
Thread 5 ,4658271.549019608,1.265139396E7
Thread std 5 ,1.1201612710937547E7,4.559380158814127E7
Thread 6 ,4633761.901960785,1.2864323215686275E7
Thread std 6 ,1.1025117918904625E7,4.532188862763528E7
Thread 7 ,4618419.725490196,1.1669043607843136E7
Thread std 7 ,1.1037785129582508E7,4.260281385361252E7
