Configuration : nrThreads: 8 ,nrServers: 3 ,read sharded: true
Times in queue ,3.101632036E7,1.232740532E7
Parsing times ,3929.06,4734.4
Service times ,2930904.68,7686958.86
Throughput ,2789.68,4544.6
Times in get ,0.0,0.0
Times in set ,2925125.4,7680603.16
Times in mget ,0.0,0.0
Times in mget only memcached part ,0.0,0.0
Queue lengths ,83.96,46.92
Number of gets ,0.0,0.0
Number of sets ,2789.68,4544.6
Number of mgets ,0.0,0.0
Number of misses get ,0.0,0.0
Arrival rate ,2789.04,4544.26
std Times in queue ,5276294.52953377,4410214.973893156
std Parsing times ,1335.0678253809228,1502.1598871393858
std Service times ,482363.69792281545,3558215.2046267954
std Throughput ,312.6475775615446,956.0434837689877
std Times in get ,0.0,0.0
std Times in set ,482335.39422379155,3558632.0006207186
std Times in mget ,0.0,0.0
std Times in mget only memcached part ,0.0,0.0
std Queue lengths ,0.1979486637221574,1.1752550743544645
std Number of gets ,0.0,0.0
std Number of sets ,312.6475775615446,956.0434837689877
std Number of mgets ,0.0,0.0
std Number of misses get ,0.0,0.0
std Arrival rate ,312.5912085671467,958.6815736165146
Thread 0 ,2940216.92,7749318.48
Thread std 0 ,496060.4619922792,3785811.400534699
Thread 1 ,2929900.48,7673252.52
Thread std 1 ,532466.6353363926,3467976.7685520714
Thread 2 ,2931947.28,7653915.24
Thread std 2 ,480502.5831410122,3345010.0972658955
Thread 3 ,2932710.78,7738542.76
Thread std 3 ,479972.25699282595,3746316.8717262927
Thread 4 ,2930726.56,7777888.4
Thread std 4 ,477899.4241642661,3978245.0356253516
Thread 5 ,2932640.92,7699467.76
Thread std 5 ,490675.09892541205,3454909.866359525
Thread 6 ,2927819.84,7725987.82
Thread std 6 ,477201.7715465414,3527568.5692548687
Thread 7 ,2923122.0,7685773.3
Thread std 7 ,449078.12407751457,3622838.137948633
