Configuration : nrThreads: 8 ,nrServers: 3 ,read sharded: true
Times in queue ,9.937763134E7,2.98832282E7
Parsing times ,4272.86,4860.22
Service times ,1.145277952E7,2.491418336E7
Throughput ,2883.9,6997.54
Times in get ,1.144703362E7,2.49068752E7
Times in set ,0.0,0.0
Times in mget ,0.0,0.0
Times in mget only memcached part ,0.0,0.0
Queue lengths ,82.48,41.98
Number of gets ,2883.9,6997.54
Number of sets ,0.0,0.0
Number of mgets ,0.0,0.0
Number of misses get ,1048.56,2433.52
Arrival rate ,2883.32,6997.24
std Times in queue ,1.885198945650042E8,1.2708224753525597E8
std Parsing times ,1588.765340297494,1622.251563194104
std Service times ,2.315449067096494E7,1.0327902419466184E8
std Throughput ,1455.5546001018138,2788.6687425203813
std Times in get ,2.3154979727396347E7,1.0327962887512968E8
std Times in set ,0.0,0.0
std Times in mget ,0.0,0.0
std Times in mget only memcached part ,0.0,0.0
std Queue lengths ,1.5938657921121544,2.428487393504066
std Number of gets ,1455.5546001018138,2788.6687425203813
std Number of sets ,0.0,0.0
std Number of mgets ,0.0,0.0
std Number of misses get ,559.0364582320665,976.3796777391676
std Arrival rate ,1454.37742399577,2790.048098188288
Thread 0 ,1.138470884E7,2.348742748E7
Thread std 0 ,2.3049249409782704E7,9.401292702481952E7
Thread 1 ,1.129717212E7,3.564975546E7
Thread std 1 ,2.2799453226760935E7,1.7382351351429376E8
Thread 2 ,1.14679166E7,2.302275898E7
Thread std 2 ,2.3118370973427143E7,9.290193198474196E7
Thread 3 ,1.1721929E7,2.691143566E7
Thread std 3 ,2.391853340496483E7,1.0741148441917087E8
Thread 4 ,1.149148762E7,2.31215381E7
Thread std 4 ,2.3136960617385756E7,9.21450490978945E7
Thread 5 ,1.11409798E7,2.340509894E7
Thread std 5 ,2.2328356890458692E7,9.40465335660178E7
Thread 6 ,1.190097556E7,3.533839216E7
Thread std 6 ,2.4620580301302835E7,1.7329417343887216E8
Thread 7 ,1.152687794E7,2.338521018E7
Thread std 7 ,2.3548542622162715E7,9.37271420295198E7
