Configuration : nrThreads: 8 ,nrServers: 3 ,read sharded: true
Times in queue ,3.443900876E7,1.048736556862745E7
Parsing times ,6970.46,4670.882352941177
Service times ,3362256.84,7377200.05882353
Throughput ,2597.42,5429.3725490196075
Times in get ,2817495.62,6031206.431372549
Times in set ,3886965.04,8705373.352941176
Times in mget ,0.0,0.0
Times in mget only memcached part ,0.0,0.0
Queue lengths ,83.88,44.86274509803921
Number of gets ,1298.72,2714.6862745098038
Number of sets ,1298.7,2714.6862745098038
Number of mgets ,0.0,0.0
Number of misses get ,384.72,825.2549019607843
Arrival rate ,2596.74,5428.294117647059
std Times in queue ,1.0239706071223503E7,6434472.03369811
std Parsing times ,4003.3241657300705,1369.0881147254008
std Service times ,1499919.3475803866,5156323.968034954
std Throughput ,536.9869868829529,1792.461335268176
std Times in get ,1455069.079038025,4838664.246632603
std Times in set ,1556892.7341132436,5705893.064921967
std Times in mget ,0.0,0.0
std Times in mget only memcached part ,0.0,0.0
std Queue lengths ,0.3282607226593159,5.484595182301561
std Number of gets ,268.41774022092153,897.2177548442982
std Number of sets ,268.61384543463816,895.2646868987088
std Number of mgets ,0.0,0.0
std Number of misses get ,108.43714251837798,288.79354862165843
std Arrival rate ,537.6715031560836,1796.0324751420019
Thread 0 ,3346241.98,7302841.568627451
Thread std 0 ,1400661.8671912842,5149505.325788121
Thread 1 ,3377422.9,7476275.509803922
Thread std 1 ,1475103.04041783,5318958.035169582
Thread 2 ,3369293.22,7288131.490196078
Thread std 2 ,1534103.2727031186,4932942.174065908
Thread 3 ,3370286.5,7441380.137254902
Thread std 3 ,1594478.5785790025,5146635.51313962
Thread 4 ,3353337.56,7253670.098039215
Thread std 4 ,1501606.36501489,4686204.5747042075
Thread 5 ,3377539.12,7399525.450980392
Thread std 5 ,1459457.6866530662,5584298.825450431
Thread 6 ,3338466.54,7393151.098039215
Thread std 6 ,1473580.5677971172,5036069.288515535
Thread 7 ,3380413.8,7310231.980392157
Thread std 7 ,1605867.8994829291,4869397.309827081
