1         Threads
1         Connections per thread
60        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec
------------------------------------------------------------------------
Sets         130.35          ---          ---      4.47000       135.49
Gets         130.35       130.05         0.30      3.18400       136.63
Waits          0.00          ---          ---      0.00000          ---
Totals       260.69       130.05         0.30      3.82700       272.12


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       3.200         0.06
SET       3.300         0.59
SET       3.400         2.40
SET       3.500         6.07
SET       3.600        11.94
SET       3.700        18.40
SET       3.800        25.85
SET       3.900        33.24
SET       4.000        41.27
SET       4.100        48.28
SET       4.200        54.53
SET       4.300        60.06
SET       4.400        65.39
SET       4.500        69.59
SET       4.600        73.48
SET       4.700        77.14
SET       4.800        79.68
SET       4.900        82.28
SET       5.000        84.59
SET       5.100        86.63
SET       5.200        88.20
SET       5.300        89.46
SET       5.400        90.67
SET       5.500        91.75
SET       5.600        92.48
SET       5.700        93.29
SET       5.800        93.86
SET       5.900        94.45
SET       6.000        94.96
SET       6.100        95.40
SET       6.200        95.67
SET       6.300        95.95
SET       6.400        96.25
SET       6.500        96.41
SET       6.600        96.60
SET       6.700        96.78
SET       6.800        96.91
SET       6.900        97.11
SET       7.000        97.35
SET       7.100        97.47
SET       7.200        97.56
SET       7.300        97.72
SET       7.400        97.80
SET       7.500        97.89
SET       7.600        98.02
SET       7.700        98.16
SET       7.800        98.24
SET       7.900        98.25
SET       8.000        98.33
SET       8.100        98.45
SET       8.200        98.49
SET       8.300        98.53
SET       8.400        98.56
SET       8.500        98.59
SET       8.600        98.70
SET       8.700        98.77
SET       8.800        98.80
SET       8.900        98.85
SET       9.000        98.95
SET       9.100        99.00
SET       9.200        99.07
SET       9.300        99.08
SET       9.400        99.10
SET       9.500        99.17
SET       9.600        99.22
SET       9.700        99.25
SET       9.800        99.28
SET       9.900        99.31
SET      10.000        99.40
SET      11.000        99.50
SET      12.000        99.60
SET      13.000        99.63
SET      15.000        99.71
SET      16.000        99.78
SET      17.000        99.83
SET      20.000        99.85
SET      21.000        99.87
SET      22.000        99.88
SET      25.000        99.92
SET      26.000        99.94
SET      28.000        99.95
SET      30.000        99.96
SET      32.000        99.97
SET      37.000        99.99
SET      40.000       100.00
---
GET       1.700         0.15
GET       1.800         1.29
GET       1.900         3.57
GET       2.000         7.74
GET       2.100        12.82
GET       2.200        18.49
GET       2.300        24.74
GET       2.400        30.24
GET       2.500        35.42
GET       2.600        40.10
GET       2.700        43.98
GET       2.800        47.55
GET       2.900        50.44
GET       3.000        52.92
GET       3.100        55.52
GET       3.200        58.20
GET       3.300        61.62
GET       3.400        65.11
GET       3.500        68.56
GET       3.600        71.95
GET       3.700        75.27
GET       3.800        78.29
GET       3.900        81.31
GET       4.000        83.65
GET       4.100        85.56
GET       4.200        87.64
GET       4.300        89.25
GET       4.400        90.69
GET       4.500        91.89
GET       4.600        92.74
GET       4.700        93.76
GET       4.800        94.49
GET       4.900        95.14
GET       5.000        95.70
GET       5.100        96.16
GET       5.200        96.57
GET       5.300        96.94
GET       5.400        97.24
GET       5.500        97.39
GET       5.600        97.62
GET       5.700        97.89
GET       5.800        98.09
GET       5.900        98.21
GET       6.000        98.33
GET       6.100        98.44
GET       6.200        98.48
GET       6.300        98.56
GET       6.400        98.59
GET       6.500        98.73
GET       6.600        98.80
GET       6.700        98.84
GET       6.800        98.87
GET       6.900        98.95
GET       7.000        99.02
GET       7.100        99.08
GET       7.200        99.09
GET       7.300        99.12
GET       7.400        99.19
GET       7.500        99.22
GET       7.600        99.26
GET       7.700        99.30
GET       7.800        99.34
GET       7.900        99.35
GET       8.000        99.37
GET       8.100        99.39
GET       8.200        99.41
GET       8.400        99.46
GET       8.500        99.49
GET       8.600        99.53
GET       8.800        99.54
GET       8.900        99.57
GET       9.000        99.60
GET       9.200        99.63
GET       9.300        99.67
GET       9.400        99.69
GET       9.500        99.72
GET       9.700        99.73
GET       9.800        99.74
GET      10.000        99.80
GET      11.000        99.82
GET      12.000        99.83
GET      13.000        99.86
GET      14.000        99.88
GET      15.000        99.91
GET      16.000        99.94
GET      17.000        99.95
GET      22.000        99.96
GET      29.000        99.97
GET      34.000        99.99
GET      38.000       100.00
---
1         Threads
1         Connections per thread
60        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec
------------------------------------------------------------------------
Sets         128.24          ---          ---      4.46600       133.30
Gets         128.24       383.94         0.78      3.31300       400.87
Waits          0.00          ---          ---      0.00000          ---
Totals       256.48       383.94         0.78      3.88900       534.17


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       3.200         0.04
SET       3.300         0.66
SET       3.400         2.74
SET       3.500         6.82
SET       3.600        11.93
SET       3.700        18.44
SET       3.800        25.56
SET       3.900        32.87
SET       4.000        41.03
SET       4.100        47.97
SET       4.200        54.46
SET       4.300        60.23
SET       4.400        64.55
SET       4.500        69.15
SET       4.600        73.03
SET       4.700        76.61
SET       4.800        79.64
SET       4.900        82.33
SET       5.000        84.51
SET       5.100        86.56
SET       5.200        88.07
SET       5.300        89.41
SET       5.400        90.59
SET       5.500        91.55
SET       5.600        92.38
SET       5.700        93.31
SET       5.800        94.11
SET       5.900        94.68
SET       6.000        95.18
SET       6.100        95.61
SET       6.200        95.88
SET       6.300        96.27
SET       6.400        96.66
SET       6.500        96.92
SET       6.600        97.05
SET       6.700        97.28
SET       6.800        97.43
SET       6.900        97.54
SET       7.000        97.70
SET       7.100        97.83
SET       7.200        97.99
SET       7.300        98.08
SET       7.400        98.10
SET       7.500        98.23
SET       7.700        98.27
SET       7.800        98.38
SET       7.900        98.43
SET       8.000        98.47
SET       8.100        98.49
SET       8.200        98.52
SET       8.300        98.60
SET       8.400        98.64
SET       8.500        98.65
SET       8.600        98.66
SET       8.700        98.74
SET       8.900        98.79
SET       9.000        98.83
SET       9.100        98.88
SET       9.200        98.91
SET       9.300        98.95
SET       9.400        98.99
SET       9.500        99.04
SET       9.600        99.06
SET       9.700        99.09
SET       9.800        99.14
SET       9.900        99.16
SET      10.000        99.34
SET      11.000        99.55
SET      12.000        99.70
SET      13.000        99.77
SET      14.000        99.82
SET      15.000        99.84
SET      16.000        99.86
SET      23.000        99.87
SET      25.000        99.88
SET      26.000        99.90
SET      31.000        99.92
SET      33.000        99.94
SET      34.000        99.95
SET      35.000        99.96
SET      38.000        99.97
SET      39.000        99.99
SET      41.000       100.00
---
GET       1.800         0.25
GET       1.900         1.33
