1         Threads
1         Connections per thread
60        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec
------------------------------------------------------------------------
Sets         131.66          ---          ---      4.42700       136.85
Gets         131.64       131.24         0.40      3.15000       137.89
Waits          0.00          ---          ---      0.00000          ---
Totals       263.30       131.24         0.40      3.78900       274.74


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       3.200         0.05
SET       3.300         0.58
SET       3.400         2.61
SET       3.500         6.89
SET       3.600        13.10
SET       3.700        20.82
SET       3.800        28.06
SET       3.900        36.00
SET       4.000        43.87
SET       4.100        50.66
SET       4.200        57.09
SET       4.300        62.81
SET       4.400        68.08
SET       4.500        72.43
SET       4.600        76.23
SET       4.700        79.56
SET       4.800        82.53
SET       4.900        84.91
SET       5.000        87.01
SET       5.100        88.87
SET       5.200        90.10
SET       5.300        91.20
SET       5.400        92.20
SET       5.500        93.08
SET       5.600        93.81
SET       5.700        94.56
SET       5.800        95.15
SET       5.900        95.66
SET       6.000        95.96
SET       6.100        96.23
SET       6.200        96.51
SET       6.300        96.80
SET       6.400        97.01
SET       6.500        97.18
SET       6.600        97.30
SET       6.700        97.51
SET       6.800        97.63
SET       6.900        97.72
SET       7.000        97.80
SET       7.100        97.92
SET       7.200        98.00
SET       7.300        98.06
SET       7.400        98.14
SET       7.500        98.24
SET       7.600        98.30
SET       7.700        98.39
SET       7.800        98.46
SET       7.900        98.53
SET       8.000        98.58
SET       8.200        98.66
SET       8.300        98.70
SET       8.400        98.75
SET       8.500        98.76
SET       8.600        98.80
SET       8.700        98.85
SET       8.800        98.89
SET       8.900        98.91
SET       9.100        98.94
SET       9.200        98.95
SET       9.300        98.99
SET       9.400        99.05
SET       9.500        99.06
SET       9.600        99.09
SET       9.700        99.10
SET       9.800        99.14
SET       9.900        99.16
SET      10.000        99.29
SET      11.000        99.46
SET      12.000        99.51
SET      13.000        99.54
SET      14.000        99.59
SET      15.000        99.65
SET      16.000        99.68
SET      17.000        99.72
SET      18.000        99.75
SET      20.000        99.76
SET      22.000        99.80
SET      23.000        99.84
SET      25.000        99.87
SET      26.000        99.89
SET      27.000        99.90
SET      29.000        99.91
SET      32.000        99.92
SET      33.000        99.94
SET      34.000        99.95
SET      37.000        99.97
SET      46.000        99.99
SET      63.000       100.00
---
GET       1.600         0.01
GET       1.700         0.19
GET       1.800         1.25
GET       1.900         3.94
GET       2.000         8.24
GET       2.100        14.17
GET       2.200        20.34
GET       2.300        26.86
GET       2.400        32.69
GET       2.500        37.22
GET       2.600        41.75
GET       2.700        45.28
GET       2.800        48.46
GET       2.900        50.94
GET       3.000        53.77
GET       3.100        56.35
GET       3.200        59.12
GET       3.300        62.26
GET       3.400        65.32
GET       3.500        69.00
GET       3.600        72.54
GET       3.700        75.69
GET       3.800        78.52
GET       3.900        81.30
GET       4.000        84.16
GET       4.100        86.63
GET       4.200        88.37
GET       4.300        89.92
GET       4.400        91.56
GET       4.500        92.63
GET       4.600        93.58
GET       4.700        94.18
GET       4.800        94.85
GET       4.900        95.57
GET       5.000        96.15
GET       5.100        96.65
GET       5.200        96.96
GET       5.300        97.25
GET       5.400        97.43
GET       5.500        97.67
GET       5.600        97.77
GET       5.700        97.95
GET       5.800        98.08
GET       5.900        98.24
GET       6.000        98.42
GET       6.100        98.57
GET       6.200        98.61
GET       6.300        98.67
GET       6.400        98.73
GET       6.500        98.84
GET       6.600        98.89
GET       6.700        98.92
GET       6.800        99.00
GET       6.900        99.03
GET       7.000        99.06
GET       7.100        99.10
GET       7.200        99.16
GET       7.300        99.22
GET       7.400        99.25
GET       7.500        99.30
GET       7.600        99.34
GET       7.700        99.35
GET       7.800        99.37
GET       7.900        99.42
GET       8.000        99.44
GET       8.100        99.47
GET       8.200        99.49
GET       8.300        99.52
GET       8.400        99.56
GET       8.500        99.59
GET       8.600        99.61
GET       8.700        99.62
GET       8.800        99.63
GET       8.900        99.67
GET       9.200        99.70
GET       9.300        99.71
GET       9.400        99.73
GET       9.600        99.75
GET      10.000        99.81
GET      11.000        99.84
GET      12.000        99.89
GET      14.000        99.90
GET      16.000        99.91
GET      19.000        99.92
GET      20.000        99.94
GET      21.000        99.95
GET      23.000        99.96
GET      24.000        99.99
GET      36.000       100.00
---
1         Threads
1         Connections per thread
60        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec
------------------------------------------------------------------------
Sets         128.85          ---          ---      4.42700       133.93
Gets         128.83       385.49         1.00      3.31200       402.48
Waits          0.00          ---          ---      0.00000          ---
Totals       257.67       385.49         1.00      3.87000       536.41


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       3.200         0.04
SET       3.300         0.32
SET       3.400         1.88
SET       3.500         6.03
SET       3.600        11.72
SET       3.700        19.20
SET       3.800        27.16
SET       3.900        35.44
SET       4.000        43.85
SET       4.100        51.12
SET       4.200        57.69
SET       4.300        63.45
SET       4.400        68.68
SET       4.500        73.55
SET       4.600        77.09
SET       4.700        80.60
SET       4.800        83.31
SET       4.900        85.59
SET       5.000        87.75
SET       5.100        89.42
SET       5.200        90.74
SET       5.300        91.76
SET       5.400        92.76
SET       5.500        93.34
SET       5.600        93.87
SET       5.700        94.40
SET       5.800        94.88
SET       5.900        95.30
SET       6.000        95.72
SET       6.100        96.05
SET       6.200        96.34
SET       6.300        96.64
SET       6.400        96.75
SET       6.500        96.87
SET       6.600        97.02
SET       6.700        97.18
SET       6.800        97.30
SET       6.900        97.41
SET       7.000        97.62
SET       7.100        97.75
SET       7.200        97.83
SET       7.300        97.89
SET       7.400        98.00
SET       7.500        98.05
SET       7.600        98.09
SET       7.700        98.18
SET       7.800        98.29
SET       7.900        98.37
SET       8.000        98.42
SET       8.100        98.43
SET       8.200        98.51
SET       8.300        98.56
SET       8.400        98.58
SET       8.500        98.60
SET       8.600        98.67
SET       8.700        98.71
SET       8.900        98.77
SET       9.000        98.80
SET       9.100        98.84
SET       9.200        98.89
SET       9.300        98.90
SET       9.400        98.95
SET       9.500        98.98
SET       9.600        99.04
SET       9.800        99.06
SET       9.900        99.11
SET      10.000        99.26
SET      11.000        99.35
SET      12.000        99.52
SET      13.000        99.60
SET      15.000        99.61
SET      16.000        99.66
SET      17.000        99.68
SET      18.000        99.69
SET      19.000        99.74
SET      20.000        99.78
SET      21.000        99.82
SET      22.000        99.83
SET      23.000        99.86
SET      25.000        99.90
SET      27.000        99.91
SET      28.000        99.92
SET      33.000        99.94
SET      35.000        99.95
SET      37.000        99.96
SET      38.000        99.97
SET      39.000        99.99
SET      41.000       100.00
---
GET       1.800         0.23
GET       1.900         1.13
GET       2.000         3.43
GET       2.100         7.39
GET       2.200        12.55
GET       2.300        18.16
GET       2.400        23.78
GET       2.500        29.70
GET       2.600        34.57
GET       2.700        39.20
GET       2.800        42.83
GET       2.900        46.27
GET       3.000        49.43
GET       3.100        51.75
GET       3.200        54.29
GET       3.300        57.41
GET       3.400        60.08
GET       3.500        63.07
GET       3.600        66.60
GET       3.700        70.17
GET       3.800        73.61
GET       3.900        76.70
GET       4.000        80.10
GET       4.100        82.72
GET       4.200        85.08
GET       4.300        87.10
GET       4.400        89.39
GET       4.500        90.83
GET       4.600        92.10
GET       4.700        93.08
GET       4.800        94.09
GET       4.900        94.86
GET       5.000        95.55
GET       5.100        96.08
GET       5.200        96.48
GET       5.300        96.82
GET       5.400        97.26
GET       5.500        97.48
GET       5.600        97.77
GET       5.700        97.99
GET       5.800        98.20
GET       5.900        98.31
GET       6.000        98.37
GET       6.100        98.45
GET       6.200        98.54
GET       6.300        98.63
GET       6.400        98.71
GET       6.500        98.76
GET       6.600        98.82
GET       6.700        98.89
GET       6.800        98.93
GET       6.900        98.98
GET       7.000        98.99
GET       7.100        99.02
GET       7.200        99.03
GET       7.400        99.09
GET       7.500        99.12
GET       7.600        99.13
GET       7.700        99.16
GET       7.800        99.20
GET       7.900        99.22
GET       8.000        99.24
GET       8.200        99.25
GET       8.300        99.28
GET       8.400        99.29
GET       8.500        99.31
GET       8.600        99.35
GET       8.800        99.38
GET       9.000        99.42
GET       9.100        99.43
GET       9.200        99.44
GET       9.300        99.47
GET       9.400        99.48
GET       9.500        99.52
GET       9.600        99.57
GET       9.700        99.59
GET       9.800        99.64
GET      10.000        99.66
GET      11.000        99.75
GET      12.000        99.79
GET      13.000        99.83
GET      14.000        99.84
GET      15.000        99.86
GET      17.000        99.88
GET      18.000        99.90
GET      19.000        99.91
GET      21.000        99.92
GET      22.000        99.95
GET      25.000        99.96
GET      28.000        99.97
GET      33.000        99.99
GET      37.000       100.00
---
1         Threads
1         Connections per thread
60        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec
------------------------------------------------------------------------
Sets         126.21          ---          ---      4.45200       131.18
Gets         126.19       755.46         1.68      3.44800       787.53
Waits          0.00          ---          ---      0.00000          ---
Totals       252.40       755.46         1.68      3.95000       918.72


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       3.200         0.07
SET       3.300         0.34
SET       3.400         1.73
SET       3.500         5.04
SET       3.600        10.26
SET       3.700        17.55
SET       3.800        25.29
SET       3.900        32.84
SET       4.000        40.83
SET       4.100        47.96
SET       4.200        54.34
SET       4.300        60.52
SET       4.400        66.08
SET       4.500        70.54
SET       4.600        74.40
SET       4.700        77.97
SET       4.800        80.83
SET       4.900        83.44
SET       5.000        85.74
SET       5.100        87.80
SET       5.200        89.22
SET       5.300        90.45
SET       5.400        91.60
SET       5.500        92.37
SET       5.600        93.08
SET       5.700        93.91
SET       5.800        94.60
SET       5.900        95.21
SET       6.000        95.55
SET       6.100        96.05
SET       6.200        96.36
SET       6.300        96.76
SET       6.400        96.94
SET       6.500        97.07
SET       6.600        97.27
SET       6.700        97.39
SET       6.800        97.52
SET       6.900        97.64
SET       7.000        97.74
SET       7.100        97.93
SET       7.200        98.03
SET       7.300        98.11
SET       7.400        98.16
SET       7.500        98.20
SET       7.600        98.26
SET       7.700        98.32
SET       7.800        98.36
SET       7.900        98.40
SET       8.000        98.43
SET       8.100        98.47
SET       8.200        98.48
SET       8.300        98.53
SET       8.400        98.57
SET       8.500        98.60
SET       8.600        98.65
SET       8.700        98.69
SET       8.900        98.73
SET       9.000        98.77
SET       9.100        98.82
SET       9.200        98.92
SET       9.300        98.94
SET       9.400        98.97
SET       9.500        99.01
SET       9.600        99.04
SET       9.700        99.10
SET       9.800        99.12
SET       9.900        99.15
SET      10.000        99.34
SET      11.000        99.59
SET      12.000        99.63
SET      13.000        99.71
SET      14.000        99.74
SET      15.000        99.75
SET      16.000        99.78
SET      17.000        99.82
SET      18.000        99.84
SET      19.000        99.85
SET      21.000        99.87
SET      22.000        99.88
SET      23.000        99.91
SET      26.000        99.92
SET      27.000        99.93
SET      34.000        99.99
SET      37.000       100.00
---
GET       1.800         0.05
GET       1.900         0.40
GET       2.000         1.39
GET       2.100         3.50
GET       2.200         6.70
