1         Threads
1         Connections per thread
60        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec
------------------------------------------------------------------------
Sets         174.34          ---          ---      3.25100       181.22
Gets         174.32       173.86         0.47      2.46700       182.66
Waits          0.00          ---          ---      0.00000          ---
Totals       348.66       173.86         0.47      2.85900       363.87


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       2.300         0.13
SET       2.400         1.15
SET       2.500         4.79
SET       2.600        12.06
SET       2.700        21.24
SET       2.800        31.55
SET       2.900        41.75
SET       3.000        51.74
SET       3.100        59.96
SET       3.200        66.93
SET       3.300        72.76
SET       3.400        77.69
SET       3.500        81.67
SET       3.600        84.60
SET       3.700        87.14
SET       3.800        88.98
SET       3.900        90.41
SET       4.000        92.25
SET       4.100        93.17
SET       4.200        93.91
SET       4.300        94.63
SET       4.400        95.20
SET       4.500        95.51
SET       4.600        95.98
SET       4.700        96.32
SET       4.800        96.61
SET       4.900        96.85
SET       5.000        97.07
SET       5.100        97.32
SET       5.200        97.48
SET       5.300        97.64
SET       5.400        97.68
SET       5.500        97.80
SET       5.600        97.92
SET       5.700        98.00
SET       5.800        98.14
SET       5.900        98.25
SET       6.000        98.35
SET       6.100        98.42
SET       6.200        98.50
SET       6.300        98.56
SET       6.400        98.62
SET       6.500        98.71
SET       6.600        98.77
SET       6.700        98.82
SET       6.800        98.91
SET       6.900        98.95
SET       7.000        98.98
SET       7.100        99.02
SET       7.300        99.03
SET       7.400        99.05
SET       7.500        99.06
SET       7.600        99.11
SET       7.700        99.16
SET       7.800        99.17
SET       7.900        99.19
SET       8.000        99.22
SET       8.100        99.25
SET       8.200        99.26
SET       8.300        99.27
SET       8.400        99.30
SET       8.600        99.35
SET       8.700        99.36
SET       8.800        99.38
SET       8.900        99.40
SET       9.000        99.44
SET       9.100        99.46
SET       9.200        99.47
SET       9.300        99.49
SET       9.400        99.51
SET       9.500        99.55
SET       9.600        99.57
SET       9.700        99.58
SET       9.800        99.59
SET       9.900        99.60
SET      10.000        99.66
SET      11.000        99.74
SET      12.000        99.80
SET      13.000        99.86
SET      14.000        99.88
SET      15.000        99.89
SET      16.000        99.92
SET      19.000        99.93
SET      21.000        99.94
SET      22.000        99.95
SET      23.000        99.96
SET      24.000        99.97
SET      33.000        99.98
SET      34.000       100.00
---
GET       0.430         0.02
GET       0.450         0.03
GET       0.460         0.06
GET       0.480         0.08
GET       0.490         0.14
GET       0.500         0.18
GET       0.510         0.30
GET       0.520         0.37
GET       0.530         0.45
GET       0.540         0.53
GET       0.550         0.61
GET       0.560         0.69
GET       0.570         0.87
GET       0.580         0.95
GET       0.590         1.08
GET       0.600         1.25
GET       0.610         1.40
GET       0.620         1.65
GET       0.630         1.89
GET       0.640         2.11
GET       0.650         2.33
GET       0.660         2.60
GET       0.670         2.81
GET       0.680         3.06
GET       0.690         3.30
GET       0.700         3.55
GET       0.710         3.80
GET       0.720         4.15
GET       0.730         4.46
GET       0.740         4.67
GET       0.750         4.93
GET       0.760         5.20
GET       0.770         5.44
GET       0.780         5.81
GET       0.790         6.10
GET       0.800         6.34
GET       0.810         6.77
GET       0.820         7.12
GET       0.830         7.51
GET       0.840         7.83
GET       0.850         8.22
GET       0.860         8.59
GET       0.870         8.90
GET       0.880         9.21
GET       0.890         9.57
GET       0.900         9.95
GET       0.910        10.33
GET       0.920        10.63
GET       0.930        10.93
GET       0.940        11.25
GET       0.950        11.60
GET       0.960        12.07
GET       0.970        12.47
GET       0.980        12.85
GET       0.990        13.31
GET       1.000        15.31
GET       1.100        18.54
GET       1.200        21.70
GET       1.300        24.17
GET       1.400        26.48
GET       1.500        28.44
GET       1.600        30.18
GET       1.700        31.79
GET       1.800        33.03
GET       1.900        34.03
GET       2.000        34.95
GET       2.100        35.57
GET       2.200        35.98
GET       2.300        36.63
GET       2.400        38.10
GET       2.500        41.89
GET       2.600        46.99
GET       2.700        52.76
GET       2.800        59.23
GET       2.900        65.05
GET       3.000        71.13
GET       3.100        76.00
GET       3.200        80.29
GET       3.300        83.90
GET       3.400        86.97
GET       3.500        88.88
GET       3.600        90.80
GET       3.700        92.32
GET       3.800        93.48
GET       3.900        94.52
GET       4.000        95.47
GET       4.100        96.07
GET       4.200        96.60
GET       4.300        97.01
GET       4.400        97.44
GET       4.500        97.65
GET       4.600        97.88
GET       4.700        98.02
GET       4.800        98.11
GET       4.900        98.23
GET       5.000        98.37
GET       5.100        98.44
GET       5.200        98.52
GET       5.300        98.58
GET       5.400        98.64
GET       5.500        98.69
GET       5.600        98.75
GET       5.700        98.81
GET       5.800        98.91
GET       5.900        98.96
GET       6.000        99.01
GET       6.100        99.07
GET       6.200        99.11
GET       6.300        99.17
GET       6.400        99.20
GET       6.500        99.24
GET       6.600        99.25
GET       6.700        99.32
GET       6.800        99.35
GET       6.900        99.39
GET       7.000        99.40
GET       7.100        99.46
GET       7.200        99.48
GET       7.300        99.50
GET       7.400        99.51
GET       7.500        99.52
GET       7.600        99.54
GET       7.700        99.56
GET       7.800        99.58
GET       7.900        99.59
GET       8.000        99.62
GET       8.200        99.64
GET       8.400        99.65
GET       8.500        99.67
GET       8.600        99.71
GET       8.700        99.72
GET       8.900        99.74
GET       9.100        99.75
GET       9.200        99.77
GET       9.300        99.78
GET       9.400        99.79
GET       9.500        99.80
GET       9.700        99.82
GET       9.800        99.83
GET      10.000        99.87
GET      11.000        99.90
GET      12.000        99.92
GET      13.000        99.95
GET      14.000        99.96
GET      15.000        99.97
GET      16.000        99.98
GET      18.000        99.99
GET      22.000       100.00
---
1         Threads
1         Connections per thread
60        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec
------------------------------------------------------------------------
Sets         167.13          ---          ---      3.32700       173.72
Gets         167.13       500.00         1.38      2.63500       522.05
Waits          0.00          ---          ---      0.00000          ---
Totals       334.26       500.00         1.38      2.98100       695.77


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       2.300         0.08
SET       2.400         0.93
SET       2.500         3.60
SET       2.600         9.40
SET       2.700        17.54
SET       2.800        26.79
SET       2.900        36.67
SET       3.000        46.01
SET       3.100        54.07
SET       3.200        61.64
SET       3.300        68.14
SET       3.400        73.90
SET       3.500        78.55
SET       3.600        82.36
SET       3.700        85.63
SET       3.800        88.04
SET       3.900        90.03
SET       4.000        91.58
SET       4.100        92.75
SET       4.200        93.80
SET       4.300        94.52
SET       4.400        94.96
SET       4.500        95.55
SET       4.600        95.96
SET       4.700        96.30
SET       4.800        96.56
SET       4.900        96.82
SET       5.000        97.06
SET       5.100        97.27
SET       5.200        97.44
SET       5.300        97.63
SET       5.400        97.71
SET       5.500        97.83
SET       5.600        97.90
SET       5.700        98.00
SET       5.800        98.10
SET       5.900        98.21
SET       6.000        98.28
SET       6.100        98.35
SET       6.200        98.39
SET       6.300        98.44
SET       6.400        98.47
SET       6.500        98.54
SET       6.600        98.57
SET       6.700        98.61
SET       6.800        98.66
SET       6.900        98.72
SET       7.000        98.79
SET       7.100        98.84
SET       7.200        98.87
SET       7.300        98.93
SET       7.400        98.94
SET       7.500        98.96
SET       7.600        99.02
SET       7.700        99.05
SET       7.800        99.06
SET       7.900        99.09
SET       8.000        99.12
SET       8.100        99.13
SET       8.200        99.14
SET       8.300        99.18
SET       8.500        99.23
SET       8.600        99.24
SET       8.700        99.25
SET       8.800        99.28
SET       8.900        99.30
SET       9.000        99.36
SET       9.100        99.37
SET       9.300        99.40
SET       9.400        99.41
SET       9.500        99.43
SET       9.600        99.44
SET       9.700        99.47
SET       9.800        99.48
SET       9.900        99.50
SET      10.000        99.57
SET      11.000        99.66
SET      12.000        99.70
SET      13.000        99.75
SET      14.000        99.76
