1         Threads
1         Connections per thread
60        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec
------------------------------------------------------------------------
Sets         175.50          ---          ---      3.24700       182.42
Gets         175.48       175.13         0.35      2.43400       183.99
Waits          0.00          ---          ---      0.00000          ---
Totals       350.98       175.13         0.35      2.84000       366.41


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       2.200         0.01
SET       2.300         0.13
SET       2.400         1.29
SET       2.500         5.77
SET       2.600        13.51
SET       2.700        22.79
SET       2.800        32.86
SET       2.900        42.67
SET       3.000        52.02
SET       3.100        60.25
SET       3.200        66.71
SET       3.300        72.50
SET       3.400        77.48
SET       3.500        81.12
SET       3.600        84.46
SET       3.700        87.00
SET       3.800        88.98
SET       3.900        90.95
SET       4.000        92.28
SET       4.100        93.36
SET       4.200        94.27
SET       4.300        94.89
SET       4.400        95.35
SET       4.500        95.78
SET       4.600        96.13
SET       4.700        96.36
SET       4.800        96.63
SET       4.900        96.85
SET       5.000        97.17
SET       5.100        97.35
SET       5.200        97.49
SET       5.300        97.62
SET       5.400        97.75
SET       5.500        97.83
SET       5.600        97.89
SET       5.700        98.00
SET       5.800        98.11
SET       5.900        98.24
SET       6.000        98.33
SET       6.100        98.42
SET       6.200        98.49
SET       6.300        98.54
SET       6.400        98.58
SET       6.500        98.62
SET       6.600        98.69
SET       6.700        98.72
SET       6.800        98.76
SET       6.900        98.89
SET       7.000        98.91
SET       7.100        98.96
SET       7.200        99.02
SET       7.300        99.07
SET       7.400        99.09
SET       7.500        99.10
SET       7.600        99.13
SET       7.700        99.15
SET       7.800        99.17
SET       7.900        99.21
SET       8.000        99.25
SET       8.100        99.28
SET       8.200        99.32
SET       8.300        99.34
SET       8.400        99.36
SET       8.500        99.41
SET       8.600        99.45
SET       8.700        99.46
SET       8.800        99.52
SET       9.000        99.55
SET       9.100        99.57
SET       9.200        99.58
SET       9.400        99.59
SET       9.500        99.60
SET       9.600        99.65
SET       9.700        99.67
SET      10.000        99.72
SET      11.000        99.79
SET      12.000        99.84
SET      15.000        99.85
SET      16.000        99.89
SET      17.000        99.90
SET      19.000        99.91
SET      22.000        99.93
SET      24.000        99.95
SET      34.000        99.96
SET      35.000        99.97
SET      39.000        99.99
SET      42.000       100.00
---
GET       0.440         0.03
GET       0.460         0.08
GET       0.470         0.09
GET       0.480         0.13
GET       0.490         0.15
GET       0.500         0.19
GET       0.510         0.27
GET       0.520         0.32
GET       0.530         0.42
GET       0.540         0.47
GET       0.550         0.58
GET       0.560         0.75
GET       0.570         0.83
GET       0.580         0.94
GET       0.590         1.08
GET       0.600         1.28
GET       0.610         1.48
GET       0.620         1.72
GET       0.630         1.86
GET       0.640         2.03
GET       0.650         2.20
GET       0.660         2.35
GET       0.670         2.57
GET       0.680         2.78
GET       0.690         3.02
GET       0.700         3.26
GET       0.710         3.53
GET       0.720         3.82
GET       0.730         4.06
GET       0.740         4.37
GET       0.750         4.74
GET       0.760         5.06
GET       0.770         5.39
GET       0.780         5.80
GET       0.790         6.24
GET       0.800         6.68
GET       0.810         7.24
GET       0.820         7.72
GET       0.830         8.12
GET       0.840         8.55
GET       0.850         8.85
GET       0.860         9.17
GET       0.870         9.54
GET       0.880         9.90
GET       0.890        10.30
GET       0.900        10.76
GET       0.910        11.24
GET       0.920        11.68
GET       0.930        12.13
GET       0.940        12.59
GET       0.950        13.02
GET       0.960        13.50
GET       0.970        13.92
GET       0.980        14.33
GET       0.990        14.82
GET       1.000        16.94
GET       1.100        20.48
GET       1.200        24.02
GET       1.300        26.95
GET       1.400        29.04
GET       1.500        31.16
GET       1.600        32.59
GET       1.700        33.96
GET       1.800        34.97
GET       1.900        35.73
GET       2.000        36.53
GET       2.100        37.00
GET       2.200        37.45
GET       2.300        38.14
GET       2.400        39.79
GET       2.500        43.28
GET       2.600        48.64
GET       2.700        54.54
GET       2.800        60.92
GET       2.900        66.78
GET       3.000        72.24
GET       3.100        76.69
GET       3.200        80.55
GET       3.300        83.51
GET       3.400        86.74
GET       3.500        88.97
GET       3.600        90.84
GET       3.700        92.56
GET       3.800        93.80
GET       3.900        94.68
GET       4.000        95.50
GET       4.100        96.07
GET       4.200        96.45
GET       4.300        96.79
GET       4.400        97.26
GET       4.500        97.60
GET       4.600        97.75
GET       4.700        97.96
GET       4.800        98.13
GET       4.900        98.23
GET       5.000        98.43
GET       5.100        98.56
GET       5.200        98.61
GET       5.300        98.67
GET       5.400        98.71
GET       5.500        98.77
GET       5.600        98.84
GET       5.700        98.86
GET       5.800        98.96
GET       5.900        99.00
GET       6.000        99.04
GET       6.100        99.11
GET       6.200        99.14
GET       6.300        99.16
GET       6.400        99.18
GET       6.500        99.24
GET       6.600        99.26
GET       6.700        99.29
GET       6.800        99.34
GET       6.900        99.34
GET       7.000        99.37
GET       7.100        99.38
GET       7.200        99.39
GET       7.500        99.40
GET       7.600        99.43
GET       7.700        99.45
GET       7.800        99.48
GET       7.900        99.51
GET       8.000        99.54
GET       8.100        99.57
GET       8.200        99.58
GET       8.300        99.59
GET       8.400        99.60
GET       8.600        99.61
GET       8.700        99.63
GET       8.800        99.67
GET       8.900        99.70
GET       9.100        99.71
GET       9.200        99.72
GET       9.400        99.72
GET       9.500        99.73
GET       9.600        99.75
GET       9.700        99.77
GET       9.800        99.78
GET       9.900        99.80
GET      10.000        99.81
GET      11.000        99.90
GET      12.000        99.91
GET      14.000        99.95
GET      20.000        99.96
GET      21.000        99.97
GET      29.000        99.98
GET      35.000       100.00
---
1         Threads
1         Connections per thread
60        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec
------------------------------------------------------------------------
Sets         169.85          ---          ---      3.29000       176.55
Gets         169.83       508.41         1.08      2.57900       530.83
Waits          0.00          ---          ---      0.00000          ---
Totals       339.68       508.41         1.08      2.93400       707.38


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       2.200         0.01
SET       2.300         0.14
SET       2.400         1.19
SET       2.500         4.68
SET       2.600        11.61
SET       2.700        19.94
SET       2.800        29.09
SET       2.900        38.31
SET       3.000        48.03
SET       3.100        56.23
SET       3.200        63.31
SET       3.300        69.95
SET       3.400        74.68
SET       3.500        79.03
SET       3.600        82.48
SET       3.700        85.15
SET       3.800        87.51
SET       3.900        89.35
SET       4.000        91.27
SET       4.100        92.51
SET       4.200        93.55
SET       4.300        94.25
SET       4.400        94.89
SET       4.500        95.34
SET       4.600        95.86
SET       4.700        96.17
SET       4.800        96.37
SET       4.900        96.60
SET       5.000        96.81
SET       5.100        97.02
SET       5.200        97.34
SET       5.300        97.51
SET       5.400        97.64
SET       5.500        97.69
SET       5.600        97.80
SET       5.700        97.92
SET       5.800        98.01
SET       5.900        98.12
SET       6.000        98.25
SET       6.100        98.34
SET       6.200        98.46
SET       6.300        98.54
SET       6.400        98.62
SET       6.500        98.65
SET       6.600        98.69
SET       6.700        98.71
SET       6.800        98.78
SET       6.900        98.80
SET       7.000        98.84
SET       7.100        98.87
SET       7.200        98.91
SET       7.300        98.97
SET       7.400        99.01
SET       7.500        99.02
SET       7.600        99.07
SET       7.700        99.09
SET       7.800        99.12
SET       7.900        99.13
SET       8.000        99.15
SET       8.100        99.17
SET       8.200        99.19
SET       8.300        99.20
SET       8.400        99.24
SET       8.500        99.26
SET       8.600        99.27
SET       8.700        99.30
SET       8.800        99.31
SET       8.900        99.38
SET       9.100        99.42
SET       9.200        99.47
SET       9.300        99.51
SET       9.400        99.53
SET       9.500        99.54
SET       9.600        99.60
SET       9.700        99.65
SET       9.800        99.66
SET      10.000        99.72
SET      11.000        99.80
SET      12.000        99.85
SET      13.000        99.88
SET      14.000        99.89
SET      16.000        99.91
SET      17.000        99.92
SET      19.000        99.93
SET      20.000        99.94
SET      23.000        99.95
SET      24.000        99.96
SET      29.000        99.97
SET      31.000        99.98
SET      35.000       100.00
---
GET       0.520         0.01
GET       0.530         0.05
GET       0.540         0.07
GET       0.550         0.10
GET       0.560         0.13
GET       0.570         0.14
GET       0.580         0.16
GET       0.590         0.19
GET       0.600         0.26
GET       0.610         0.28
GET       0.620         0.36
GET       0.630         0.42
GET       0.640         0.49
GET       0.650         0.60
GET       0.660         0.72
GET       0.670         0.90
GET       0.680         1.02
GET       0.690         1.12
