1         Threads
1         Connections per thread
60        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec
------------------------------------------------------------------------
Sets         129.07          ---          ---      4.47600       134.16
Gets         129.07       128.77         0.30      3.25400       135.28
Waits          0.00          ---          ---      0.00000          ---
Totals       258.13       128.77         0.30      3.86500       269.44


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       3.200         0.01
SET       3.300         0.26
SET       3.400         1.37
SET       3.500         4.31
SET       3.600         9.12
SET       3.700        15.51
SET       3.800        22.49
SET       3.900        30.63
SET       4.000        38.89
SET       4.100        46.16
SET       4.200        53.18
SET       4.300        58.96
SET       4.400        64.13
SET       4.500        68.75
SET       4.600        72.84
SET       4.700        76.47
SET       4.800        79.62
SET       4.900        82.45
SET       5.000        85.40
SET       5.100        87.22
SET       5.200        88.70
SET       5.300        89.95
SET       5.400        90.95
SET       5.500        91.97
SET       5.600        93.01
SET       5.700        93.71
SET       5.800        94.31
SET       5.900        94.82
SET       6.000        95.39
SET       6.100        95.70
SET       6.200        96.04
SET       6.300        96.40
SET       6.400        96.72
SET       6.500        96.99
SET       6.600        97.17
SET       6.700        97.37
SET       6.800        97.47
SET       6.900        97.60
SET       7.000        97.75
SET       7.100        97.87
SET       7.200        97.96
SET       7.300        98.10
SET       7.400        98.19
SET       7.500        98.31
SET       7.600        98.33
SET       7.700        98.44
SET       7.800        98.49
SET       7.900        98.61
SET       8.000        98.70
SET       8.100        98.73
SET       8.200        98.81
SET       8.300        98.82
SET       8.400        98.86
SET       8.500        98.94
SET       8.600        99.04
SET       8.700        99.08
SET       8.800        99.13
SET       8.900        99.15
SET       9.000        99.17
SET       9.100        99.19
SET       9.200        99.20
SET       9.300        99.25
SET       9.400        99.26
SET       9.500        99.30
SET       9.600        99.33
SET       9.700        99.34
SET       9.800        99.35
SET       9.900        99.37
SET      10.000        99.51
SET      11.000        99.63
SET      12.000        99.66
SET      13.000        99.73
SET      15.000        99.81
SET      16.000        99.83
SET      17.000        99.85
SET      25.000        99.87
SET      27.000        99.90
SET      28.000        99.92
SET      31.000        99.95
SET      32.000        99.97
SET      39.000        99.99
SET      46.000       100.00
---
GET       1.700         0.09
GET       1.800         0.74
GET       1.900         2.66
GET       2.000         5.95
GET       2.100        10.77
GET       2.200        15.79
GET       2.300        21.10
GET       2.400        25.83
GET       2.500        31.06
GET       2.600        35.54
GET       2.700        39.33
GET       2.800        43.00
GET       2.900        46.29
GET       3.000        49.46
GET       3.100        52.14
GET       3.200        54.86
GET       3.300        57.83
GET       3.400        61.03
GET       3.500        64.44
GET       3.600        68.05
GET       3.700        71.85
GET       3.800        75.41
GET       3.900        78.58
GET       4.000        81.97
GET       4.100        84.17
GET       4.200        86.08
GET       4.300        88.03
GET       4.400        89.81
GET       4.500        91.35
GET       4.600        92.55
GET       4.700        93.56
GET       4.800        94.38
GET       4.900        95.12
GET       5.000        95.78
GET       5.100        96.32
GET       5.200        96.73
GET       5.300        97.04
GET       5.400        97.42
GET       5.500        97.73
GET       5.600        97.95
GET       5.700        98.18
GET       5.800        98.33
GET       5.900        98.44
GET       6.000        98.54
GET       6.100        98.64
GET       6.200        98.75
GET       6.300        98.81
GET       6.400        98.92
GET       6.500        98.98
GET       6.600        99.10
GET       6.700        99.15
GET       6.800        99.17
GET       6.900        99.23
GET       7.000        99.30
GET       7.100        99.35
GET       7.200        99.41
GET       7.300        99.43
GET       7.400        99.44
GET       7.600        99.47
GET       7.700        99.50
GET       7.800        99.52
GET       8.100        99.54
GET       8.200        99.56
GET       8.300        99.57
GET       8.500        99.59
GET       8.600        99.60
GET       8.700        99.61
GET       8.800        99.63
GET       8.900        99.65
GET       9.100        99.66
