1         Threads
1         Connections per thread
60        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec
------------------------------------------------------------------------
Sets         128.99          ---          ---      4.47600       134.08
Gets         128.98       127.19         1.78      3.25800       133.66
Waits          0.00          ---          ---      0.00000          ---
Totals       257.97       127.19         1.78      3.86700       267.74


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       3.200         0.01
SET       3.300         0.18
SET       3.400         1.56
SET       3.500         4.88
SET       3.600         9.91
SET       3.700        16.50
SET       3.800        23.75
SET       3.900        31.67
SET       4.000        39.92
SET       4.100        47.09
SET       4.200        53.75
SET       4.300        59.15
SET       4.400        64.46
SET       4.500        69.39
SET       4.600        73.48
SET       4.700        76.71
SET       4.800        80.16
SET       4.900        83.10
SET       5.000        85.57
SET       5.100        87.44
SET       5.200        89.07
SET       5.300        90.39
SET       5.400        91.56
SET       5.500        92.53
SET       5.600        93.37
SET       5.700        93.99
SET       5.800        94.69
SET       5.900        95.17
SET       6.000        95.78
SET       6.100        96.25
SET       6.200        96.56
SET       6.300        96.77
SET       6.400        96.96
SET       6.500        97.22
SET       6.600        97.42
SET       6.700        97.57
SET       6.800        97.69
SET       6.900        97.83
SET       7.000        97.96
SET       7.100        98.00
SET       7.200        98.06
SET       7.300        98.15
SET       7.400        98.22
SET       7.500        98.31
SET       7.600        98.32
SET       7.700        98.36
SET       7.800        98.40
SET       7.900        98.45
SET       8.000        98.54
SET       8.100        98.62
SET       8.200        98.67
SET       8.300        98.70
SET       8.400        98.72
SET       8.500        98.76
SET       8.600        98.80
SET       8.700        98.85
SET       8.800        98.88
SET       8.900        98.90
SET       9.000        98.93
SET       9.100        98.95
SET       9.200        98.98
SET       9.300        99.02
SET       9.500        99.06
SET       9.700        99.11
SET       9.800        99.15
SET       9.900        99.16
SET      10.000        99.28
SET      11.000        99.38
SET      12.000        99.53
SET      13.000        99.56
SET      14.000        99.60
SET      15.000        99.63
SET      16.000        99.68
SET      17.000        99.72
SET      18.000        99.74
SET      19.000        99.75
SET      20.000        99.78
SET      21.000        99.79
SET      22.000        99.82
SET      23.000        99.88
SET      24.000        99.91
SET      26.000        99.92
SET      30.000        99.94
SET      32.000        99.95
SET      33.000        99.96
SET      35.000        99.99
SET      39.000       100.00
---
GET       1.700         0.06
GET       1.800         0.65
GET       1.900         2.66
GET       2.000         5.84
GET       2.100        10.94
GET       2.200        16.60
GET       2.300        22.55
GET       2.400        27.61
GET       2.500        33.05
GET       2.600        37.33
GET       2.700        41.13
GET       2.800        44.77
GET       2.900        47.81
GET       3.000        50.60
GET       3.100        53.03
GET       3.200        55.63
GET       3.300        58.55
GET       3.400        61.47
GET       3.500        64.87
GET       3.600        68.59
GET       3.700        72.04
GET       3.800        75.35
GET       3.900        78.77
GET       4.000        81.92
GET       4.100        84.48
GET       4.200        86.46
GET       4.300        88.11
GET       4.400        89.74
GET       4.500        91.07
GET       4.600        92.36
GET       4.700        93.32
GET       4.800        94.11
GET       4.900        94.87
GET       5.000        95.52
GET       5.100        96.02
GET       5.200        96.34
GET       5.300        96.73
GET       5.400        97.09
GET       5.500        97.34
GET       5.600        97.62
GET       5.700        97.80
GET       5.800        97.93
GET       5.900        98.07
GET       6.000        98.19
GET       6.100        98.28
GET       6.200        98.36
GET       6.300        98.46
GET       6.400        98.55
GET       6.500        98.67
GET       6.600        98.72
GET       6.700        98.82
GET       6.800        98.89
GET       6.900        98.93
GET       7.000        99.02
GET       7.100        99.07
GET       7.300        99.12
GET       7.400        99.15
GET       7.500        99.19
GET       7.800        99.24
GET       7.900        99.29
GET       8.100        99.30
GET       8.300        99.34
GET       8.400        99.35
GET       8.500        99.38
GET       8.700        99.39
