1         Threads
1         Connections per thread
60        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec
------------------------------------------------------------------------
Sets         184.16          ---          ---      3.02900       191.42
Gets         184.16       183.79         0.37      2.38400       193.09
Waits          0.00          ---          ---      0.00000          ---
Totals       368.32       183.79         0.37      2.70600       384.52


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       1.900         0.01
SET       2.000         0.09
SET       2.100         1.89
SET       2.200         6.77
SET       2.300        14.41
SET       2.400        22.73
SET       2.500        31.89
SET       2.600        40.52
SET       2.700        48.13
SET       2.800        55.15
SET       2.900        61.20
SET       3.000        66.31
SET       3.100        71.00
SET       3.200        74.90
SET       3.300        78.48
SET       3.400        81.21
SET       3.500        83.68
SET       3.600        85.84
SET       3.700        87.67
SET       3.800        89.19
SET       3.900        90.63
SET       4.000        91.82
SET       4.100        92.70
SET       4.200        93.48
SET       4.300        94.24
SET       4.400        94.91
SET       4.500        95.50
SET       4.600        95.88
SET       4.700        96.28
SET       4.800        96.63
SET       4.900        96.88
SET       5.000        97.11
SET       5.100        97.32
SET       5.200        97.50
SET       5.300        97.70
SET       5.400        97.90
SET       5.500        98.11
SET       5.600        98.20
SET       5.700        98.27
SET       5.800        98.43
SET       5.900        98.50
SET       6.000        98.60
SET       6.100        98.70
SET       6.200        98.78
SET       6.300        98.84
SET       6.400        98.90
SET       6.500        98.95
SET       6.600        99.02
SET       6.700        99.07
SET       6.800        99.10
SET       6.900        99.15
SET       7.000        99.19
SET       7.100        99.22
SET       7.200        99.27
SET       7.300        99.32
SET       7.400        99.35
SET       7.500        99.37
SET       7.600        99.38
SET       7.700        99.39
SET       7.900        99.44
SET       8.000        99.48
SET       8.100        99.49
SET       8.200        99.50
SET       8.300        99.53
SET       8.400        99.54
SET       8.500        99.57
SET       8.600        99.58
SET       8.700        99.59
SET       8.800        99.63
SET       9.000        99.64
SET       9.100        99.65
SET       9.300        99.67
SET       9.400        99.67
SET       9.500        99.68
SET       9.600        99.69
SET       9.700        99.71
SET       9.900        99.74
SET      10.000        99.78
SET      11.000        99.80
SET      12.000        99.83
SET      13.000        99.86
SET      14.000        99.87
SET      17.000        99.89
SET      21.000        99.90
SET      22.000        99.93
SET      25.000        99.94
SET      27.000        99.95
SET      29.000        99.95
SET      30.000        99.96
SET      32.000        99.97
SET      33.000        99.98
SET      34.000        99.99
SET      36.000       100.00
---
GET       0.420         0.01
GET       0.430         0.02
GET       0.440         0.04
GET       0.450         0.05
GET       0.460         0.08
GET       0.470         0.13
GET       0.480         0.19
GET       0.490         0.28
GET       0.500         0.34
GET       0.510         0.40
GET       0.520         0.46
GET       0.530         0.52
GET       0.540         0.62
GET       0.550         0.68
GET       0.560         0.77
GET       0.570         0.83
GET       0.580         0.97
GET       0.590         1.08
GET       0.600         1.20
GET       0.610         1.32
GET       0.620         1.48
GET       0.630         1.57
GET       0.640         1.70
GET       0.650         1.91
GET       0.660         2.02
GET       0.670         2.14
GET       0.680         2.27
GET       0.690         2.47
GET       0.700         2.69
GET       0.710         2.81
GET       0.720         3.00
GET       0.730         3.17
GET       0.740         3.37
GET       0.750         3.65
GET       0.760         3.82
GET       0.770         4.05
GET       0.780         4.26
GET       0.790         4.55
GET       0.800         4.87
GET       0.810         5.09
GET       0.820         5.35
GET       0.830         5.65
GET       0.840         5.85
GET       0.850         6.05
GET       0.860         6.28
GET       0.870         6.49
GET       0.880         6.71
GET       0.890         7.00
GET       0.900         7.19
GET       0.910         7.38
GET       0.920         7.58
GET       0.930         7.77
GET       0.940         7.98
GET       0.950         8.20
GET       0.960         8.41
GET       0.970         8.71
GET       0.980         8.96
GET       0.990         9.18
GET       1.000        10.41
GET       1.100        12.41
GET       1.200        14.32
GET       1.300        15.95
GET       1.400        17.31
GET       1.500        18.50
GET       1.600        19.41
GET       1.700        20.25
GET       1.800        21.77
GET       1.900        24.81
GET       2.000        29.20
GET       2.100        34.36
GET       2.200        41.16
GET       2.300        48.54
GET       2.400        55.61
GET       2.500        62.01
GET       2.600        67.72
GET       2.700        72.71
GET       2.800        76.92
GET       2.900        80.30
GET       3.000        83.57
GET       3.100        86.02
GET       3.200        88.25
GET       3.300        89.95
GET       3.400        91.28
GET       3.500        92.45
GET       3.600        93.54
GET       3.700        94.42
GET       3.800        95.16
GET       3.900        95.96
GET       4.000        96.45
GET       4.100        96.93
GET       4.200        97.40
GET       4.300        97.71
GET       4.400        97.95
GET       4.500        98.17
GET       4.600        98.31
GET       4.700        98.42
GET       4.800        98.51
GET       4.900        98.71
GET       5.000        98.78
GET       5.100        98.87
GET       5.200        98.93
GET       5.300        99.00
GET       5.400        99.07
GET       5.500        99.10
GET       5.600        99.14
GET       5.700        99.19
GET       5.800        99.25
GET       5.900        99.29
GET       6.000        99.35
GET       6.100        99.37
GET       6.200        99.39
GET       6.300        99.40
GET       6.400        99.47
GET       6.500        99.49
GET       6.600        99.52
GET       6.700        99.53
GET       6.800        99.54
GET       6.900        99.55
GET       7.000        99.57
GET       7.100        99.58
GET       7.200        99.60
GET       7.400        99.62
GET       7.600        99.65
GET       7.700        99.66
GET       7.800        99.67
GET       7.900        99.68
GET       8.000        99.70
GET       8.100        99.72
GET       8.300        99.73
GET       8.600        99.75
GET       8.700        99.76
GET       8.800        99.78
GET       9.000        99.80
GET       9.100        99.81
GET       9.500        99.82
GET      10.000        99.83
GET      11.000        99.87
GET      12.000        99.89
GET      14.000        99.93
GET      15.000        99.94
GET      16.000        99.95
GET      21.000        99.95
GET      28.000        99.96
GET      31.000        99.97
GET      32.000        99.98
GET      36.000        99.99
GET      44.000       100.00
---
1         Threads
1         Connections per thread
60        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec
------------------------------------------------------------------------
Sets         162.03          ---          ---      3.05700       168.42
Gets         162.02       485.06         0.98      3.09700       506.45
Waits          0.00          ---          ---      0.00000          ---
Totals       324.05       485.06         0.98      3.07700       674.87


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       1.900         0.01
SET       2.000         0.26
SET       2.100         1.97
SET       2.200         6.64
SET       2.300        14.28
SET       2.400        22.95
SET       2.500        32.13
SET       2.600        40.65
SET       2.700        48.19
SET       2.800        54.95
SET       2.900        60.69
SET       3.000        66.14
SET       3.100        70.69
SET       3.200        74.78
SET       3.300        78.08
SET       3.400        81.15
SET       3.500        83.50
SET       3.600        85.49
SET       3.700        87.33
SET       3.800        88.91
SET       3.900        90.28
SET       4.000        91.68
SET       4.100        92.88
SET       4.200        93.57
SET       4.300        94.23
SET       4.400        94.70
SET       4.500        95.22
SET       4.600        95.58
SET       4.700        95.98
SET       4.800        96.21
SET       4.900        96.56
SET       5.000        96.74
SET       5.100        96.93
SET       5.200        97.19
SET       5.300        97.42
SET       5.400        97.53
SET       5.500        97.76
SET       5.600        97.87
SET       5.700        97.97
SET       5.800        98.03
SET       5.900        98.16
SET       6.000        98.25
SET       6.100        98.32
SET       6.200        98.41
SET       6.300        98.47
SET       6.400        98.55
SET       6.500        98.59
SET       6.600        98.64
SET       6.700        98.65
SET       6.800        98.76
SET       6.900        98.77
SET       7.000        98.80
SET       7.100        98.86
SET       7.200        98.93
SET       7.300        98.95
SET       7.400        98.98
SET       7.600        99.02
SET       7.700        99.04
SET       7.800        99.07
SET       7.900        99.09
SET       8.000        99.13
SET       8.100        99.16
SET       8.300        99.18
SET       8.400        99.20
SET       8.500        99.24
SET       8.600        99.30
SET       8.700        99.34
SET       8.800        99.39
SET       8.900        99.41
SET       9.000        99.45
SET       9.100        99.49
SET       9.200        99.53
SET       9.300        99.56
SET       9.400        99.57
SET       9.500        99.58
SET       9.600        99.59
SET       9.700        99.60
SET       9.800        99.61
SET      10.000        99.64
SET      11.000        99.70
SET      12.000        99.73
SET      13.000        99.76
SET      15.000        99.77
SET      16.000        99.80
SET      17.000        99.84
SET      18.000        99.86
SET      19.000        99.88
SET      20.000        99.89
SET      21.000        99.90
SET      23.000        99.91
SET      24.000        99.94
SET      25.000        99.95
SET      28.000        99.96
SET      33.000        99.97
SET      35.000        99.98
SET      36.000        99.99
SET      38.000       100.00
---
GET       2.000         0.09
GET       2.100         1.17
GET       2.200         4.96
GET       2.300        11.09
GET       2.400        18.99
GET       2.500        27.72
GET       2.600        36.61
GET       2.700        44.83
GET       2.800        51.82
GET       2.900        58.25
GET       3.000        64.10
GET       3.100        69.17
GET       3.200        73.08
GET       3.300        76.82
GET       3.400        79.67
GET       3.500        82.16
GET       3.600        84.62
GET       3.700        86.69
GET       3.800        88.42
GET       3.900        89.77
GET       4.000        91.10
GET       4.100        92.08
GET       4.200        92.79
GET       4.300        93.58
GET       4.400        94.23
GET       4.500        94.72
GET       4.600        95.24
GET       4.700        95.80
GET       4.800        96.15
GET       4.900        96.50
GET       5.000        96.72
GET       5.100        96.93
GET       5.200        97.14
GET       5.300        97.26
GET       5.400        97.36
GET       5.500        97.52
GET       5.600        97.63
GET       5.700        97.79
GET       5.800        97.91
GET       5.900        98.01
GET       6.000        98.08
GET       6.100        98.22
GET       6.200        98.27
GET       6.300        98.37
GET       6.400        98.54
GET       6.500        98.62
GET       6.600        98.69
GET       6.700        98.71
GET       6.800        98.76
GET       6.900        98.78
GET       7.000        98.79
GET       7.100        98.87
GET       7.200        98.91
GET       7.300        98.95
GET       7.400        98.99
GET       7.500        99.00
GET       7.600        99.01
GET       7.700        99.06
GET       7.800        99.07
GET       7.900        99.09
GET       8.100        99.14
GET       8.200        99.17
GET       8.300        99.18
GET       8.500        99.23
GET       8.600        99.24
GET       8.700        99.27
GET       8.800        99.28
GET       8.900        99.29
GET       9.000        99.31
GET       9.100        99.36
GET       9.200        99.38
GET       9.300        99.41
GET       9.400        99.45
GET       9.500        99.48
GET       9.600        99.52
GET       9.700        99.55
GET       9.900        99.57
GET      10.000        99.68
GET      11.000        99.76
GET      12.000        99.79
GET      13.000        99.80
GET      14.000        99.81
GET      15.000        99.85
GET      16.000        99.86
GET      17.000        99.89
GET      18.000        99.90
GET      21.000        99.91
GET      22.000        99.92
GET      23.000        99.94
GET      24.000        99.95
GET      25.000        99.96
GET      30.000        99.97
GET      34.000        99.98
GET      35.000        99.99
GET      36.000       100.00
---
1         Threads
1         Connections per thread
60        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec
------------------------------------------------------------------------
Sets         161.33          ---          ---      3.04800       167.69
Gets         161.31       965.54         2.35      3.13000      1006.53
Waits          0.00          ---          ---      0.00000          ---
Totals       322.65       965.54         2.35      3.08900      1174.22


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       2.000         0.19
SET       2.100         1.70
SET       2.200         6.35
SET       2.300        14.00
SET       2.400        23.01
SET       2.500        32.40
SET       2.600        41.50
SET       2.700        49.39
SET       2.800        57.12
SET       2.900        62.98
SET       3.000        67.89
SET       3.100        72.16
SET       3.200        76.07
SET       3.300        79.40
SET       3.400        82.22
SET       3.500        84.78
SET       3.600        86.79
SET       3.700        88.25
SET       3.800        89.54
SET       3.900        90.72
SET       4.000        91.89
SET       4.100        92.72
SET       4.200        93.27
SET       4.300        94.00
SET       4.400        94.60
SET       4.500        94.96
SET       4.600        95.38
SET       4.700        95.71
SET       4.800        95.94
SET       4.900        96.14
SET       5.000        96.43
SET       5.100        96.66
SET       5.200        96.88
SET       5.300        97.12
SET       5.400        97.29
SET       5.500        97.46
SET       5.600        97.61
SET       5.700        97.71
SET       5.800        97.82
SET       5.900        97.92
SET       6.000        98.03
SET       6.100        98.10
SET       6.200        98.13
SET       6.300        98.22
SET       6.400        98.29
SET       6.500        98.35
SET       6.600        98.40
SET       6.700        98.44
SET       6.800        98.45
SET       6.900        98.47
SET       7.000        98.49
SET       7.100        98.54
SET       7.200        98.58
SET       7.300        98.62
SET       7.400        98.63
SET       7.500        98.67
SET       7.600        98.70
SET       7.700        98.71
SET       7.800        98.75
SET       7.900        98.81
SET       8.000        98.86
SET       8.100        98.88
SET       8.200        98.89
SET       8.300        98.94
SET       8.400        98.96
SET       8.500        98.98
SET       8.600        98.99
SET       8.700        99.00
SET       8.800        99.06
SET       8.900        99.12
SET       9.000        99.14
SET       9.100        99.18
SET       9.200        99.20
SET       9.300        99.26
SET       9.400        99.29
SET       9.500        99.31
SET       9.600        99.32
SET       9.700        99.36
SET       9.800        99.41
SET       9.900        99.48
SET      10.000        99.62
SET      11.000        99.71
SET      12.000        99.76
SET      13.000        99.78
SET      14.000        99.81
SET      15.000        99.86
SET      16.000        99.90
SET      18.000        99.92
SET      21.000        99.93
SET      24.000        99.96
SET      31.000        99.97
SET      32.000        99.98
SET      35.000        99.99
SET      36.000       100.00
---
GET       2.100         0.29
GET       2.200         2.19
GET       2.300         6.99
GET       2.400        14.97
GET       2.500        24.41
GET       2.600        33.92
GET       2.700        42.63
GET       2.800        50.81
GET       2.900        57.73
GET       3.000        63.63
GET       3.100        69.03
GET       3.200        73.67
GET       3.300        77.39
GET       3.400        80.54
GET       3.500        83.39
GET       3.600        85.82
GET       3.700        87.90
GET       3.800        89.28
GET       3.900        90.55
GET       4.000        91.81
GET       4.100        92.57
GET       4.200        93.37
GET       4.300        94.02
GET       4.400        94.62
GET       4.500        94.97
GET       4.600        95.40
GET       4.700        95.69
GET       4.800        95.85
GET       4.900        96.12
GET       5.000        96.27
GET       5.100        96.51
GET       5.200        96.72
GET       5.300        96.94
GET       5.400        97.20
GET       5.500        97.34
GET       5.600        97.43
GET       5.700        97.60
GET       5.800        97.71
GET       5.900        97.85
GET       6.000        97.90
GET       6.100        98.00
GET       6.200        98.04
GET       6.300        98.13
GET       6.400        98.19
GET       6.500        98.24
GET       6.600        98.32
GET       6.700        98.39
GET       6.800        98.43
GET       6.900        98.49
GET       7.000        98.53
GET       7.100        98.58
GET       7.200        98.63
GET       7.300        98.66
GET       7.400        98.70
GET       7.500        98.73
GET       7.600        98.76
GET       7.700        98.80
GET       7.800        98.83
GET       7.900        98.88
GET       8.000        98.93
GET       8.100        98.95
GET       8.200        98.98
GET       8.300        98.99
GET       8.400        99.03
GET       8.500        99.04
GET       8.600        99.07
GET       8.700        99.08
GET       8.800        99.11
GET       8.900        99.12
GET       9.000        99.13
GET       9.100        99.16
GET       9.200        99.18
GET       9.400        99.21
GET       9.500        99.29
GET       9.600        99.36
GET       9.700        99.38
GET       9.800        99.44
GET       9.900        99.45
GET      10.000        99.62
GET      11.000        99.69
GET      12.000        99.72
GET      13.000        99.74
GET      14.000        99.79
GET      15.000        99.82
GET      16.000        99.83
GET      18.000        99.85
GET      19.000        99.87
GET      20.000        99.89
GET      21.000        99.91
GET      22.000        99.92
GET      26.000        99.93
GET      27.000        99.94
GET      28.000        99.95
GET      31.000        99.96
GET      34.000        99.97
GET      37.000        99.98
GET      43.000        99.99
GET      54.000       100.00
---
1         Threads
1         Connections per thread
60        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec
------------------------------------------------------------------------
Sets         158.13          ---          ---      3.09100       164.37
Gets         158.13      1418.65         4.53      3.21100      1478.13
Waits          0.00          ---          ---      0.00000          ---
Totals       316.26      1418.65         4.53      3.15100      1642.49


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       2.000         0.16
SET       2.100         1.88
SET       2.200         6.82
SET       2.300        14.64
SET       2.400        23.76
SET       2.500        32.97
SET       2.600        41.47
SET       2.700        49.63
SET       2.800        56.83
SET       2.900        62.64
SET       3.000        67.84
SET       3.100        72.09
SET       3.200        75.90
SET       3.300        79.08
SET       3.400        82.02
SET       3.500        84.39
SET       3.600        86.53
SET       3.700        88.03
SET       3.800        89.44
SET       3.900        90.68
SET       4.000        91.83
SET       4.100        92.40
SET       4.200        92.94
SET       4.300        93.52
SET       4.400        93.95
SET       4.500        94.31
SET       4.600        94.74
SET       4.700        95.09
SET       4.800        95.35
SET       4.900        95.60
SET       5.000        95.79
SET       5.100        95.95
SET       5.200        96.14
SET       5.300        96.26
SET       5.400        96.41
SET       5.500        96.59
SET       5.600        96.74
SET       5.700        96.86
SET       5.800        96.99
SET       5.900        97.09
SET       6.000        97.19
SET       6.100        97.28
SET       6.200        97.37
SET       6.300        97.46
SET       6.400        97.52
SET       6.500        97.63
SET       6.600        97.68
SET       6.700        97.70
SET       6.800        97.74
SET       6.900        97.78
SET       7.000        97.85
SET       7.100        97.86
SET       7.200        97.89
SET       7.300        97.97
SET       7.400        98.00
SET       7.500        98.06
SET       7.600        98.10
SET       7.700        98.17
SET       7.800        98.25
SET       7.900        98.30
SET       8.000        98.36
SET       8.100        98.41
SET       8.200        98.45
SET       8.300        98.46
SET       8.400        98.47
SET       8.500        98.49
SET       8.600        98.57
SET       8.700        98.64
SET       8.800        98.68
SET       8.900        98.71
SET       9.000        98.77
SET       9.100        98.83
SET       9.200        98.88
SET       9.300        98.91
SET       9.400        98.98
SET       9.500        99.03
SET       9.600        99.11
SET       9.700        99.21
SET       9.800        99.28
SET       9.900        99.37
SET      10.000        99.53
SET      11.000        99.62
SET      12.000        99.72
SET      13.000        99.76
SET      14.000        99.78
SET      15.000        99.82
SET      16.000        99.83
SET      17.000        99.85
SET      18.000        99.86
SET      19.000        99.88
SET      21.000        99.91
SET      22.000        99.94
SET      31.000        99.96
SET      34.000        99.97
SET      35.000        99.98
SET      36.000        99.99
SET      50.000       100.00
---
GET       2.100         0.12
GET       2.200         1.48
GET       2.300         5.21
GET       2.400        11.78
GET       2.500        20.44
GET       2.600        29.81
GET       2.700        38.45
GET       2.800        47.22
GET       2.900        54.14
