1         Threads
1         Connections per thread
60        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec
------------------------------------------------------------------------
Sets         120.67          ---          ---      4.89300       125.43
Gets         120.65       120.37         0.28      3.37800       126.46
Waits          0.00          ---          ---      0.00000          ---
Totals       241.31       120.37         0.28      4.13600       251.88


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       4.000         0.04
SET       4.100         0.91
SET       4.200         5.14
SET       4.300        13.95
SET       4.400        25.94
SET       4.500        38.33
SET       4.600        49.64
SET       4.700        58.74
SET       4.800        67.09
SET       4.900        73.47
SET       5.000        78.48
SET       5.100        82.21
SET       5.200        85.21
SET       5.300        87.17
SET       5.400        89.01
SET       5.500        90.35
SET       5.600        91.42
SET       5.700        92.31
SET       5.800        93.11
SET       5.900        93.84
SET       6.000        94.54
SET       6.100        95.08
SET       6.200        95.43
SET       6.300        95.91
SET       6.400        96.23
SET       6.500        96.51
SET       6.600        96.73
SET       6.700        96.98
SET       6.800        97.06
SET       6.900        97.28
SET       7.000        97.49
SET       7.100        97.64
SET       7.200        97.75
SET       7.300        97.87
SET       7.400        97.94
SET       7.500        98.09
SET       7.600        98.18
SET       7.700        98.27
SET       7.800        98.30
SET       7.900        98.38
SET       8.000        98.45
SET       8.100        98.52
SET       8.200        98.59
SET       8.300        98.63
SET       8.400        98.69
SET       8.500        98.74
SET       8.600        98.80
SET       8.700        98.81
SET       8.800        98.84
SET       8.900        98.85
SET       9.000        98.91
SET       9.100        98.94
SET       9.200        98.96
SET       9.300        99.01
SET       9.400        99.05
SET       9.500        99.06
SET       9.600        99.07
SET       9.700        99.13
SET       9.800        99.16
SET       9.900        99.21
SET      10.000        99.35
SET      11.000        99.56
SET      12.000        99.65
SET      13.000        99.77
SET      14.000        99.81
SET      15.000        99.83
SET      16.000        99.86
SET      17.000        99.90
SET      18.000        99.94
SET      21.000        99.96
SET      28.000        99.97
SET      31.000        99.99
SET      33.000       100.00
---
GET       2.200         0.14
GET       2.300         2.09
GET       2.400         8.12
GET       2.500        17.36
GET       2.600        27.32
GET       2.700        36.76
GET       2.800        44.90
GET       2.900        51.03
GET       3.000        56.07
GET       3.100        59.93
GET       3.200        63.30
GET       3.300        65.80
GET       3.400        67.95
GET       3.500        69.65
GET       3.600        70.89
GET       3.700        72.07
GET       3.800        72.95
GET       3.900        73.70
GET       4.000        74.43
GET       4.100        75.18
GET       4.200        76.88
GET       4.300        79.75
GET       4.400        82.69
GET       4.500        85.50
GET       4.600        87.95
GET       4.700        90.07
GET       4.800        91.73
GET       4.900        93.15
GET       5.000        94.34
GET       5.100        95.19
GET       5.200        96.10
GET       5.300        96.77
GET       5.400        97.18
GET       5.500        97.43
GET       5.600        97.55
GET       5.700        97.80
GET       5.800        98.05
GET       5.900        98.20
GET       6.000        98.36
GET       6.100        98.44
GET       6.200        98.52
GET       6.300        98.66
GET       6.400        98.72
GET       6.500        98.77
GET       6.600        98.81
GET       6.700        98.88
GET       6.800        98.96
GET       6.900        99.03
GET       7.000        99.09
GET       7.100        99.14
GET       7.200        99.20
GET       7.300        99.24
GET       7.400        99.27
GET       7.500        99.32
GET       7.700        99.34
GET       7.800        99.39
GET       7.900        99.46
GET       8.000        99.48
GET       8.100        99.50
GET       8.200        99.52
GET       8.400        99.53
GET       8.500        99.54
GET       8.600        99.56
GET       8.700        99.57
GET       8.800        99.59
GET       8.900        99.60
GET       9.000        99.61
GET       9.100        99.63
GET       9.400        99.65
GET       9.600        99.67
GET       9.800        99.68
GET       9.900        99.72
GET      10.000        99.78
GET      11.000        99.82
GET      12.000        99.86
GET      13.000        99.88
GET      14.000        99.89
GET      16.000        99.92
GET      18.000        99.93
GET      19.000        99.94
GET      20.000        99.96
GET      23.000        99.97
GET      37.000        99.99
GET      38.000       100.00
---
1         Threads
1         Connections per thread
60        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec
------------------------------------------------------------------------
Sets          99.96          ---          ---      4.96000       103.90
Gets          99.96       299.23         0.65      5.02500       312.42
Waits          0.00          ---          ---      0.00000          ---
Totals       199.92       299.23         0.65      4.99200       416.32


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       4.000         0.03
SET       4.100         0.58
SET       4.200         3.18
SET       4.300        11.14
SET       4.400        22.59
SET       4.500        35.16
SET       4.600        46.63
SET       4.700        57.12
SET       4.800        65.62
SET       4.900        71.94
SET       5.000        77.46
SET       5.100        81.41
SET       5.200        84.63
SET       5.300        86.63
SET       5.400        88.38
SET       5.500        89.96
SET       5.600        91.33
SET       5.700        92.20
SET       5.800        92.86
SET       5.900        93.33
SET       6.000        93.83
SET       6.100        94.41
SET       6.200        94.81
SET       6.300        95.20
SET       6.400        95.50
SET       6.500        95.83
SET       6.600        95.97
SET       6.700        96.20
SET       6.800        96.45
SET       6.900        96.67
SET       7.000        96.98
SET       7.100        97.13
SET       7.200        97.20
SET       7.300        97.37
SET       7.400        97.50
SET       7.500        97.63
SET       7.600        97.72
SET       7.700        97.82
SET       7.800        97.90
SET       7.900        97.95
SET       8.000        98.03
SET       8.100        98.15
SET       8.200        98.20
SET       8.300        98.25
SET       8.400        98.32
SET       8.600        98.35
SET       8.700        98.37
SET       8.800        98.43
SET       8.900        98.53
SET       9.000        98.55
