1         Threads
1         Connections per thread
60        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec
------------------------------------------------------------------------
Sets         121.06          ---          ---      4.89000       125.83
Gets         121.06       120.68         0.38      3.35300       126.79
Waits          0.00          ---          ---      0.00000          ---
Totals       242.12       120.68         0.38      4.12200       252.62


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       4.000         0.03
SET       4.100         0.66
SET       4.200         4.09
SET       4.300        12.39
SET       4.400        24.90
SET       4.500        37.47
SET       4.600        49.15
SET       4.700        59.72
SET       4.800        67.92
SET       4.900        74.49
SET       5.000        79.16
SET       5.100        83.18
SET       5.200        85.74
SET       5.300        87.94
SET       5.400        89.59
SET       5.500        90.87
SET       5.600        91.92
SET       5.700        92.76
SET       5.800        93.42
SET       5.900        94.18
SET       6.000        94.63
SET       6.100        95.13
SET       6.200        95.37
SET       6.300        95.79
SET       6.400        96.08
SET       6.500        96.35
SET       6.600        96.68
SET       6.700        96.88
SET       6.800        97.03
SET       6.900        97.22
SET       7.000        97.33
SET       7.100        97.48
SET       7.200        97.63
SET       7.300        97.71
SET       7.400        97.88
SET       7.500        98.00
SET       7.600        98.06
SET       7.700        98.10
SET       7.800        98.27
SET       7.900        98.35
SET       8.000        98.43
SET       8.100        98.54
SET       8.200        98.60
SET       8.300        98.76
SET       8.400        98.80
SET       8.500        98.82
SET       8.600        98.83
SET       8.700        98.84
SET       8.800        98.86
SET       8.900        98.93
SET       9.000        98.94
SET       9.100        98.95
SET       9.200        98.98
SET       9.300        99.04
SET       9.400        99.09
SET       9.500        99.13
SET       9.600        99.16
SET       9.700        99.17
SET       9.800        99.20
SET       9.900        99.23
SET      10.000        99.34
SET      11.000        99.57
SET      12.000        99.64
SET      13.000        99.75
SET      14.000        99.81
SET      15.000        99.83
SET      16.000        99.88
SET      17.000        99.89
SET      18.000        99.90
SET      19.000        99.92
SET      21.000        99.93
SET      22.000        99.96
SET      23.000        99.97
SET      24.000        99.99
SET      36.000       100.00
---
GET       2.200         0.08
GET       2.300         1.71
GET       2.400         7.81
GET       2.500        17.84
GET       2.600        28.48
GET       2.700        38.42
GET       2.800        47.23
GET       2.900        53.24
GET       3.000        58.41
GET       3.100        62.32
GET       3.200        65.03
GET       3.300        67.40
GET       3.400        69.42
GET       3.500        71.02
GET       3.600        72.14
GET       3.700        73.28
GET       3.800        73.98
GET       3.900        74.66
GET       4.000        75.17
GET       4.100        75.91
GET       4.200        77.53
GET       4.300        80.13
GET       4.400        83.37
GET       4.500        86.30
GET       4.600        88.45
GET       4.700        90.61
GET       4.800        92.29
GET       4.900        93.85
GET       5.000        94.92
GET       5.100        95.84
GET       5.200        96.45
GET       5.300        96.88
GET       5.400        97.14
GET       5.500        97.44
GET       5.600        97.59
GET       5.700        97.89
GET       5.800        98.07
GET       5.900        98.25
GET       6.000        98.36
GET       6.100        98.47
GET       6.200        98.61
GET       6.300        98.73
GET       6.400        98.82
GET       6.500        98.90
GET       6.600        98.93
GET       6.700        98.95
GET       6.800        98.98
GET       6.900        99.05
GET       7.000        99.08
GET       7.100        99.16
GET       7.200        99.19
GET       7.400        99.22
GET       7.500        99.30
GET       7.600        99.33
GET       7.800        99.38
