1         Threads
1         Connections per thread
60        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec
------------------------------------------------------------------------
Sets         119.63          ---          ---      4.96500       124.35
Gets         119.61       117.95         1.67      3.37600       123.95
Waits          0.00          ---          ---      0.00000          ---
Totals       239.24       117.95         1.67      4.17100       248.30


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       4.100         0.52
SET       4.200         3.20
SET       4.300        10.94
SET       4.400        22.11
SET       4.500        33.81
SET       4.600        45.03
SET       4.700        54.67
SET       4.800        62.82
SET       4.900        70.20
SET       5.000        75.76
SET       5.100        80.19
SET       5.200        83.62
SET       5.300        86.67
SET       5.400        88.94
SET       5.500        90.60
SET       5.600        91.59
SET       5.700        92.60
SET       5.800        93.34
SET       5.900        93.95
SET       6.000        94.48
SET       6.100        94.87
SET       6.200        95.28
SET       6.300        95.51
SET       6.400        95.75
SET       6.500        96.10
SET       6.600        96.43
SET       6.700        96.70
SET       6.800        96.88
SET       6.900        97.03
SET       7.000        97.20
SET       7.100        97.33
SET       7.200        97.48
SET       7.300        97.55
SET       7.400        97.65
SET       7.500        97.74
SET       7.600        97.84
SET       7.700        97.94
SET       7.800        98.02
SET       7.900        98.12
SET       8.000        98.19
SET       8.100        98.26
SET       8.200        98.30
SET       8.300        98.38
SET       8.400        98.43
SET       8.500        98.51
SET       8.600        98.57
SET       8.700        98.58
SET       8.800        98.61
SET       8.900        98.65
SET       9.000        98.69
SET       9.100        98.70
SET       9.200        98.72
SET       9.300        98.75
SET       9.400        98.79
SET       9.500        98.82
SET       9.600        98.86
SET       9.700        98.94
SET       9.800        98.98
SET       9.900        99.04
SET      10.000        99.14
SET      11.000        99.44
SET      12.000        99.60
SET      13.000        99.67
SET      14.000        99.68
SET      15.000        99.71
SET      16.000        99.72
SET      17.000        99.76
SET      19.000        99.79
SET      21.000        99.80
SET      22.000        99.82
SET      23.000        99.87
SET      24.000        99.89
SET      26.000        99.90
SET      29.000        99.92
SET      30.000        99.94
SET      34.000        99.96
SET      36.000        99.97
SET      39.000        99.99
SET      40.000       100.00
---
GET       2.200         0.07
GET       2.300         1.87
GET       2.400         7.54
GET       2.500        16.40
GET       2.600        27.03
GET       2.700        36.49
GET       2.800        44.07
GET       2.900        50.93
GET       3.000        56.47
GET       3.100        60.86
GET       3.200        64.37
GET       3.300        67.38
GET       3.400        69.29
GET       3.500        70.84
GET       3.600        71.95
GET       3.700        73.25
GET       3.800        74.20
GET       3.900        74.96
GET       4.000        75.46
GET       4.100        76.20
GET       4.200        77.69
GET       4.300        79.80
GET       4.400        82.79
GET       4.500        85.66
GET       4.600        88.00
GET       4.700        90.01
GET       4.800        91.82
GET       4.900        93.19
GET       5.000        94.40
GET       5.100        95.26
GET       5.200        96.02
GET       5.300        96.60
GET       5.400        97.02
GET       5.500        97.26
GET       5.600        97.41
GET       5.700        97.73
GET       5.800        97.90
GET       5.900        98.02
GET       6.000        98.15
GET       6.100        98.20
GET       6.200        98.30
GET       6.300        98.34
GET       6.400        98.45
GET       6.500        98.55
GET       6.600        98.62
GET       6.700        98.66
GET       6.800        98.72
GET       6.900        98.77
GET       7.000        98.82
GET       7.100        98.89
GET       7.200        98.97
GET       7.300        99.00
GET       7.400        99.04
GET       7.500        99.11
GET       7.600        99.14
GET       7.700        99.16
GET       7.800        99.25
GET       7.900        99.29
GET       8.100        99.33
GET       8.200        99.37
GET       8.400        99.39
GET       8.500        99.43
GET       8.600        99.46
GET       8.700        99.47
GET       8.800        99.48
GET       8.900        99.53
GET       9.000        99.55
GET       9.100        99.57
GET       9.300        99.58
GET       9.400        99.61
GET       9.500        99.62
GET       9.700        99.65
GET       9.800        99.68
GET       9.900        99.69
GET      10.000        99.72
GET      11.000        99.76
GET      12.000        99.82
GET      13.000        99.83
GET      14.000        99.86
GET      15.000        99.89
GET      16.000        99.90
GET      17.000        99.93
GET      18.000        99.94
GET      20.000        99.96
GET      24.000        99.97
GET      26.000        99.99
GET      48.000       100.00
---
1         Threads
1         Connections per thread
60        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec
------------------------------------------------------------------------
Sets         100.32          ---          ---      4.93500       104.28
Gets         100.32       299.09         1.88      5.01300       312.29
Waits          0.00          ---          ---      0.00000          ---
Totals       200.65       299.09         1.88      4.97400       416.57


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       4.000         0.03
SET       4.100         1.10
SET       4.200         4.52
SET       4.300        12.38
SET       4.400        23.04
SET       4.500        34.40
SET       4.600        45.30
SET       4.700        55.37
SET       4.800        63.02
SET       4.900        69.39
SET       5.000        75.10
SET       5.100        79.24
SET       5.200        82.38
SET       5.300        85.02
SET       5.400        87.44
SET       5.500        89.14
SET       5.600        90.66
SET       5.700        91.76
SET       5.800        92.89
SET       5.900        93.70
SET       6.000        94.44
SET       6.100        94.92
SET       6.200        95.35
SET       6.300        95.76
SET       6.400        96.08
SET       6.500        96.41
SET       6.600        96.66
SET       6.700        96.83
SET       6.800        96.93
SET       6.900        97.11
SET       7.000        97.33
SET       7.100        97.46
SET       7.200        97.69
SET       7.300        97.89
SET       7.400        98.04
SET       7.500        98.09
SET       7.600        98.16
SET       7.700        98.17
SET       7.800        98.27
SET       7.900        98.31
SET       8.000        98.46
SET       8.100        98.54
SET       8.200        98.65
SET       8.300        98.69
SET       8.400        98.77
SET       8.500        98.79
SET       8.600        98.89
SET       8.700        98.94
SET       8.800        98.99
