1         Threads
1         Connections per thread
60        Seconds


ALL STATS
========================================================================
Type        Ops/sec     Hits/sec   Misses/sec      Latency       KB/sec
------------------------------------------------------------------------
Sets         179.61          ---          ---      3.11500       186.70
Gets         179.60       179.25         0.35      2.43600       188.32
Waits          0.00          ---          ---      0.00000          ---
Totals       359.21       179.25         0.35      2.77500       375.01


Request Latency Distribution
Type     <= msec         Percent
------------------------------------------------------------------------
SET       2.000         0.25
SET       2.100         1.53
SET       2.200         5.57
SET       2.300        12.42
SET       2.400        20.47
SET       2.500        28.38
SET       2.600        36.26
SET       2.700        43.57
SET       2.800        50.18
SET       2.900        56.20
SET       3.000        61.45
SET       3.100        66.30
SET       3.200        70.22
SET       3.300        73.59
SET       3.400        76.90
SET       3.500        80.02
SET       3.600        82.75
SET       3.700        84.88
SET       3.800        86.81
SET       3.900        88.51
SET       4.000        90.06
SET       4.100        91.44
SET       4.200        92.43
SET       4.300        93.34
SET       4.400        94.01
SET       4.500        94.65
SET       4.600        95.18
SET       4.700        95.53
SET       4.800        95.94
SET       4.900        96.37
SET       5.000        96.81
SET       5.100        97.10
SET       5.200        97.33
SET       5.300        97.57
SET       5.400        97.71
SET       5.500        97.90
SET       5.600        98.06
SET       5.700        98.22
SET       5.800        98.37
SET       5.900        98.44
SET       6.000        98.56
SET       6.100        98.65
SET       6.200        98.70
SET       6.300        98.76
SET       6.400        98.81
SET       6.500        98.87
SET       6.600        98.92
SET       6.700        98.96
SET       6.800        99.01
SET       6.900        99.04
SET       7.000        99.05
SET       7.100        99.10
SET       7.200        99.16
SET       7.300        99.19
SET       7.400        99.21
SET       7.500        99.24
SET       7.600        99.26
SET       7.800        99.28
SET       7.900        99.33
SET       8.000        99.34
SET       8.100        99.35
SET       8.200        99.37
SET       8.300        99.38
SET       8.400        99.41
SET       8.500        99.42
SET       8.700        99.46
SET       8.800        99.47
SET       8.900        99.48
SET       9.000        99.51
SET       9.100        99.53
SET       9.400        99.54
SET       9.600        99.55
SET       9.700        99.55
SET       9.900        99.56
SET      10.000        99.62
SET      11.000        99.74
SET      12.000        99.78
SET      13.000        99.81
SET      14.000        99.83
SET      15.000        99.85
SET      16.000        99.86
SET      18.000        99.87
