Configuration : nrThreads: 8 ,nrServers: 3 ,read sharded: true
Times in queue ,2.487521374509804E7,7068833.392156863
Parsing times ,5334.0,5214.235294117647
Service times ,2391640.31372549,4791844.529411765
Throughput ,3394.5882352941176,6759.274509803921
Times in get ,1881036.6862745099,3703644.862745098
Times in set ,2888459.3921568627,5865022.039215687
Times in mget ,0.0,0.0
Times in mget only memcached part ,0.0,0.0
Queue lengths ,82.66666666666667,43.80392156862745
Number of gets ,1697.3529411764705,3379.725490196078
Number of sets ,1697.235294117647,3379.549019607843
Number of mgets ,0.0,0.0
Number of misses get ,571.2156862745098,1075.5294117647059
Arrival rate ,3393.4117647058824,6758.21568627451
std Times in queue ,3521578.4076262214,1219329.0361455693
std Parsing times ,2719.612957757041,1602.1599868706655
std Service times ,316888.0226450656,576776.7656275815
std Throughput ,374.58190967907603,746.1930066258026
std Times in get ,249896.7219465266,399159.3058937757
std Times in set ,384728.2753489833,797502.8557685285
std Times in mget ,0.0,0.0
std Times in mget only memcached part ,0.0,0.0
std Queue lengths ,4.831838849409888,4.436303000666826
std Number of gets ,186.82117904878044,372.76690188005546
std Number of sets ,187.80304451582185,373.46921231745415
std Number of mgets ,0.0,0.0
std Number of misses get ,102.7769066912388,142.12759801547008
std Arrival rate ,374.8321318388053,746.2910240308532
Thread 0 ,2395267.2352941176,4838174.31372549
Thread std 0 ,338317.6261645017,666654.810466721
Thread 1 ,2385658.901960784,4833589.450980392
Thread std 1 ,312153.31676253286,631602.6916613422
Thread 2 ,2384777.7647058824,4805073.274509804
Thread std 2 ,335907.7597018913,582172.8917746369
Thread 3 ,2400601.9215686275,4814474.9215686275
Thread std 3 ,329785.7927119265,669773.7765991392
Thread 4 ,2399289.8039215687,4794410.960784313
Thread std 4 ,312556.1059124599,661466.7744627226
Thread 5 ,2393954.588235294,4802642.960784313
Thread std 5 ,316600.83568665304,590102.8630915448
Thread 6 ,2386976.5098039214,4808540.333333333
Thread std 6 ,297608.47602320556,680443.6589438884
Thread 7 ,2392951.0,4778059.352941177
Thread std 7 ,318690.5528575329,572017.8290154539
