Configuration : nrThreads: 8 ,nrServers: 3 ,read sharded: true
Times in queue ,2.370381894117647E7,7422388.392156863
Parsing times ,4174.176470588235,5276.0392156862745
Service times ,2291980.6274509802,5082649.235294118
Throughput ,3546.078431372549,6442.823529411765
Times in get ,1813888.4117647058,4007471.5490196077
Times in set ,2757223.31372549,6142046.588235294
Times in mget ,0.0,0.0
Times in mget only memcached part ,0.0,0.0
Queue lengths ,82.3921568627451,43.76470588235294
Number of gets ,1773.137254901961,3221.470588235294
Number of sets ,1772.9411764705883,3221.3529411764707
Number of mgets ,0.0,0.0
Number of misses get ,530.7450980392157,975.4705882352941
Arrival rate ,3544.8823529411766,6441.882352941177
std Times in queue ,2961344.6926903487,1378218.0096041132
std Parsing times ,1620.3544390766158,1488.7269858611996
std Service times ,266994.79849082907,905183.4837630785
std Throughput ,345.19860041067693,974.1210336684524
std Times in get ,247985.53086526453,835164.7651645588
std Times in set ,294623.01173509785,1047081.7170161492
std Times in mget ,0.0,0.0
std Times in mget only memcached part ,0.0,0.0
std Queue lengths ,6.069854796854861,4.121107789389245
std Number of gets ,173.0269365859366,486.9727036679233
std Number of sets ,172.21572654838536,487.1825868616165
std Number of mgets ,0.0,0.0
std Number of misses get ,105.07518130124828,163.0418784167033
std Arrival rate ,346.61988673812834,976.5451888583308
Thread 0 ,2290742.1764705884,5123384.62745098
Thread std 0 ,250931.9366682293,911456.5943119609
Thread 1 ,2291968.274509804,5136800.764705882
Thread std 1 ,262135.4917490631,984809.6679233928
Thread 2 ,2291932.156862745,5072604.215686275
Thread std 2 ,270265.1764488627,987513.4501837089
Thread 3 ,2302102.1960784313,5109802.2549019605
Thread std 3 ,282791.629314732,1003798.359582418
Thread 4 ,2284405.901960784,5061087.62745098
Thread std 4 ,252560.99137137193,935487.9700408758
Thread 5 ,2296793.1764705884,5113682.450980392
Thread std 5 ,282439.69617224176,993110.2998110796
Thread 6 ,2291082.6470588236,5097476.098039215
Thread std 6 ,292075.55328673596,914980.1088270335
Thread 7 ,2292874.156862745,5101522.215686275
Thread std 7 ,273308.61106224754,974145.7957866947
