Configuration : nrThreads: 8 ,nrServers: 3 ,read sharded: true
Times in queue ,2.62081428627451E7,1.028124388235294E7
Parsing times ,3434.6862745098038,4914.568627450981
Service times ,2509353.1764705884,6485581.509803922
Throughput ,3220.607843137255,5027.137254901961
Times in get ,0.0,0.0
Times in set ,2504388.2352941176,6478649.62745098
Times in mget ,0.0,0.0
Times in mget only memcached part ,0.0,0.0
Queue lengths ,83.01960784313725,45.745098039215684
Number of gets ,0.0,0.0
Number of sets ,3220.607843137255,5027.137254901961
Number of mgets ,0.0,0.0
Number of misses get ,0.0,0.0
Arrival rate ,3219.4117647058824,5025.882352941177
std Times in queue ,2397243.53812839,1924170.5945620898
std Parsing times ,895.1540759041669,1621.360419584763
std Service times ,179066.87234502155,953631.2210246763
std Throughput ,206.05233106484116,677.7513709202761
std Times in get ,0.0,0.0
std Times in set ,178634.4911968109,953703.0117819479
std Times in mget ,0.0,0.0
std Times in mget only memcached part ,0.0,0.0
std Queue lengths ,6.294410841622689,3.5768317671084384
std Number of gets ,0.0,0.0
std Number of sets ,206.05233106484116,677.7513709202761
std Number of mgets ,0.0,0.0
std Number of misses get ,0.0,0.0
std Arrival rate ,207.96184039102832,676.5956442975029
Thread 0 ,2511249.882352941,6543350.529411765
Thread std 0 ,178871.48186121197,1056931.9558634104
Thread 1 ,2508860.470588235,6529169.176470588
Thread std 1 ,175044.77056106,1041279.780234279
Thread 2 ,2510484.8039215687,6576233.137254902
Thread std 2 ,178586.24224290287,1000397.9381131297
Thread 3 ,2507973.117647059,6504287.784313725
Thread std 3 ,179381.69622552316,1078398.443625255
Thread 4 ,2506886.274509804,6474849.196078432
Thread std 4 ,178573.06432080717,940118.6178351542
Thread 5 ,2509191.5098039214,6624957.31372549
Thread std 5 ,181099.9298465212,1099427.8409775784
Thread 6 ,2510933.5490196077,6465919.235294118
Thread std 6 ,182133.39997851176,1008266.1264090665
Thread 7 ,2509775.0392156863,6506204.725490196
Thread std 7 ,182804.1438251289,1037673.7961795909
