Configuration : nrThreads: 8 ,nrServers: 3 ,read sharded: true
Times in queue ,2.687055768627451E7,9709010.235294119
Parsing times ,3908.235294117647,4112.0
Service times ,2573108.431372549,6024036.882352941
Throughput ,3147.5098039215686,5396.156862745098
Times in get ,0.0,0.0
Times in set ,2567677.862745098,6017945.68627451
Times in mget ,0.0,0.0
Times in mget only memcached part ,0.0,0.0
Queue lengths ,83.03921568627452,45.549019607843135
Number of gets ,0.0,0.0
Number of sets ,3147.5098039215686,5396.156862745098
Number of mgets ,0.0,0.0
Number of misses get ,0.0,0.0
Arrival rate ,3146.176470588235,5394.901960784314
std Times in queue ,3137931.0410869806,1796138.3620208283
std Parsing times ,1241.8331544653702,1294.4365569621402
std Service times ,220995.88572661302,731922.7752359848
std Throughput ,255.86827646654592,600.1107688601836
std Times in get ,0.0,0.0
std Times in set ,220550.22666821448,732300.445650349
std Times in mget ,0.0,0.0
std Times in mget only memcached part ,0.0,0.0
std Queue lengths ,6.295905921513521,4.006563242931258
std Number of gets ,0.0,0.0
std Number of sets ,255.86827646654592,600.1107688601836
std Number of mgets ,0.0,0.0
std Number of misses get ,0.0,0.0
std Arrival rate ,255.043816304756,603.9086439156823
Thread 0 ,2573183.254901961,6034488.2549019605
Thread std 0 ,223917.2610492405,709453.3762869507
Thread 1 ,2568209.411764706,5987758.764705882
Thread std 1 ,215863.72606486492,731093.352103754
Thread 2 ,2568207.2352941176,6126297.980392157
Thread std 2 ,217723.38566948552,780756.4771745793
Thread 3 ,2571534.9215686275,6007487.333333333
Thread std 3 ,216522.03815795225,723837.4743086647
Thread 4 ,2581719.5490196077,6025666.68627451
Thread std 4 ,229547.3927603896,742459.7477528999
Thread 5 ,2576512.3725490198,6051727.31372549
Thread std 5 ,223188.48947210168,719060.3710550178
Thread 6 ,2571420.3921568627,5941785.529411765
Thread std 6 ,221926.9473772014,749154.9011090123
Thread 7 ,2575230.0,6020736.450980392
Thread std 7 ,226737.84385064617,767305.11299147
