Configuration : nrThreads: 8 ,nrServers: 3 ,read sharded: true
Times in queue ,1.911676094117647E7,4056935.3921568627
Parsing times ,5452.392156862745,4967.35294117647
Service times ,1853238.3921568627,3136136.8039215687
Throughput ,4346.21568627451,10178.882352941177
Times in get ,1845980.6078431373,3129070.9411764704
Times in set ,0.0,0.0
Times in mget ,0.0,0.0
Times in mget only memcached part ,0.0,0.0
Queue lengths ,82.13725490196079,39.411764705882355
Number of gets ,4346.21568627451,10178.882352941177
Number of sets ,0.0,0.0
Number of mgets ,0.0,0.0
Number of misses get ,903.3137254901961,2092.098039215686
Arrival rate ,4345.176470588235,10177.666666666666
std Times in queue ,2102622.136568465,377967.8271952828
std Parsing times ,2013.7006538056385,1441.233927210006
std Service times ,177252.19945987448,222405.97977941323
std Throughput ,372.1025833678391,739.8922258561398
std Times in get ,176085.38614956985,222267.80329102205
std Times in set ,0.0,0.0
std Times in mget ,0.0,0.0
std Times in mget only memcached part ,0.0,0.0
std Queue lengths ,4.04484663661374,2.9945047709979375
std Number of gets ,372.1025833678391,739.8922258561398
std Number of sets ,0.0,0.0
std Number of mgets ,0.0,0.0
std Number of misses get ,126.02451986753665,178.1183039333084
std Arrival rate ,371.18112591468616,744.8670664398225
Thread 0 ,1856008.3921568627,3119201.9607843137
Thread std 0 ,184904.17479787505,274594.3185309529
Thread 1 ,1842187.6666666667,3141960.7647058824
Thread std 1 ,174775.96083245164,274715.94876458036
Thread 2 ,1864793.1764705882,3152625.7647058824
Thread std 2 ,187079.0676912525,253625.63825548775
Thread 3 ,1856663.4901960783,3147257.901960784
Thread std 3 ,178630.7206364429,261400.25798214157
Thread 4 ,1857685.4117647058,3142549.862745098
Thread std 4 ,182291.53961873014,229106.8320900116
Thread 5 ,1854996.6274509805,3120244.431372549
Thread std 5 ,180174.67919626896,245796.0974858027
Thread 6 ,1845924.3921568627,3154704.117647059
Thread std 6 ,189444.21558507174,255453.55365754044
Thread 7 ,1853849.8235294118,3134367.9803921566
Thread std 7 ,173408.05467701965,271463.0143320811
