Configuration : nrThreads: 8 ,nrServers: 3 ,read sharded: true
Times in queue ,2.0622864156862747E7,4041363.3333333335
Parsing times ,4899.490196078431,4908.137254901961
Service times ,2011871.156862745,3166441.3333333335
Throughput ,4076.8627450980393,10038.450980392157
Times in get ,2004775.7843137255,3158998.588235294
Times in set ,0.0,0.0
Times in mget ,0.0,0.0
Times in mget only memcached part ,0.0,0.0
Queue lengths ,81.66666666666667,38.21568627450981
Number of gets ,4076.8627450980393,10038.450980392157
Number of sets ,0.0,0.0
Number of mgets ,0.0,0.0
Number of misses get ,1448.2745098039215,3445.9411764705883
Arrival rate ,4075.235294117647,10037.372549019608
std Times in queue ,3812566.866469363,433947.90792373527
std Parsing times ,2200.4512480175426,1243.4371881137838
std Service times ,344038.5070834585,258131.32486567117
std Throughput ,555.2793898429094,817.4161318135453
std Times in get ,343430.2133645969,257996.7795988296
std Times in set ,0.0,0.0
std Times in mget ,0.0,0.0
std Times in mget only memcached part ,0.0,0.0
std Queue lengths ,5.972157622389639,2.9073267823909723
std Number of gets ,555.2793898429094,817.4161318135453
std Number of sets ,0.0,0.0
std Number of mgets ,0.0,0.0
std Number of misses get ,234.1294580723556,349.4553712143916
std Arrival rate ,554.9189341961687,820.1227215675547
Thread 0 ,2004288.843137255,3177625.725490196
Thread std 0 ,345259.6698489629,338714.5217992331
Thread 1 ,2012450.3137254901,3173482.725490196
Thread std 1 ,355827.6882467968,239000.64721820972
Thread 2 ,2014707.9215686275,3198200.156862745
Thread std 2 ,354950.45640392374,283316.0890400242
Thread 3 ,2016931.568627451,3195805.156862745
Thread std 3 ,348743.39594465465,290063.02873716067
Thread 4 ,2001634.7254901961,3168375.7843137253
Thread std 4 ,294767.515871412,294785.4383296647
Thread 5 ,2029145.0392156863,3141846.137254902
Thread std 5 ,384937.1144924823,281199.69447999186
Thread 6 ,2014224.8823529412,3172253.725490196
Thread std 6 ,366125.52961707796,268678.73511285393
Thread 7 ,2011005.294117647,3186437.3725490198
Thread std 7 ,337588.5732577034,299758.6016498583
