Configuration : nrThreads: 8 ,nrServers: 2 ,read sharded: true
Times in queue ,2.893491286E7,1.684784446E7
Parsing times ,4734.34,5655.18
Service times ,2737592.2,1.232871294E7
Throughput ,3040.42,5282.14
Times in get ,2638621.14,1.199152966E7
Times in set ,2823514.66,1.26496285E7
Times in mget ,0.0,0.0
Times in mget only memcached part ,0.0,0.0
Queue lengths ,83.98,46.38
Number of gets ,1520.12,2641.0
Number of sets ,1520.3,2641.14
Number of mgets ,0.0,0.0
Number of misses get ,420.36,747.82
Arrival rate ,3039.88,5281.68
std Times in queue ,8638834.2975947,4.677620114371093E7
std Parsing times ,2123.161923996897,3196.2691432866745
std Service times ,839969.2384431318,3.8767510560630016E7
std Throughput ,365.901519593478,1751.0355654379416
std Times in get ,758516.8058259543,3.898010776306281E7
std Times in set ,924292.12336927,3.8561791232461445E7
std Times in mget ,0.0,0.0
std Times in mget only memcached part ,0.0,0.0
std Queue lengths ,0.1414213562373095,1.6021669000170382
std Number of gets ,182.56423415290502,875.5191812488713
std Number of sets ,183.42214608238936,875.5454279056745
std Number of mgets ,0.0,0.0
std Number of misses get ,102.99787198118736,255.05547135748284
std Arrival rate ,364.9140038475938,1750.6705355610557
Thread 0 ,2736634.38,1.239742412E7
Thread std 0 ,819379.7764427328,3.9290937026095234E7
Thread 1 ,2737924.56,1.234979246E7
Thread std 1 ,835412.1105351918,3.938760559447474E7
Thread 2 ,2747237.9,1.24522719E7
Thread std 2 ,897276.6099489039,3.937803114090043E7
Thread 3 ,2748261.06,1.24330367E7
Thread std 3 ,844297.2071440973,3.927711472794659E7
Thread 4 ,2732578.08,1.23853749E7
Thread std 4 ,852613.1325011014,3.938099537502655E7
Thread 5 ,2734565.68,1.239896378E7
Thread std 5 ,826572.1091876719,3.927612487185266E7
Thread 6 ,2733703.18,1.59333019E7
Thread std 6 ,833012.15892414,6.42548757620241E7
Thread 7 ,2731495.06,1.242811814E7
Thread std 7 ,815484.7184979307,3.929325954905008E7
