Configuration : nrThreads: 8 ,nrServers: 2 ,read sharded: true
Times in queue ,2.761235007843137E7,1.774853276E7
Parsing times ,4400.745098039216,5038.64
Service times ,2644984.6470588236,1.37328755E7
Throughput ,3082.843137254902,5225.46
Times in get ,2578285.8235294116,1.33859986E7
Times in set ,2699834.254901961,1.405758772E7
Times in mget ,0.0,0.0
Times in mget only memcached part ,0.0,0.0
Queue lengths ,83.17647058823529,45.98
Number of gets ,1541.2745098039215,2612.66
Number of sets ,1541.5686274509803,2612.8
Number of mgets ,0.0,0.0
Number of misses get ,437.52941176470586,763.0
Arrival rate ,3081.5098039215686,5225.04
std Times in queue ,4345984.774933874,4.68662063329705E7
std Parsing times ,1670.0997316703842,1596.3239756083476
std Service times ,461298.3654362899,4.4000156270651005E7
std Throughput ,324.34323625129105,1660.3327329428978
std Times in get ,470762.39069104503,4.4434438404348135E7
std Times in set ,456022.17996408214,4.352355957539585E7
std Times in mget ,0.0,0.0
std Times in mget only memcached part ,0.0,0.0
std Queue lengths ,5.881176352917641,2.5514301711721115
std Number of gets ,162.39163505936784,830.7748684456075
std Number of sets ,162.0255850045863,829.5873328692663
std Number of mgets ,0.0,0.0
std Number of misses get ,104.09905915831833,251.94962243452153
std Arrival rate ,324.0293426558169,1661.695027889981
Thread 0 ,2648652.568627451,1.338347696E7
Thread std 0 ,472205.96158982394,4.207881549393831E7
Thread 1 ,2647186.2156862747,1.563930462E7
Thread std 1 ,472988.9059199725,5.73261642284261E7
Thread 2 ,2646388.68627451,1.369496938E7
Thread std 2 ,459088.2691876363,4.350895409509348E7
Thread 3 ,2643828.6078431373,1.369547304E7
Thread std 3 ,477321.7653645004,4.394948552730727E7
Thread 4 ,2648346.882352941,1.35824648E7
Thread std 4 ,459193.56668462354,4.34417509441219E7
Thread 5 ,2638863.1960784313,1.368632024E7
Thread std 5 ,463484.59580335644,4.395711730344382E7
Thread 6 ,2642450.411764706,1.355908574E7
Thread std 6 ,456901.04501781025,4.388687575247591E7
Thread 7 ,2645565.3529411764,1.360698536E7
Thread std 7 ,438449.48421690834,4.343986036054659E7
