Configuration : nrThreads: 8 ,nrServers: 2 ,read sharded: true
Times in queue ,2.859935282E7,2.320307362E7
Parsing times ,4750.24,4480.46
Service times ,2700491.54,1.8767853E7
Throughput ,3006.4,5259.58
Times in get ,2617866.38,1.816132882E7
Times in set ,2770418.8,1.932525402E7
Times in mget ,0.0,0.0
Times in mget only memcached part ,0.0,0.0
Queue lengths ,83.98,45.34
Number of gets ,1503.3,2629.72
Number of sets ,1503.1,2629.86
Number of mgets ,0.0,0.0
Number of misses get ,441.96,797.14
Arrival rate ,3005.82,5258.46
std Times in queue ,3034609.000687291,6.088675366190722E7
std Parsing times ,1929.9463623719323,1587.6568180298711
std Service times ,298139.03185144125,5.570094501631991E7
std Throughput ,274.02584415581333,2066.349280884586
std Times in get ,303114.0836726156,5.565852903499342E7
std Times in set ,297394.0242934087,5.5629287699432686E7
std Times in mget ,0.0,0.0
std Times in mget only memcached part ,0.0,0.0
std Queue lengths ,0.1414213562373095,5.630130313495308
std Number of gets ,135.93924963687545,1033.2874432645367
std Number of sets ,138.18033913132857,1033.0895413313228
std Number of mgets ,0.0,0.0
std Number of misses get ,108.3267845221022,326.5787407005407
std Arrival rate ,274.52189905583947,2069.427222440932
Thread 0 ,2713159.86,1.858968998E7
Thread std 0 ,308687.8585807081,5.512698153070995E7
Thread 1 ,2702379.84,1.863372168E7
Thread std 1 ,304062.0159252801,5.500549646738919E7
Thread 2 ,2698210.26,1.86336249E7
Thread std 2 ,291795.1842613492,5.511263897942261E7
Thread 3 ,2694395.38,1.915955308E7
Thread std 3 ,297992.1843668216,5.693150739710651E7
Thread 4 ,2698996.96,1.773664168E7
Thread std 4 ,297503.5820698059,5.219499055258135E7
Thread 5 ,2700573.6,2.034689386E7
Thread std 5 ,302746.99021952244,6.2993244825229205E7
Thread 6 ,2701614.6,1.902154034E7
Thread std 6 ,296712.94978817494,5.697238709123905E7
Thread 7 ,2696204.56,2.10611326E7
Thread std 7 ,293769.4093690965,6.89152767259794E7
