Configuration : nrThreads: 8 ,nrServers: 2 ,read sharded: true
Times in queue ,2.468818317647059E7,1.6489702098039215E7
Parsing times ,3723.470588235294,5128.607843137255
Service times ,2354577.68627451,1.323394174509804E7
Throughput ,3424.392156862745,6985.6274509803925
Times in get ,2349830.2352941176,1.3226926392156864E7
Times in set ,0.0,0.0
Times in mget ,0.0,0.0
Times in mget only memcached part ,0.0,0.0
Queue lengths ,83.09803921568627,43.80392156862745
Number of gets ,3424.392156862745,6985.6274509803925
Number of sets ,0.0,0.0
Number of mgets ,0.0,0.0
Number of misses get ,683.843137254902,1337.5098039215686
Arrival rate ,3423.176470588235,6984.137254901961
std Times in queue ,2951031.74592651,4.598864275163012E7
std Parsing times ,1150.8752209156505,1979.6491818343102
std Service times ,222460.55321944063,4.071187295786832E7
std Throughput ,218.50190648425678,2065.5693061312113
std Times in get ,222222.93510838057,4.071254967651096E7
std Times in set ,0.0,0.0
std Times in mget ,0.0,0.0
std Times in mget only memcached part ,0.0,0.0
std Queue lengths ,6.4412883865288455,4.252150551629786
std Number of gets ,218.50190648425678,2065.5693061312113
std Number of sets ,0.0,0.0
std Number of mgets ,0.0,0.0
std Number of misses get ,144.4638878819229,412.02370672324275
std Arrival rate ,219.06206480195087,2066.9214307235566
Thread 0 ,2355950.705882353,1.3326659176470589E7
Thread std 0 ,232462.3734205856,4.15771419319319E7
Thread 1 ,2350518.6274509802,1.2921009529411765E7
Thread std 1 ,226591.2555985302,3.881414247288957E7
Thread 2 ,2358367.6274509802,1.3295092156862745E7
Thread std 2 ,224428.22942517375,4.144235871583618E7
Thread 3 ,2354521.470588235,1.2882293666666666E7
Thread std 3 ,219650.3531072375,3.87939218876625E7
Thread 4 ,2359545.68627451,1.3397792294117646E7
Thread std 4 ,227252.03747508978,4.164879677647095E7
Thread 5 ,2351927.156862745,1.3052332784313725E7
Thread std 5 ,216374.6517490782,3.902301512059079E7
Thread 6 ,2354814.3529411764,1.2965987666666666E7
Thread std 6 ,218532.15781534975,3.8917931317354105E7
Thread 7 ,2351841.68627451,1.3516386352941176E7
Thread std 7 ,218387.8640081899,4.17363709491525E7
