Configuration : nrThreads: 8 ,nrServers: 2 ,read sharded: true
Times in queue ,3.003381256E7,1.763912874509804E7
Parsing times ,4373.68,4743.78431372549
Service times ,2846421.66,1.3262003490196079E7
Throughput ,2852.96,4812.156862745098
Times in get ,0.0,0.0
Times in set ,2839997.78,1.3255451294117646E7
Times in mget ,0.0,0.0
Times in mget only memcached part ,0.0,0.0
Queue lengths ,83.98,45.64
Number of gets ,0.0,0.0
Number of sets ,2852.96,4812.156862745098
Number of mgets ,0.0,0.0
Number of misses get ,0.0,0.0
Arrival rate ,2852.58,4862.4
std Times in queue ,2898867.6994618555,4.703543657948864E7
std Parsing times ,1457.7674353305483,1743.7803223310614
std Service times ,332583.6715375736,4.350356993159567E7
std Throughput ,254.42916980759017,1339.7730161866828
std Times in get ,0.0,0.0
std Times in set ,332579.5678082497,4.3503818534921624E7
std Times in mget ,0.0,0.0
std Times in mget only memcached part ,0.0,0.0
std Queue lengths ,0.14142135623730953,5.655988338180398
std Number of gets ,0.0,0.0
std Number of sets ,254.42916980759017,1339.7730161866828
std Number of mgets ,0.0,0.0
std Number of misses get ,0.0,0.0
std Arrival rate ,254.37110043142457,1303.2347040642953
Thread 0 ,2841972.14,1.311096088E7
Thread std 0 ,335673.6432930549,4.307057430021893E7
Thread 1 ,2849566.6,1.56879024E7
Thread std 1 ,324343.8004965894,6.223882862590387E7
Thread 2 ,2851051.4,1.312646846E7
Thread std 2 ,347585.73566003336,4.3058333391908154E7
Thread 3 ,2850855.46,1.291909104E7
Thread std 3 ,341431.92381182726,4.261507499817747E7
Thread 4 ,2847786.04,1.306770224E7
Thread std 4 ,338411.4289534632,4.306497013738451E7
Thread 5 ,2839185.82,1.28817087E7
Thread std 5 ,326577.49989736255,4.296486808045828E7
Thread 6 ,2846107.2,1.293302774E7
Thread std 6 ,332825.4020617895,4.297440442077749E7
Thread 7 ,2846201.36,1.3082495647058824E7
Thread std 7 ,321895.1335500024,4.263833417878707E7
