Configuration : nrThreads: 8 ,nrServers: 2 ,read sharded: true
Times in queue ,2.4468006647058822E7,8055564.14
Parsing times ,3697.078431372549,5344.96
Service times ,2328357.2156862747,5760188.88
Throughput ,3442.705882352941,6538.96
Times in get ,2323216.411764706,5752803.4
Times in set ,0.0,0.0
Times in mget ,0.0,0.0
Times in mget only memcached part ,0.0,0.0
Queue lengths ,83.23529411764706,44.38
Number of gets ,3442.705882352941,6538.96
Number of sets ,0.0,0.0
Number of mgets ,0.0,0.0
Number of misses get ,716.0980392156863,1336.46
Arrival rate ,3441.470588235294,6538.28
std Times in queue ,1637191.0568077364,4309296.791074182
std Parsing times ,1001.5123931961551,1611.3553423077337
std Service times ,53352.5215386541,3638350.066247385
std Throughput ,77.41919506624879,1971.7758178652984
std Times in get ,53157.17491258409,3638076.934607308
std Times in set ,0.0,0.0
std Times in mget ,0.0,0.0
std Times in mget only memcached part ,0.0,0.0
std Queue lengths ,5.320106146663307,1.4553209899102917
std Number of gets ,77.41919506624879,1971.7758178652984
std Number of sets ,0.0,0.0
std Number of mgets ,0.0,0.0
std Number of misses get ,140.30441973109194,421.7670413188507
std Arrival rate ,77.40758436772884,1968.7140736210197
Thread 0 ,2331488.0,5725640.36
Thread std 0 ,55921.38942765997,3605704.9698167336
Thread 1 ,2325347.7647058824,5748592.9
Thread std 1 ,54111.25532958489,3585369.2430270747
Thread 2 ,2329423.3529411764,5738188.54
Thread std 2 ,55032.114836274835,3541315.5935671716
Thread 3 ,2330543.3529411764,5749664.04
Thread std 3 ,55159.41840368643,3580216.467317288
Thread 4 ,2329148.6274509802,5782106.72
Thread std 4 ,50971.87673412106,3665553.4541591443
Thread 5 ,2326542.9215686275,5727738.04
Thread std 5 ,51532.008443623905,3581047.8323565624
Thread 6 ,2326545.470588235,5815253.42
Thread std 6 ,57110.83332691021,3830227.3275313936
Thread 7 ,2328395.5490196077,5751896.72
Thread std 7 ,59395.84482581714,3759836.6106832037
