Configuration : nrThreads: 8 ,nrServers: 2 ,read sharded: true
Times in queue ,2.4778499E7,2.299296554E7
Parsing times ,3669.64,4723.56
Service times ,2338625.02,1.873453054E7
Throughput ,3441.22,6148.62
Times in get ,2333541.7,1.872731728E7
Times in set ,0.0,0.0
Times in mget ,0.0,0.0
Times in mget only memcached part ,0.0,0.0
Queue lengths ,84.0,43.84
Number of gets ,3441.22,6148.62
Number of sets ,0.0,0.0
Number of mgets ,0.0,0.0
Number of misses get ,693.84,1221.24
Arrival rate ,3441.1,6147.54
std Times in queue ,616759.8946932928,6.981878410505599E7
std Parsing times ,1073.209733957545,1593.842183056339
std Service times ,58382.77875296755,6.056858107430127E7
std Throughput ,85.9407223329083,2222.3714938629623
std Times in get ,58328.76008970225,6.056923046564173E7
std Times in set ,0.0,0.0
std Times in mget ,0.0,0.0
std Times in mget only memcached part ,0.0,0.0
std Queue lengths ,0.0,4.786716313008792
std Number of gets ,85.9407223329083,2222.3714938629623
std Number of sets ,0.0,0.0
std Number of mgets ,0.0,0.0
std Number of misses get ,145.83067620514205,452.62858405324
std Arrival rate ,85.14723143125772,2227.488456737309
Thread 0 ,2339250.74,1.870801052E7
Thread std 0 ,58962.34318711133,5.979129003641331E7
Thread 1 ,2337974.12,1.86889408E7
Thread std 1 ,59404.95430402129,5.992678801962782E7
Thread 2 ,2339675.96,1.87911109E7
Thread std 2 ,64333.779935062594,6.0839740717765294E7
Thread 3 ,2339285.14,1.806877482E7
Thread std 3 ,57680.2966107357,5.780124327175881E7
Thread 4 ,2341908.54,1.84968464E7
Thread std 4 ,61675.847369148076,5.957222670773514E7
Thread 5 ,2334967.8,1.900939944E7
Thread std 5 ,58366.5850462333,6.134037185978121E7
Thread 6 ,2338955.9,1.851290606E7
Thread std 6 ,65364.27579101351,5.9644061902085975E7
Thread 7 ,2337946.5,2.286696485714286E7
Thread std 7 ,60656.30787099406,8.251017060758415E7
