Configuration : nrThreads: 8 ,nrServers: 2 ,read sharded: true
Times in queue ,2.684522823529412E7,2.419639558E7
Parsing times ,3710.627450980392,4124.76
Service times ,2556879.6078431373,1.685328626E7
Throughput ,3146.6666666666665,4483.78
Times in get ,0.0,0.0
Times in set ,2551873.098039216,1.68472966E7
Times in mget ,0.0,0.0
Times in mget only memcached part ,0.0,0.0
Queue lengths ,83.2156862745098,46.72
Number of gets ,0.0,0.0
Number of sets ,3146.6666666666665,4483.78
Number of mgets ,0.0,0.0
Number of misses get ,0.0,0.0
Arrival rate ,3145.4117647058824,4483.54
std Times in queue ,2465769.871548743,5.731996084551774E7
std Parsing times ,1125.1408971463852,1579.7020070318351
std Service times ,179702.5823182381,4.614238210990855E7
std Throughput ,179.8101962255385,1447.2922823715483
std Times in get ,0.0,0.0
std Times in set ,179344.07441644176,4.614270741568898E7
std Times in mget ,0.0,0.0
std Times in mget only memcached part ,0.0,0.0
std Queue lengths ,5.3190740754014545,3.077502300269369
std Number of gets ,0.0,0.0
std Number of sets ,179.8101962255385,1447.2922823715483
std Number of mgets ,0.0,0.0
std Number of misses get ,0.0,0.0
std Arrival rate ,180.10987496198956,1449.5848555601665
Thread 0 ,2554407.588235294,1.666593088E7
Thread std 0 ,178393.1863057753,4.481429862209807E7
Thread 1 ,2557344.2156862747,1.798337848E7
Thread std 1 ,180978.7407375036,5.11618528107389E7
Thread 2 ,2556131.156862745,1.716832442E7
Thread std 2 ,184861.55534933408,4.8379524921633236E7
Thread 3 ,2558061.745098039,1.815959546E7
Thread std 3 ,180669.69098383305,5.492430543428527E7
Thread 4 ,2558416.8235294116,1.712347958E7
Thread std 4 ,183762.33638683485,4.696988240655795E7
Thread 5 ,2556395.1960784313,1.724261696E7
Thread std 5 ,176522.55568125218,4.838956048128471E7
Thread 6 ,2556514.9803921566,1.63293684E7
Thread std 6 ,175734.19778705452,4.386928326033639E7
Thread 7 ,2558066.2352941176,1.581748112E7
Thread std 7 ,179127.86588709065,3.922274075964933E7
